,instrument_id,data_vendor_id,Holder,Shares,date_reported,percent_out,Value,refreshed_at
0,405,2,Price (T.Rowe) Associates Inc,41517291,2017-12-30 00:00:00,13.96%,3385735207,2018-07-03 02:10:12
1,405,2,"Vanguard Group, Inc. (The)",25492790,2017-12-30 00:00:00,8.57%,2078937102,2018-07-03 02:10:12
2,405,2,Blackrock Inc.,22658190,2017-12-30 00:00:00,7.62%,1847775463,2018-07-03 02:10:12
3,405,2,State Street Corporation,13513103,2017-12-30 00:00:00,4.54%,1101993590,2018-07-03 02:10:12
4,405,2,"Ameriprise Financial, Inc.",8971034,2017-12-30 00:00:00,3.02%,731587850,2018-07-03 02:10:12
5,405,2,"AllianceBernstein, L.P.",6377778,2017-12-30 00:00:00,2.14%,520107815,2018-07-03 02:10:12
6,405,2,Lsv Asset Management,5687156,2017-12-30 00:00:00,1.91%,463787589,2018-07-03 02:10:12
7,405,2,"AQR Capital Management, LLC",5531269,2017-12-30 00:00:00,1.86%,451075003,2018-07-03 02:10:12
8,405,2,Iridian Asset Management LLC,5462289,2017-12-30 00:00:00,1.84%,445449684,2018-07-03 02:10:12
9,405,2,Massachusetts Financial Services Co.,5428157,2017-12-30 00:00:00,1.82%,442666219,2018-07-03 02:10:12
0,405,2,Price (T.Rowe) Value Fund,14907845,2017-12-30 00:00:00,5.01%,1215734805,2018-07-03 02:10:12
1,405,2,Vanguard Total Stock Market Index Fund,6610662,2017-06-29 00:00:00,2.22%,407877850,2018-07-03 02:10:12
2,405,2,Vanguard 500 Index Fund,4547379,2017-06-29 00:00:00,1.53%,280573287,2018-07-03 02:10:12
3,405,2,Price (T.Rowe) U.S. Value Equity Trust,3912915,2017-12-30 00:00:00,1.32%,319098230,2018-07-03 02:10:12
4,405,2,SPDR S&P 500 ETF Trust,3779450,2018-01-30 00:00:00,1.27%,298236413,2018-07-03 02:10:12
5,405,2,Price (T.Rowe) Equity Income Fund,3750000,2017-12-30 00:00:00,1.26%,305812511,2018-07-03 02:10:12
6,405,2,Vanguard Mid-Cap Index Fund,3562935,2017-06-29 00:00:00,1.20%,219833092,2018-07-03 02:10:12
7,405,2,Vanguard Institutional Index Fund-Institutional Index Fund,3160011,2017-06-29 00:00:00,1.06%,194972681,2018-07-03 02:10:12
8,405,2,JNL Series Trust-JNL/TRP Value Fund,2676000,2017-06-29 00:00:00,0.90%,165109202,2018-07-03 02:10:12
9,405,2,DFA U.S. Large Cap Value Series,1959828,2017-07-30 00:00:00,0.66%,123469164,2018-07-03 02:10:12
