,instrument_id,equity_fundamental_id,data_vendor_id,refreshed_at,Period,Metric,Value
0,184,2,2,2018-07-03 00:47:05,2018-07-03,Market Cap (intraday) 5,20.8B
1,184,2,2,2018-07-03 00:47:05,2018-07-03,Enterprise Value 3,34.42B
2,184,2,2,2018-07-03 00:47:05,2018-07-03,Trailing P/E,49.61
3,184,2,2,2018-07-03 00:47:05,2018-07-03,Forward P/E 1,14.16
4,184,2,2,2018-07-03 00:47:05,2018-07-03,PEG Ratio (5 yr expected) 1,4.83
5,184,2,2,2018-07-03 00:47:05,2018-07-03,Price/Sales (ttm),1.69
6,184,2,2,2018-07-03 00:47:05,2018-07-03,Price/Book (mrq),1.78
7,184,2,2,2018-07-03 00:47:05,2018-07-03,Enterprise Value/Revenue 3,2.79
8,184,2,2,2018-07-03 00:47:05,2018-07-03,Enterprise Value/EBITDA 6,8.37
0,184,3,2,2018-07-03 00:47:05,2018-07-03,Fiscal Year Ends,"Dec 31, 2017"
1,184,3,2,2018-07-03 00:47:05,2018-07-03,Most Recent Quarter (mrq),"Dec 31, 2017"
0,184,3,2,2018-07-03 00:47:05,2018-07-03,Profit Margin,4.59%
1,184,3,2,2018-07-03 00:47:05,2018-07-03,Operating Margin (ttm),18.11%
0,184,3,2,2018-07-03 00:47:05,2018-07-03,Return on Assets (ttm),2.68%
1,184,3,2,2018-07-03 00:47:05,2018-07-03,Return on Equity (ttm),3.88%
0,184,3,2,2018-07-03 00:47:05,2018-07-03,Revenue (ttm),12.32B
1,184,3,2,2018-07-03 00:47:05,2018-07-03,Revenue Per Share (ttm),37.79
2,184,3,2,2018-07-03 00:47:05,2018-07-03,Quarterly Revenue Growth (yoy),11.70%
3,184,3,2,2018-07-03 00:47:05,2018-07-03,Gross Profit (ttm),4.64B
4,184,3,2,2018-07-03 00:47:05,2018-07-03,EBITDA,4.11B
5,184,3,2,2018-07-03 00:47:05,2018-07-03,Net Income Avi to Common (ttm),565M
6,184,3,2,2018-07-03 00:47:05,2018-07-03,Diluted EPS (ttm),1.29
7,184,3,2,2018-07-03 00:47:05,2018-07-03,Quarterly Earnings Growth (yoy),
0,184,3,2,2018-07-03 00:47:05,2018-07-03,Total Cash (mrq),1.09B
1,184,3,2,2018-07-03 00:47:05,2018-07-03,Total Cash Per Share (mrq),3.35
2,184,3,2,2018-07-03 00:47:05,2018-07-03,Total Debt (mrq),14.52B
3,184,3,2,2018-07-03 00:47:05,2018-07-03,Total Debt/Equity (mrq),104.54
4,184,3,2,2018-07-03 00:47:05,2018-07-03,Current Ratio (mrq),0.53
5,184,3,2,2018-07-03 00:47:05,2018-07-03,Book Value Per Share (mrq),35.90
0,184,3,2,2018-07-03 00:47:05,2018-07-03,Operating Cash Flow (ttm),3.59B
1,184,3,2,2018-07-03 00:47:05,2018-07-03,Levered Free Cash Flow (ttm),-813.5M
0,184,4,2,2018-07-03 00:47:05,2018-07-03,Beta,-0.03
1,184,4,2,2018-07-03 00:47:05,2018-07-03,52-Week Change 3,-18.02%
2,184,4,2,2018-07-03 00:47:05,2018-07-03,S&P500 52-Week Change 3,11.91%
3,184,4,2,2018-07-03 00:47:05,2018-07-03,52 Week High 3,83.38
4,184,4,2,2018-07-03 00:47:05,2018-07-03,52 Week Low 3,57.63
5,184,4,2,2018-07-03 00:47:05,2018-07-03,50-Day Moving Average 3,61.28
6,184,4,2,2018-07-03 00:47:05,2018-07-03,200-Day Moving Average 3,62.37
0,184,4,2,2018-07-03 00:47:05,2018-07-03,Avg Vol (3 month) 3,1.87M
1,184,4,2,2018-07-03 00:47:05,2018-07-03,Avg Vol (10 day) 3,2.45M
2,184,4,2,2018-07-03 00:47:05,2018-07-03,Shares Outstanding 5,325.81M
3,184,4,2,2018-07-03 00:47:05,2018-07-03,Float,325.22M
4,184,4,2,2018-07-03 00:47:05,2018-07-03,% Held by Insiders 1,0.06%
5,184,4,2,2018-07-03 00:47:05,2018-07-03,% Held by Institutions 1,83.66%
6,184,4,2,2018-07-03 00:47:05,2018-07-03,Shares Short 3,3.84M
7,184,4,2,2018-07-03 00:47:05,2018-07-03,Short Ratio 3,2.31
8,184,4,2,2018-07-03 00:47:05,2018-07-03,Short % of Float 3,1.18%
9,184,4,2,2018-07-03 00:47:05,2018-07-03,Shares Short (prior month) 3,3.86M
0,184,4,2,2018-07-03 00:47:05,2018-07-03,Forward Annual Dividend Rate 4,2.42
1,184,4,2,2018-07-03 00:47:05,2018-07-03,Forward Annual Dividend Yield 4,3.71%
2,184,4,2,2018-07-03 00:47:05,2018-07-03,Trailing Annual Dividend Rate 3,2.30
3,184,4,2,2018-07-03 00:47:05,2018-07-03,Trailing Annual Dividend Yield 3,3.63%
4,184,4,2,2018-07-03 00:47:05,2018-07-03,5 Year Average Dividend Yield 4,2.68
5,184,4,2,2018-07-03 00:47:05,2018-07-03,Payout Ratio 4,129.80%
6,184,4,2,2018-07-03 00:47:05,2018-07-03,Dividend Date 3,"Jul 31, 2018"
7,184,4,2,2018-07-03 00:47:05,2018-07-03,Ex-Dividend Date 4,"Mar 28, 2018"
8,184,4,2,2018-07-03 00:47:05,2018-07-03,Last Split Factor (new per old) 2,2/1
9,184,4,2,2018-07-03 00:47:05,2018-07-03,Last Split Date 3,"Jun 22, 1993"
