,instrument_id,Name,Title,Pay,Exercised,year_born,data_vendor_id,refreshed_at
0,203,Mr. François Locoh-Donou,"Pres, CEO & Director",0.0,0.0,1971.0,2,2018-07-03 00:54:27
1,203,Mr. Scot Frazier Rogers,"Exec. VP, Gen. Counsel & Sec.",0.0,0.0,1967.0,2,2018-07-03 00:54:27
2,203,Mr. Francis J. Pelzer V,Exec. VP & CFO,0.0,0.0,1970.0,2,2018-07-03 00:54:27
3,203,Mr. Ryan Kearny,Exec. VP of Product Devel. & CTO,0.0,0.0,1969.0,2,2018-07-03 00:54:27
4,203,Mr. Tony Bozzuti,Sr. VP of IT & Chief Information Officer,0.0,0.0,0.0,2,2018-07-03 00:54:27
