,instrument_id,Name,Title,Pay,Exercised,year_born,data_vendor_id,refreshed_at
0,488,Mr. Jay T. Flatley,Exec. Chairman,991.87k,20.45M,1953,2,2018-07-03 02:41:28
1,488,Mr. Francis A. deSouza,"CEO, Pres & Director",908.66k,0,1971,2,2018-07-03 02:41:28
2,488,Mr. Sam A. Samad,CFO & Sr. VP,0,0,1970,2,2018-07-03 02:41:28
3,488,Mr. Omead Ostadan,Exec. VP of Operations and Products,539.95k,0,1972,2,2018-07-03 02:41:28
4,488,Mr. Marc A. Stapley,Exec. VP of Strategy & Corp. Devel.,556.47k,0,1970,2,2018-07-03 02:41:28
