,instrument_id,equity_fundamental_id,data_vendor_id,refreshed_at,Period,Metric,Value
0,277,2,2,2018-07-03 01:22:22,2018-07-03,Market Cap (intraday) 5,87.64B
1,277,2,2,2018-07-03 01:22:22,2018-07-03,Enterprise Value 3,96.45B
2,277,2,2,2018-07-03 01:22:22,2018-07-03,Trailing P/E,80.24
3,277,2,2,2018-07-03 01:22:22,2018-07-03,Forward P/E 1,15.50
4,277,2,2,2018-07-03 01:22:22,2018-07-03,PEG Ratio (5 yr expected) 1,1.44
5,277,2,2,2018-07-03 01:22:22,2018-07-03,Price/Sales (ttm),3.75
6,277,2,2,2018-07-03 01:22:22,2018-07-03,Price/Book (mrq),6.19
7,277,2,2,2018-07-03 01:22:22,2018-07-03,Enterprise Value/Revenue 3,4.13
8,277,2,2,2018-07-03 01:22:22,2018-07-03,Enterprise Value/EBITDA 6,13.91
0,277,3,2,2018-07-03 01:22:22,2018-07-03,Fiscal Year Ends,"Dec 31, 2017"
1,277,3,2,2018-07-03 01:22:22,2018-07-03,Most Recent Quarter (mrq),"Mar 31, 2018"
0,277,3,2,2018-07-03 01:22:22,2018-07-03,Profit Margin,4.82%
1,277,3,2,2018-07-03 01:22:22,2018-07-03,Operating Margin (ttm),22.83%
0,277,3,2,2018-07-03 01:22:22,2018-07-03,Return on Assets (ttm),8.12%
1,277,3,2,2018-07-03 01:22:22,2018-07-03,Return on Equity (ttm),7.84%
0,277,3,2,2018-07-03 01:22:22,2018-07-03,Revenue (ttm),23.34B
1,277,3,2,2018-07-03 01:22:22,2018-07-03,Revenue Per Share (ttm),22.23
2,277,3,2,2018-07-03 01:22:22,2018-07-03,Quarterly Revenue Growth (yoy),9.00%
3,277,3,2,2018-07-03 01:22:22,2018-07-03,Gross Profit (ttm),16.8B
4,277,3,2,2018-07-03 01:22:22,2018-07-03,EBITDA,6.93B
5,277,3,2,2018-07-03 01:22:22,2018-07-03,Net Income Avi to Common (ttm),1.12B
6,277,3,2,2018-07-03 01:22:22,2018-07-03,Diluted EPS (ttm),1.07
7,277,3,2,2018-07-03 01:22:22,2018-07-03,Quarterly Earnings Growth (yoy),
0,277,3,2,2018-07-03 01:22:22,2018-07-03,Total Cash (mrq),4.79B
1,277,3,2,2018-07-03 01:22:22,2018-07-03,Total Cash Per Share (mrq),4.57
2,277,3,2,2018-07-03 01:22:22,2018-07-03,Total Debt (mrq),11.81B
3,277,3,2,2018-07-03 01:22:22,2018-07-03,Total Debt/Equity (mrq),80.98
4,277,3,2,2018-07-03 01:22:22,2018-07-03,Current Ratio (mrq),1.41
5,277,3,2,2018-07-03 01:22:22,2018-07-03,Book Value Per Share (mrq),13.86
0,277,3,2,2018-07-03 01:22:22,2018-07-03,Operating Cash Flow (ttm),5.71B
1,277,3,2,2018-07-03 01:22:22,2018-07-03,Levered Free Cash Flow (ttm),2.18B
0,277,4,2,2018-07-03 01:22:22,2018-07-03,Beta,0.25
1,277,4,2,2018-07-03 01:22:22,2018-07-03,52-Week Change 3,3.18%
2,277,4,2,2018-07-03 01:22:22,2018-07-03,S&P500 52-Week Change 3,11.91%
3,277,4,2,2018-07-03 01:22:22,2018-07-03,52 Week High 3,89.09
4,277,4,2,2018-07-03 01:22:22,2018-07-03,52 Week Low 3,73.69
5,277,4,2,2018-07-03 01:22:22,2018-07-03,50-Day Moving Average 3,84.54
6,277,4,2,2018-07-03 01:22:22,2018-07-03,200-Day Moving Average 3,81.69
0,277,4,2,2018-07-03 01:22:22,2018-07-03,Avg Vol (3 month) 3,3.82M
1,277,4,2,2018-07-03 01:22:22,2018-07-03,Avg Vol (10 day) 3,3.09M
2,277,4,2,2018-07-03 01:22:22,2018-07-03,Shares Outstanding 5,1.02B
3,277,4,2,2018-07-03 01:22:22,2018-07-03,Float,919.55M
4,277,4,2,2018-07-03 01:22:22,2018-07-03,% Held by Insiders 1,0.20%
5,277,4,2,2018-07-03 01:22:22,2018-07-03,% Held by Institutions 1,78.48%
6,277,4,2,2018-07-03 01:22:22,2018-07-03,Shares Short 3,12.81M
7,277,4,2,2018-07-03 01:22:22,2018-07-03,Short Ratio 3,3.59
8,277,4,2,2018-07-03 01:22:22,2018-07-03,Short % of Float 3,1.32%
9,277,4,2,2018-07-03 01:22:22,2018-07-03,Shares Short (prior month) 3,11.73M
0,277,4,2,2018-07-03 01:22:22,2018-07-03,Forward Annual Dividend Rate 4,2.25
1,277,4,2,2018-07-03 01:22:22,2018-07-03,Forward Annual Dividend Yield 4,2.64%
2,277,4,2,2018-07-03 01:22:22,2018-07-03,Trailing Annual Dividend Rate 3,2.12
3,277,4,2,2018-07-03 01:22:22,2018-07-03,Trailing Annual Dividend Yield 3,2.49%
4,277,4,2,2018-07-03 01:22:22,2018-07-03,5 Year Average Dividend Yield 4,2.82
5,277,4,2,2018-07-03 01:22:22,2018-07-03,Payout Ratio 4,198.36%
6,277,4,2,2018-07-03 01:22:22,2018-07-03,Dividend Date 3,"Sep 10, 2018"
7,277,4,2,2018-07-03 01:22:22,2018-07-03,Ex-Dividend Date 4,"Aug 14, 2018"
8,277,4,2,2018-07-03 01:22:22,2018-07-03,Last Split Factor (new per old) 2,2/1
9,277,4,2,2018-07-03 01:22:22,2018-07-03,Last Split Date 3,"Oct 16, 1997"
