,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,287,2,MCKENNA ANDREW J,72514,2016-10-23 00:00:00,2018-07-03 01:26:16
1,287,2,SANTONA GLORIA,62944,2017-02-11 00:00:00,2018-07-03 01:26:16
2,287,2,BENSEN PETER J,15597,2016-02-12 00:00:00,2018-07-03 01:26:16
3,287,2,OZAN KEVIN M,11164,2017-07-25 00:00:00,2018-07-03 01:26:16
4,287,2,LAGNADO SILVIA,8981,2017-02-10 00:00:00,2018-07-03 01:26:16
5,287,2,BORDEN IAN FREDERICK,8404,2017-07-25 00:00:00,2018-07-03 01:26:16
6,287,2,SAPPINGTON JAMES R,7693,2017-10-24 00:00:00,2018-07-03 01:26:16
7,287,2,GOARE DOUGLAS M,5235,2018-01-30 00:00:00,2018-07-03 01:26:16
8,287,2,MASSEY WALTER E,5045,2016-10-26 00:00:00,2018-07-03 01:26:16
9,287,2,ANDRES MICHAEL DEAN,4603,2016-09-15 00:00:00,2018-07-03 01:26:16
