,instrument_id,Name,Title,Pay,Exercised,year_born,data_vendor_id,refreshed_at
0,368,Mr. Ralph Lauren,Exec. Chairman & Chief Creative Officer,2.03M,0,1940,2,2018-07-03 01:56:31
1,368,Mr. Patrice Jean Louis Louvet,"Pres, CEO & Director",0,0,1965,2,2018-07-03 01:56:31
2,368,Mr. David Lauren,"Vice Chairman, Strategic Advisor to the CEO & Chief Innovation Officer",1.69M,184.69k,1972,2,2018-07-03 01:56:31
3,368,Ms. Jane Hamilton Nielsen,Chief Financial Officer,2.01M,0,1964,2,2018-07-03 01:56:31
4,368,Ms. Valérie Hermann,Pres of Global Brands,3.08M,0,1963,2,2018-07-03 01:56:31
