,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,523,2,JOHNSON RICHARD A,254056,2018-01-18 00:00:00,2018-07-03 02:54:26
1,523,2,MCHUGH ROBERT W,137141,2016-03-27 00:00:00,2018-07-03 02:54:26
2,523,2,PETERS LAUREN B,112991,2017-03-25 00:00:00,2018-07-03 02:54:26
3,523,2,YOUNG DONA D,60916,2018-02-01 00:00:00,2018-07-03 02:54:26
4,523,2,DIPAOLO NICHOLAS P,68964,2017-01-03 00:00:00,2018-07-03 02:54:26
5,523,2,CIPRIANO GIOVANNA,48845,2018-01-18 00:00:00,2018-07-03 02:54:26
6,523,2,TURPIN CHERYL N,44023,2018-02-01 00:00:00,2018-07-03 02:54:26
7,523,2,VERMA PAWAN,43030,2017-09-27 00:00:00,2018-07-03 02:54:26
8,523,2,JACOBS STEPHEN,40930,2017-03-30 00:00:00,2018-07-03 02:54:26
9,523,2,MAURER JOHN A,37197,2017-03-25 00:00:00,2018-07-03 02:54:26
