,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,155,2,WEISSMAN ROBERT EVAN,1026236,2017-03-13 00:00:00,2018-07-03 00:36:29
1,155,2,KLEIN JOHN E,459987,2017-12-28 00:00:00,2018-07-03 00:36:29
2,155,2,DSOUZA FRANCISCO,457330,2018-01-10 00:00:00,2018-07-03 00:36:29
3,155,2,RAMAKRISHNAN CHANDRASEKARAN,196300,2018-01-21 00:00:00,2018-07-03 00:36:29
4,155,2,MEHTA RAJEEV,35020,2018-01-21 00:00:00,2018-07-03 00:36:29
5,155,2,NARAYANAN LAKSHMI,89172,2017-06-05 00:00:00,2018-07-03 00:36:29
6,155,2,THOMAS SANTOSH,86517,2017-11-30 00:00:00,2018-07-03 00:36:29
7,155,2,WENDEL THOMAS M,68732,2017-05-24 00:00:00,2018-07-03 00:36:29
8,155,2,COBURN GORDON,64572,2016-09-02 00:00:00,2018-07-03 00:36:29
9,155,2,THIRUVENGADAM SRIDHAR,50911,2016-09-02 00:00:00,2018-07-03 00:36:29
