,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,78,2,CONSIDINE TERRY,376663,2018-01-29 00:00:00,2018-07-03 00:07:20
1,78,2,CORTEZ MILES,102456,2018-01-28 00:00:00,2018-07-03 00:07:20
2,78,2,COHN LISA R,88448,2018-01-29 00:00:00,2018-07-03 00:07:20
3,78,2,MILLER ROBERT A.,77903,2018-01-29 00:00:00,2018-07-03 00:07:20
4,78,2,BEZZANT JOHN E,70632,2018-01-29 00:00:00,2018-07-03 00:07:20
5,78,2,KIMMEL KEITH M,51889,2018-01-29 00:00:00,2018-07-03 00:07:20
6,78,2,BELDIN PAUL,46408,2018-01-29 00:00:00,2018-07-03 00:07:20
7,78,2,NELSON KATHLEEN M.,45000,2018-01-29 00:00:00,2018-07-03 00:07:20
8,78,2,KELTNER THOMAS L.,41329,2018-01-29 00:00:00,2018-07-03 00:07:20
9,78,2,STEIN MICHAEL A,41200,2018-01-29 00:00:00,2018-07-03 00:07:20
