,instrument_id,data_vendor_id,Holder,Shares,date_reported,percent_out,Value,refreshed_at
0,434,2,"Vanguard Group, Inc. (The)",35150743,2017-12-30 00:00:00,8.13%,3033157645,2018-07-03 02:21:19
1,434,2,Blackrock Inc.,32153839,2017-12-30 00:00:00,7.44%,2774554796,2018-07-03 02:21:19
2,434,2,State Street Corporation,20557189,2017-12-30 00:00:00,4.75%,1773879857,2018-07-03 02:21:19
3,434,2,Gates (Bill & Melinda) Foundation,18633672,2017-12-30 00:00:00,4.31%,1607899573,2018-07-03 02:21:19
4,434,2,Capital World Investors,12650134,2017-12-30 00:00:00,2.93%,1091580074,2018-07-03 02:21:19
5,434,2,Macquarie Group Limited,8751189,2017-12-30 00:00:00,2.02%,755140106,2018-07-03 02:21:19
6,434,2,Wells Fargo & Company,7787125,2017-12-30 00:00:00,1.80%,671951023,2018-07-03 02:21:19
7,434,2,Parnassus Investments /ca,5425325,2017-12-30 00:00:00,1.25%,468151299,2018-07-03 02:21:19
8,434,2,Northern Trust Corporation,5374080,2017-12-30 00:00:00,1.24%,463729368,2018-07-03 02:21:19
9,434,2,"ClearBridge Investments, LLC",4931301,2017-12-30 00:00:00,1.14%,425521967,2018-07-03 02:21:19
0,434,2,Vanguard Total Stock Market Index Fund,10131428,2017-06-29 00:00:00,2.34%,740708707,2018-07-03 02:21:19
1,434,2,Vanguard 500 Index Fund,6412911,2017-06-29 00:00:00,1.48%,468847927,2018-07-03 02:21:19
2,434,2,Income Fund of America Inc,6036128,2017-12-30 00:00:00,1.40%,520857490,2018-07-03 02:21:19
3,434,2,Delaware Group Equity Funds II- Value Fund,5361799,2017-08-30 00:00:00,1.24%,408890803,2018-07-03 02:21:19
4,434,2,SPDR S&P 500 ETF Trust,5115115,2018-01-30 00:00:00,1.18%,451255451,2018-07-03 02:21:19
5,434,2,Washington Mutual Investors Fund,5114100,2017-12-30 00:00:00,1.18%,441295693,2018-07-03 02:21:19
6,434,2,Parnassus Core Equity Fund,4741000,2017-09-29 00:00:00,1.10%,371315118,2018-07-03 02:21:19
7,434,2,Vanguard Institutional Index Fund-Institutional Index Fund,4463919,2017-06-29 00:00:00,1.03%,326357120,2018-07-03 02:21:19
8,434,2,Vanguard Specialized-Dividend Appreciation Index Fund,3755320,2017-07-30 00:00:00,0.87%,280897947,2018-07-03 02:21:19
9,434,2,iShares Core S&P 500 ETF,2590903,2018-01-30 00:00:00,0.60%,228569465,2018-07-03 02:21:19
