,instrument_id,Name,Title,Pay,Exercised,year_born,data_vendor_id,refreshed_at
0,425,Mr. Joseph W. Gorder,"Chairman, CEO & Pres",4.51M,0,1957,2,2018-07-03 02:17:52
1,425,Mr. R. Lane Riggs,Exec. VP & COO,1.44M,362.28k,1966,2,2018-07-03 02:17:52
2,425,Mr. Jay D. Browning,Exec. VP & Gen. Counsel,1.31M,0,1958,2,2018-07-03 02:17:52
3,425,Mr. Gary K. Simmons,"Sr. VP of Supply, International Operations & Systems Optimization",1.12M,539.32k,1965,2,2018-07-03 02:17:52
4,425,Ms. Donna M. Titzman,Exec. VP & CFO,0,0,1963,2,2018-07-03 02:17:52
