,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,535,2,BRUGGEWORTH ROBERT A,180344,2017-12-14 00:00:00,2018-07-03 02:58:58
1,535,2,QUINSEY RALPH,127760,2017-08-07 00:00:00,2018-07-03 02:58:58
2,535,2,BUHALY STEVEN J,94938,2016-06-01 00:00:00,2018-07-03 02:58:58
3,535,2,CREVISTON STEVEN E,82725,2018-01-15 00:00:00,2018-07-03 02:58:58
4,535,2,MURPHY MARK J.,79726,2017-08-07 00:00:00,2018-07-03 02:58:58
5,535,2,WILKINSON WALTER H,46555,2017-11-26 00:00:00,2018-07-03 02:58:58
6,535,2,KLEIN JAMES L,40393,2017-12-03 00:00:00,2018-07-03 02:58:58
7,535,2,RHINES WALDEN C,34470,2017-08-07 00:00:00,2018-07-03 02:58:58
8,535,2,GARDNER JEFFERY R,33046,2017-09-07 00:00:00,2018-07-03 02:58:58
9,535,2,DILEO DANIEL A,24782,2017-11-20 00:00:00,2018-07-03 02:58:58
