,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,417,2,WISEMAN ERIC C,549863,2017-08-31 00:00:00,2018-07-03 02:14:49
1,417,2,SALZBURGER KARL HEINZ,505006,2017-02-12 00:00:00,2018-07-03 02:14:49
2,417,2,HURST ROBERT J/NY,202592,2017-11-14 00:00:00,2018-07-03 02:14:49
3,417,2,RENDLE STEVEN E,118135,2017-10-25 00:00:00,2018-07-03 02:14:49
4,417,2,O'MEARA AIDAN,91344,2017-11-09 00:00:00,2018-07-03 02:14:49
5,417,2,VIAULT RAYMOND G,77613,2016-02-22 00:00:00,2018-07-03 02:14:49
6,417,2,BAXTER SCOTT H,72508,2017-11-19 00:00:00,2018-07-03 02:14:49
7,417,2,ROE SCOTT A.,57157,2017-10-25 00:00:00,2018-07-03 02:14:49
8,417,2,HOLTZ CURTIS A.,42817,2017-02-13 00:00:00,2018-07-03 02:14:49
9,417,2,CARUCCI RICHARD,41467,2017-02-21 00:00:00,2018-07-03 02:14:49
