,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,426,2,MILLIGAN STEPHEN D,140371,2018-02-04 00:00:00,2018-07-03 02:18:12
1,426,2,SIVARAM SRINIVASAN,102745,2017-10-31 00:00:00,2018-07-03 02:18:12
2,426,2,LONG MARK P,83917,2018-02-04 00:00:00,2018-07-03 02:18:12
3,426,2,LAUER LEN J,72517,2017-11-01 00:00:00,2018-07-03 02:18:12
4,426,2,BHATIA MANISH H,69692,2017-08-17 00:00:00,2018-07-03 02:18:12
5,426,2,CORDANO MICHAEL D,69159,2017-12-18 00:00:00,2018-07-03 02:18:12
6,426,2,DEMARIA JACQUELINE,55285,2017-11-02 00:00:00,2018-07-03 02:18:12
7,426,2,CAMPBELL STEVEN GLENN,50563,2016-09-10 00:00:00,2018-07-03 02:18:12
8,426,2,FINK MARTIN,46652,2018-01-31 00:00:00,2018-07-03 02:18:12
9,426,2,RAY MICHAEL CHARLES,38936,2018-02-04 00:00:00,2018-07-03 02:18:12
