,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,424,2,BERTHIAUME DOUGLAS A,2144365,2017-11-02 00:00:00,2018-07-03 02:17:26
1,424,2,CAPUTO ARTHUR G,85217,2016-12-05 00:00:00,2018-07-03 02:17:26
2,424,2,CONARD EDWARD,60411,2018-01-01 00:00:00,2018-07-03 02:17:26
3,424,2,BEKENSTEIN JOSHUA,60349,2017-01-02 00:00:00,2018-07-03 02:17:26
4,424,2,CASSIS EUGENE G,15100,2017-12-12 00:00:00,2018-07-03 02:17:26
5,424,2,BERENDT MICHAEL J,23911,2018-01-01 00:00:00,2018-07-03 02:17:26
6,424,2,MILLER WILLIAM J,22349,2017-12-04 00:00:00,2018-07-03 02:17:26
7,424,2,OCONNELL CHRISTOPHER J,22315,2017-09-07 00:00:00,2018-07-03 02:17:26
8,424,2,REED JOANN A,20022,2018-01-01 00:00:00,2018-07-03 02:17:26
9,424,2,SALICE THOMAS P,17411,2018-01-01 00:00:00,2018-07-03 02:17:26
