,instrument_id,equity_fundamental_id,data_vendor_id,refreshed_at,Period,Metric,Value
0,489,14,2,2018-07-03 02:41:47,2018-07-03,% of Shares Held by All Insider,0.38%
1,489,14,2,2018-07-03 02:41:47,2018-07-03,% of Shares Held by Institutions,96.91%
2,489,14,2,2018-07-03 02:41:47,2018-07-03,% of Float Held by Institutions,97.28%
3,489,14,2,2018-07-03 02:41:47,2018-07-03,Number of Institutions Holding Shares,719
