,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,75,2,STATA RAY,169481,2018-01-11 00:00:00,2018-07-03 00:06:14
1,75,2,SWANSON ROBERT H JR,1553,2017-03-09 00:00:00,2018-07-03 00:06:14
2,75,2,EVANS BRUCE R,67540,2017-07-06 00:00:00,2018-07-03 00:06:14
3,75,2,CHAMPY JAMES,13220,2017-12-04 00:00:00,2018-07-03 00:06:14
4,75,2,HESS RICK D,49557,2017-04-02 00:00:00,2018-07-03 00:06:14
5,75,2,PIETKIEWICZ STEVE,43097,2018-01-23 00:00:00,2018-07-03 00:06:14
6,75,2,ZINSNER DAVID,30068,2017-03-12 00:00:00,2018-07-03 00:06:14
7,75,2,MEANEY RICHARD,24484,2016-09-15 00:00:00,2018-07-03 00:06:14
8,75,2,ROCHE VINCENT,21640,2018-01-31 00:00:00,2018-07-03 00:06:14
9,75,2,NOVICH NEIL S,20285,2017-09-19 00:00:00,2018-07-03 00:06:14
