,instrument_id,Name,Title,Pay,Exercised,year_born,data_vendor_id,refreshed_at
0,394,Mr. Robert S. Sands II,CEO & Director,4.68M,0,1959.0,2,2018-07-03 02:06:03
1,394,Mr. William A. Newlands,Pres & COO,0,0,1959.0,2,2018-07-03 02:06:03
2,394,Mr. David Eric Klein,Exec. VP & CFO,1.49M,2.08M,1964.0,2,2018-07-03 02:06:03
3,394,Ms. Patty Yahn-Urlaub,VP of Investor Relations,0,0,0.0,2,2018-07-03 02:06:03
4,394,Mr. James O. Bourdeau,"Exec. VP, Gen. Counsel & Sec.",0,0,1965.0,2,2018-07-03 02:06:03
