,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,86,2,MERGELMEYER GENE,113346,2017-11-13 00:00:00,2018-07-03 00:10:16
1,86,2,SCHWARTZ BART,86227,2017-04-20 00:00:00,2018-07-03 00:10:16
2,86,2,PAGANO CHRISTOPHER J,50997,2017-11-13 00:00:00,2018-07-03 00:10:16
3,86,2,KOCH CHARLES JOHN,37464,2017-05-11 00:00:00,2018-07-03 00:10:16
4,86,2,CARVER HOWARD L,37256,2017-05-11 00:00:00,2018-07-03 00:10:16
5,86,2,PRICE STONEHILL ROBYN,28376,2018-01-01 00:00:00,2018-07-03 00:10:16
6,86,2,CENTO JUAN,20888,2017-05-11 00:00:00,2018-07-03 00:10:16
7,86,2,ROSEN ELAINE,17764,2017-05-11 00:00:00,2018-07-03 00:10:16
8,86,2,JACKSON LAWRENCE V,17547,2017-05-11 00:00:00,2018-07-03 00:10:16
9,86,2,DZIADZIO RICHARD S,17160,2017-07-17 00:00:00,2018-07-03 00:10:16
