,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,525,2,HALL EUGENE A,1189549,2018-02-05 00:00:00,2018-07-03 02:55:09
1,525,2,SMITH JAMES C,796144,2018-01-01 00:00:00,2018-07-03 02:55:09
2,525,2,GRABE WILLIAM O,130938,2018-01-01 00:00:00,2018-07-03 02:55:09
3,525,2,DAVIS KENDALL B,103258,2018-02-05 00:00:00,2018-07-03 02:55:09
4,525,2,SONDERGAARD PETER,103115,2018-02-05 00:00:00,2018-07-03 02:55:09
5,525,2,HRELIC DARKO,81047,2016-02-11 00:00:00,2018-07-03 02:55:09
6,525,2,CESAN RAUL E,64692,2018-01-01 00:00:00,2018-07-03 02:55:09
7,525,2,PAGLIUCA STEPHEN G,55897,2018-01-01 00:00:00,2018-07-03 02:55:09
8,525,2,BINGLE MICHAEL J,28365,2018-01-01 00:00:00,2018-07-03 02:55:09
9,525,2,DAWKINS ALWYN,26667,2018-02-05 00:00:00,2018-07-03 02:55:09
