,instrument_id,data_vendor_id,Holder,Shares,date_reported,percent_out,Value,refreshed_at
0,524,2,"Vanguard Group, Inc. (The)",15313969,2017-12-30 00:00:00,10.35%,1053294769,2018-07-03 02:54:48
1,524,2,Blackrock Inc.,12725571,2017-12-30 00:00:00,8.60%,875264757,2018-07-03 02:54:48
2,524,2,Price (T.Rowe) Associates Inc,10904344,2017-12-30 00:00:00,7.37%,750000767,2018-07-03 02:54:48
3,524,2,JP Morgan Chase & Company,6924844,2017-12-30 00:00:00,4.68%,476290761,2018-07-03 02:54:48
4,524,2,State Street Corporation,6753901,2017-12-30 00:00:00,4.56%,464533302,2018-07-03 02:54:48
5,524,2,"Wellington Management Company, LLP",6252487,2017-12-30 00:00:00,4.22%,430046048,2018-07-03 02:54:48
6,524,2,"FMR, LLC",5022081,2017-12-30 00:00:00,3.39%,345418725,2018-07-03 02:54:48
7,524,2,"American Century Companies, Inc.",4040260,2017-12-30 00:00:00,2.73%,277889077,2018-07-03 02:54:48
8,524,2,Artisan Partners Limited Partnership,3797669,2017-12-30 00:00:00,2.57%,261203669,2018-07-03 02:54:48
9,524,2,Standard Life Aberdeen PLC,3042899,2017-12-30 00:00:00,2.06%,209290589,2018-07-03 02:54:48
0,524,2,Vanguard Mid-Cap Index Fund,3803833,2017-06-29 00:00:00,2.57%,249036951,2018-07-03 02:54:48
1,524,2,Price (T.Rowe) Growth Stock Fund Inc.,3726164,2017-12-30 00:00:00,2.52%,256285555,2018-07-03 02:54:48
2,524,2,Vanguard Total Stock Market Index Fund,3537966,2017-06-29 00:00:00,2.39%,231630638,2018-07-03 02:54:48
3,524,2,JP Morgan Mid Cap Value Fund,2806196,2018-01-30 00:00:00,1.90%,200923629,2018-07-03 02:54:48
4,524,2,Vanguard 500 Index Fund,2426634,2017-06-29 00:00:00,1.64%,158871730,2018-07-03 02:54:48
5,524,2,Artisan Mid-Cap Fund,2287202,2017-06-29 00:00:00,1.55%,149743117,2018-07-03 02:54:48
6,524,2,SPDR S&P 500 ETF Trust,1914434,2018-01-30 00:00:00,1.29%,137073471,2018-07-03 02:54:48
7,524,2,Vanguard Institutional Index Fund-Institutional Index Fund,1686888,2017-06-29 00:00:00,1.14%,110440559,2018-07-03 02:54:48
8,524,2,Price (T.Rowe) Value Fund,1609800,2017-12-30 00:00:00,1.09%,110722042,2018-07-03 02:54:48
9,524,2,Fidelity Advisor New Insights Fund,1291528,2018-01-30 00:00:00,0.87%,92473402,2018-07-03 02:54:48
