,instrument_id,data_vendor_id,Holder,Shares,date_reported,percent_out,Value,refreshed_at
0,308,2,"Vanguard Group, Inc. (The)",37158819,2017-12-30 00:00:00,9.65%,949779393,2018-07-03 01:34:06
1,308,2,Blackrock Inc.,23650994,2017-12-30 00:00:00,6.14%,604519394,2018-07-03 01:34:06
2,308,2,State Street Corporation,20077156,2017-12-30 00:00:00,5.21%,513172096,2018-07-03 01:34:06
3,308,2,Adage Capital Partners GP L.L.C.,17799911,2017-12-30 00:00:00,4.62%,454965715,2018-07-03 01:34:06
4,308,2,FIL LTD,10230461,2017-12-30 00:00:00,2.66%,261490577,2018-07-03 01:34:06
5,308,2,Invesco Ltd.,8443627,2017-12-30 00:00:00,2.19%,215819101,2018-07-03 01:34:06
6,308,2,Norges Bank Investment Management,7661466,2017-12-30 00:00:00,1.99%,195827066,2018-07-03 01:34:06
7,308,2,"FMR, LLC",6576715,2017-12-30 00:00:00,1.71%,168100831,2018-07-03 01:34:06
8,308,2,Northern Trust Corporation,6141265,2017-12-30 00:00:00,1.59%,156970730,2018-07-03 01:34:06
9,308,2,"Shapiro Capital Management Company, Inc.",5951573,2017-12-30 00:00:00,1.54%,152122202,2018-07-03 01:34:06
0,308,2,Vanguard Mid-Cap Index Fund,8669692,2017-06-29 00:00:00,2.25%,196195122,2018-07-03 01:34:06
1,308,2,Vanguard Total Stock Market Index Fund,8043737,2017-06-29 00:00:00,2.09%,182029761,2018-07-03 01:34:06
2,308,2,Vanguard 500 Index Fund,5540286,2017-06-29 00:00:00,1.44%,125376667,2018-07-03 01:34:06
3,308,2,SPDR S&P 500 ETF Trust,4400782,2018-01-30 00:00:00,1.14%,121901664,2018-07-03 01:34:06
4,308,2,Vanguard Institutional Index Fund-Institutional Index Fund,3848864,2017-06-29 00:00:00,1.00%,87099789,2018-07-03 01:34:06
5,308,2,Invesco Equity & Income Fd,2954652,2017-12-30 00:00:00,0.77%,75520903,2018-07-03 01:34:06
6,308,2,Select Sector SPDR Fund-Materials,2947138,2018-01-30 00:00:00,0.77%,81635724,2018-07-03 01:34:06
7,308,2,Variable Insurance Products Fund III-Mid-Cap Portfolio,2943100,2018-01-30 00:00:00,0.76%,81523872,2018-07-03 01:34:06
8,308,2,Vanguard Mid-Cap Value Index Fund,2807627,2017-06-29 00:00:00,0.73%,63536596,2018-07-03 01:34:06
9,308,2,Invesco Growth & Income Fd,2574032,2017-12-30 00:00:00,0.67%,65792256,2018-07-03 01:34:06
