,instrument_id,data_vendor_id,Holder,Shares,date_reported,percent_out,Value,refreshed_at
0,379,2,"Vanguard Group, Inc. (The)",95530155,2017-12-30 00:00:00,6.80%,5522598391,2018-07-03 02:00:32
1,379,2,Blackrock Inc.,84164393,2017-12-30 00:00:00,5.99%,4865543674,2018-07-03 02:00:32
2,379,2,State Street Corporation,58035334,2017-12-30 00:00:00,4.13%,3355022738,2018-07-03 02:00:32
3,379,2,Capital World Investors,41466916,2017-12-30 00:00:00,2.95%,2397202470,2018-07-03 02:00:32
4,379,2,Morgan Stanley,39220629,2017-12-30 00:00:00,2.79%,2267344616,2018-07-03 02:00:32
5,379,2,Magellan Asset Management Ltd,30912781,2017-12-30 00:00:00,2.20%,1787067912,2018-07-03 02:00:32
6,379,2,Bank Of New York Mellon Corporation,30728508,2017-12-30 00:00:00,2.19%,1776415089,2018-07-03 02:00:32
7,379,2,"FMR, LLC",24096724,2017-12-30 00:00:00,1.71%,1393031647,2018-07-03 02:00:32
8,379,2,Capital International Investors,23768973,2017-12-30 00:00:00,1.69%,1374084361,2018-07-03 02:00:32
9,379,2,Northern Trust Corporation,21450937,2017-12-30 00:00:00,1.53%,1240078697,2018-07-03 02:00:32
0,379,2,Vanguard Total Stock Market Index Fund,31683157,2017-06-29 00:00:00,2.25%,1868038907,2018-07-03 02:00:32
1,379,2,Vanguard 500 Index Fund,22910141,2017-06-29 00:00:00,1.63%,1350781892,2018-07-03 02:00:32
2,379,2,SPDR S&P 500 ETF Trust,18085384,2018-01-30 00:00:00,1.29%,1031228603,2018-07-03 02:00:32
3,379,2,Vanguard Institutional Index Fund-Institutional Index Fund,15891603,2017-06-29 00:00:00,1.13%,936968898,2018-07-03 02:00:32
4,379,2,Growth Fund Of America Inc,15449200,2017-12-30 00:00:00,1.10%,893118273,2018-07-03 02:00:32
5,379,2,Washington Mutual Investors Fund,14486600,2017-12-30 00:00:00,1.03%,837470365,2018-07-03 02:00:32
6,379,2,"Powershares Exhg Traded Fd Tr-Powershares QQQ Tr, Series 1",11494719,2018-01-30 00:00:00,0.82%,655428882,2018-07-03 02:00:32
7,379,2,New Perspective Fund Inc,9853600,2017-12-30 00:00:00,0.70%,569636629,2018-07-03 02:00:32
8,379,2,iShares Core S&P 500 ETF,9227524,2018-01-30 00:00:00,0.66%,526153422,2018-07-03 02:00:32
9,379,2,Fidelity 500 Index Fund,8794929,2018-01-30 00:00:00,0.63%,501486855,2018-07-03 02:00:32
