,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,272,2,MILLARD ROBERT B,205436,2017-12-14 00:00:00,2018-07-03 01:20:38
1,272,2,STRIANESE MICHAEL T,119227,2018-02-04 00:00:00,2018-07-03 01:20:38
2,272,2,BRUNSON CURTIS,83253,2017-02-20 00:00:00,2018-07-03 01:20:38
3,272,2,DAMBROSIO RALPH,47819,2017-08-22 00:00:00,2018-07-03 01:20:38
4,272,2,KANTOR STEVEN,37777,2017-02-20 00:00:00,2018-07-03 01:20:38
5,272,2,MEGA JOHN S,19392,2017-02-20 00:00:00,2018-07-03 01:20:38
6,272,2,CANIZARES CLAUDE R,16953,2017-12-14 00:00:00,2018-07-03 01:20:38
7,272,2,CORCORAN THOMAS A,15972,2017-12-14 00:00:00,2018-07-03 01:20:38
8,272,2,KRAMER LEWIS,13153,2017-12-14 00:00:00,2018-07-03 01:20:38
9,272,2,SIMON ARTHUR L,12235,2017-12-14 00:00:00,2018-07-03 01:20:38
