,instrument_id,Name,Title,Pay,Exercised,year_born,data_vendor_id,refreshed_at
0,159,Mr. Edward H. Bastian,CEO & Director,2.53M,5.93M,1958,2,2018-07-03 00:37:58
1,159,Mr. Glen W. Hauenstein,Pres,1.89M,2.65M,1961,2,2018-07-03 00:37:58
2,159,Mr. Paul A. Jacobson,Exec. VP & CFO,1.54M,273.14k,1972,2,2018-07-03 00:37:58
3,159,Mr. Wayne Gilbert West,Sr. EVP & COO,1.94M,0,1961,2,2018-07-03 00:37:58
4,159,Mr. Peter W. Carter,"Exec. VP, Chief Legal Officer & Corp. Sec.",1.29M,0,1964,2,2018-07-03 00:37:58
