,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,253,2,SINDHU PRADEEP,40773,2017-03-19 00:00:00,2018-07-03 01:13:13
1,253,2,KRIENS SCOTT,138154,2017-05-23 00:00:00,2018-07-03 01:13:13
2,253,2,RAHIM RAMI,469607,2017-06-19 00:00:00,2018-07-03 01:13:13
3,253,2,STENSRUD WILLIAM,5531,2017-05-23 00:00:00,2018-07-03 01:13:13
4,253,2,ATHREYA ANAND,75475,2017-08-09 00:00:00,2018-07-03 01:13:13
5,253,2,DAVIDSON JONATHAN,59217,2017-02-20 00:00:00,2018-07-03 01:13:13
6,253,2,MILLER KENNETH BRADLEY,58729,2017-08-14 00:00:00,2018-07-03 01:13:13
7,253,2,MARTIN BRIAN,29692,2017-11-19 00:00:00,2018-07-03 01:13:13
8,253,2,DAICHENDT GARY JAMES,29106,2017-05-23 00:00:00,2018-07-03 01:13:13
9,253,2,MERCHANT RAHUL N,22543,2017-11-07 00:00:00,2018-07-03 01:13:13
