,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,490,2,VALENTIN GAPONTSEV TRUST I,7597999,2017-05-09 00:00:00,2018-07-03 02:42:10
1,490,2,IP FIBRE DEVICES LTD,7014004,2016-03-15 00:00:00,2018-07-03 02:42:10
2,490,2,SAMARTSEV IGOR,349284,2018-01-01 00:00:00,2018-07-03 02:42:10
3,490,2,OVTCHINNIKOV ALEXANDER,71595,2017-08-02 00:00:00,2018-07-03 02:42:10
4,490,2,LOPRESTI ANGELO P,37265,2018-01-15 00:00:00,2018-07-03 02:42:10
5,490,2,MAMMEN TIMOTHY PV,31100,2018-01-31 00:00:00,2018-07-03 02:42:10
6,490,2,CHILD MICHAEL C,16816,2017-11-19 00:00:00,2018-07-03 02:42:10
7,490,2,SHCHERBAKOV EUGENE A,15957,2018-01-07 00:00:00,2018-07-03 02:42:10
8,490,2,GAUTHIER HENRY E,15104,2018-01-11 00:00:00,2018-07-03 02:42:10
9,490,2,NESS TREVOR,12906,2017-12-03 00:00:00,2018-07-03 02:42:10
