,instrument_id,data_vendor_id,Holder,Shares,date_reported,percent_out,Value,refreshed_at
0,127,2,Price (T.Rowe) Associates Inc,17756569,2017-12-30 00:00:00,7.31%,3644358319,2018-07-03 00:26:06
1,127,2,"Vanguard Group, Inc. (The)",17289066,2017-12-30 00:00:00,7.12%,3548408000,2018-07-03 00:26:06
2,127,2,Blackrock Inc.,17155180,2017-12-30 00:00:00,7.06%,3520929237,2018-07-03 00:26:06
3,127,2,Dodge & Cox Inc,10734593,2017-12-30 00:00:00,4.42%,2203167926,2018-07-03 00:26:06
4,127,2,State Street Corporation,10402243,2017-12-30 00:00:00,4.28%,2134956410,2018-07-03 00:26:06
5,127,2,"FMR, LLC",9085650,2017-12-30 00:00:00,3.74%,1864738855,2018-07-03 00:26:06
6,127,2,"Wellington Management Company, LLP",8126136,2017-12-30 00:00:00,3.35%,1667808197,2018-07-03 00:26:06
7,127,2,JP Morgan Chase & Company,5319944,2017-12-30 00:00:00,2.19%,1091865335,2018-07-03 00:26:06
8,127,2,Massachusetts Financial Services Co.,3821348,2017-12-30 00:00:00,1.57%,784293484,2018-07-03 00:26:06
9,127,2,"TIAA-CREF Investment Management, LLC",3544712,2017-12-30 00:00:00,1.46%,727516710,2018-07-03 00:26:06
0,127,2,Dodge & Cox Stock Fund,7750017,2017-09-29 00:00:00,3.19%,1429335578,2018-07-03 00:26:06
1,127,2,Vanguard Specialized-Health Care Fund,6889431,2017-07-30 00:00:00,2.84%,1198554319,2018-07-03 00:26:06
2,127,2,Vanguard Total Stock Market Index Fund,5894262,2017-06-29 00:00:00,2.43%,984636485,2018-07-03 00:26:06
3,127,2,Vanguard 500 Index Fund,4038593,2017-06-29 00:00:00,1.66%,674646972,2018-07-03 00:26:06
4,127,2,SPDR S&P 500 ETF Trust,3134602,2018-01-30 00:00:00,1.29%,701837368,2018-07-03 00:26:06
5,127,2,Vanguard Institutional Index Fund-Institutional Index Fund,2810267,2017-06-29 00:00:00,1.16%,469455110,2018-07-03 00:26:06
6,127,2,Price (T.Rowe) Growth Stock Fund Inc.,2661925,2017-12-30 00:00:00,1.10%,546333501,2018-07-03 00:26:06
7,127,2,Price (T.Rowe) Blue Chip Growth Fund Inc.,2592900,2017-12-30 00:00:00,1.07%,532166810,2018-07-03 00:26:06
8,127,2,College Retirement Equities Fund-Stock Account,2066675,2017-06-29 00:00:00,0.85%,345238065,2018-07-03 00:26:06
9,127,2,Price (T.Rowe) Institutional Large Cap Growth Fund,2010512,2017-12-30 00:00:00,0.83%,412637493,2018-07-03 00:26:06
