,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,83,2,DICKERSON GARY E,2113479,2017-12-18 00:00:00,2018-07-03 00:09:11
1,83,2,HALLIDAY ROBERT J,621767,2016-12-31 00:00:00,2018-07-03 00:09:11
2,83,2,SALEHPOUR ALI,485376,2017-12-28 00:00:00,2018-07-03 00:09:11
3,83,2,GHANAYEM STEVE G.,477858,2017-12-31 00:00:00,2018-07-03 00:09:11
4,83,2,LARKINS THOMAS F,467228,2017-12-18 00:00:00,2018-07-03 00:09:11
5,83,2,RAJA PRABU G.,429790,2017-12-31 00:00:00,2018-07-03 00:09:11
6,83,2,NALAMASU OMKARAM,344715,2018-01-01 00:00:00,2018-07-03 00:09:11
7,83,2,ADDIEGO GINETTO,343928,2017-12-18 00:00:00,2018-07-03 00:09:11
8,83,2,DURN DANIEL,169354,2018-01-31 00:00:00,2018-07-03 00:09:11
9,83,2,ROELANDTS WILLEM P,143550,2016-12-29 00:00:00,2018-07-03 00:09:11
