,instrument_id,data_vendor_id,Holder,Shares,date_reported,percent_out,Value,refreshed_at
0,95,2,"Vanguard Group, Inc. (The)",18059167,2017-12-30 00:00:00,8.25%,2972899983,2018-07-03 00:14:07
1,95,2,Blackrock Inc.,17544664,2017-12-30 00:00:00,8.01%,2888202502,2018-07-03 00:14:07
2,95,2,State Farm Mutual Automobile Insurance Co,15393100,2017-12-30 00:00:00,7.03%,2534012046,2018-07-03 00:14:07
3,95,2,State Street Corporation,10574474,2017-12-30 00:00:00,4.83%,1740769858,2018-07-03 00:14:07
4,95,2,"Barrow, Hanley Mewhinney & Strauss, LLC",8670921,2017-12-30 00:00:00,3.96%,1427406972,2018-07-03 00:14:07
5,95,2,Price (T.Rowe) Associates Inc,6567877,2017-12-30 00:00:00,3.00%,1081203879,2018-07-03 00:14:07
6,95,2,"Franklin Resources, Inc",4355314,2017-12-30 00:00:00,1.99%,716971769,2018-07-03 00:14:07
7,95,2,"Principal Financial Group, Inc.",4217871,2017-12-30 00:00:00,1.93%,694345903,2018-07-03 00:14:07
8,95,2,Capital World Investors,3968804,2017-12-30 00:00:00,1.81%,653344495,2018-07-03 00:14:07
9,95,2,Wells Fargo & Company,3793959,2017-12-30 00:00:00,1.73%,624561512,2018-07-03 00:14:07
0,95,2,Vanguard/Windsor II,5373862,2017-07-30 00:00:00,2.45%,771095487,2018-07-03 00:14:07
1,95,2,Vanguard Total Stock Market Index Fund,4999917,2017-06-29 00:00:00,2.28%,719138071,2018-07-03 00:14:07
2,95,2,Franklin Managed Trust - Rising Dividends Fund,3578358,2017-06-29 00:00:00,1.63%,514675237,2018-07-03 00:14:07
3,95,2,Vanguard 500 Index Fund,3435017,2017-06-29 00:00:00,1.57%,494058501,2018-07-03 00:14:07
4,95,2,SPDR S&P 500 ETF Trust,2769240,2018-01-30 00:00:00,1.26%,461549225,2018-07-03 00:14:07
5,95,2,Principal Mid Cap Fund,2441600,2018-01-30 00:00:00,1.12%,406941467,2018-07-03 00:14:07
6,95,2,Vanguard Institutional Index Fund-Institutional Index Fund,2387299,2017-06-29 00:00:00,1.09%,343365219,2018-07-03 00:14:07
7,95,2,Income Fund of America Inc,2011486,2017-12-30 00:00:00,0.92%,331130815,2018-07-03 00:14:07
8,95,2,Price (T.Rowe) Mid Cap Growth Fund,2000000,2017-12-30 00:00:00,0.91%,329239990,2018-07-03 00:14:07
9,95,2,Vanguard Specialized-Dividend Appreciation Index Fund,1858320,2017-07-30 00:00:00,0.85%,266650347,2018-07-03 00:14:07
