,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,450,2,ALAIX JUAN RAMON,96013,2017-03-03 00:00:00,2018-07-03 02:27:16
1,450,2,PECK KRISTIN C,35530,2017-03-03 00:00:00,2018-07-03 02:27:16
2,450,2,LEWIS CLINTON A. JR.,30687,2017-03-03 00:00:00,2018-07-03 02:27:16
3,450,2,KNUPP CATHERINE A.,24415,2017-05-11 00:00:00,2018-07-03 02:27:16
4,450,2,FENTON ANDREW,21627,2017-09-29 00:00:00,2018-07-03 02:27:16
5,450,2,CHEN HEIDI C.,20162,2017-03-03 00:00:00,2018-07-03 02:27:16
6,450,2,BERNAL ALEJANDRO,15764,2017-03-03 00:00:00,2018-07-03 02:27:16
7,450,2,LAGANO ROXANNE,14256,2017-03-03 00:00:00,2018-07-03 02:27:16
8,450,2,DAVID GLENN,9637,2017-09-01 00:00:00,2018-07-03 02:27:16
