,instrument_id,equity_fundamental_id,data_vendor_id,refreshed_at,Period,Metric,Value
0,104,8,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),No. of Analysts,10.0
1,104,8,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),Avg. Estimate,1.55
2,104,8,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),Low Estimate,1.5
3,104,8,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),High Estimate,1.58
4,104,8,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),Year Ago EPS,1.31
5,104,8,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),No. of Analysts,10.0
6,104,8,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),Avg. Estimate,1.49
7,104,8,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),Low Estimate,1.44
8,104,8,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),High Estimate,1.55
9,104,8,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),Year Ago EPS,1.26
10,104,8,2,2018-07-03 00:17:26,Current Year (2018),No. of Analysts,12.0
11,104,8,2,2018-07-03 00:17:26,Current Year (2018),Avg. Estimate,5.99
12,104,8,2,2018-07-03 00:17:26,Current Year (2018),Low Estimate,5.9
13,104,8,2,2018-07-03 00:17:26,Current Year (2018),High Estimate,6.08
14,104,8,2,2018-07-03 00:17:26,Current Year (2018),Year Ago EPS,5.0
15,104,8,2,2018-07-03 00:17:26,Next Year (2019),No. of Analysts,12.0
16,104,8,2,2018-07-03 00:17:26,Next Year (2019),Avg. Estimate,6.57
17,104,8,2,2018-07-03 00:17:26,Next Year (2019),Low Estimate,6.22
18,104,8,2,2018-07-03 00:17:26,Next Year (2019),High Estimate,6.82
19,104,8,2,2018-07-03 00:17:26,Next Year (2019),Year Ago EPS,5.99
0,104,9,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),No. of Analysts,8
1,104,9,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),Avg. Estimate,1.8B
2,104,9,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),Low Estimate,1.78B
3,104,9,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),High Estimate,1.82B
4,104,9,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),Year Ago Sales,1.63B
5,104,9,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),Sales Growth (year/est),10.40%
6,104,9,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),No. of Analysts,8
7,104,9,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),Avg. Estimate,1.78B
8,104,9,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),Low Estimate,1.75B
9,104,9,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),High Estimate,1.81B
10,104,9,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),Year Ago Sales,1.68B
11,104,9,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),Sales Growth (year/est),5.90%
12,104,9,2,2018-07-03 00:17:26,Current Year (2018),No. of Analysts,11
13,104,9,2,2018-07-03 00:17:26,Current Year (2018),Avg. Estimate,7.17B
14,104,9,2,2018-07-03 00:17:26,Current Year (2018),Low Estimate,7.09B
15,104,9,2,2018-07-03 00:17:26,Current Year (2018),High Estimate,7.24B
16,104,9,2,2018-07-03 00:17:26,Current Year (2018),Year Ago Sales,6.61B
17,104,9,2,2018-07-03 00:17:26,Current Year (2018),Sales Growth (year/est),8.40%
18,104,9,2,2018-07-03 00:17:26,Next Year (2019),No. of Analysts,11
19,104,9,2,2018-07-03 00:17:26,Next Year (2019),Avg. Estimate,7.46B
20,104,9,2,2018-07-03 00:17:26,Next Year (2019),Low Estimate,7.31B
21,104,9,2,2018-07-03 00:17:26,Next Year (2019),High Estimate,7.57B
22,104,9,2,2018-07-03 00:17:26,Next Year (2019),Year Ago Sales,7.17B
23,104,9,2,2018-07-03 00:17:26,Next Year (2019),Sales Growth (year/est),4.10%
0,104,10,2,2018-07-03 00:17:26,6/29/2017,EPS Est.,1.21
1,104,10,2,2018-07-03 00:17:26,6/29/2017,EPS Actual,1.31
2,104,10,2,2018-07-03 00:17:26,6/29/2017,Difference,0.1
3,104,10,2,2018-07-03 00:17:26,6/29/2017,Surprise %,8.30%
4,104,10,2,2018-07-03 00:17:26,9/29/2017,EPS Est.,1.21
5,104,10,2,2018-07-03 00:17:26,9/29/2017,EPS Actual,1.26
6,104,10,2,2018-07-03 00:17:26,9/29/2017,Difference,0.05
7,104,10,2,2018-07-03 00:17:26,9/29/2017,Surprise %,4.10%
8,104,10,2,2018-07-03 00:17:26,12/30/2017,EPS Est.,1.25
9,104,10,2,2018-07-03 00:17:26,12/30/2017,EPS Actual,1.33
10,104,10,2,2018-07-03 00:17:26,12/30/2017,Difference,0.08
11,104,10,2,2018-07-03 00:17:26,12/30/2017,Surprise %,6.40%
12,104,10,2,2018-07-03 00:17:26,3/30/2018,EPS Est.,1.36
13,104,10,2,2018-07-03 00:17:26,3/30/2018,EPS Actual,1.44
14,104,10,2,2018-07-03 00:17:26,3/30/2018,Difference,0.08
15,104,10,2,2018-07-03 00:17:26,3/30/2018,Surprise %,5.90%
0,104,11,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),Current Estimate,1.55
1,104,11,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),7 Days Ago,1.56
2,104,11,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),30 Days Ago,1.56
3,104,11,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),60 Days Ago,1.54
4,104,11,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),90 Days Ago,1.5
5,104,11,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),Current Estimate,1.49
6,104,11,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),7 Days Ago,1.49
7,104,11,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),30 Days Ago,1.49
8,104,11,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),60 Days Ago,1.49
9,104,11,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),90 Days Ago,1.5
10,104,11,2,2018-07-03 00:17:26,Current Year (2018),Current Estimate,5.99
11,104,11,2,2018-07-03 00:17:26,Current Year (2018),7 Days Ago,5.99
12,104,11,2,2018-07-03 00:17:26,Current Year (2018),30 Days Ago,6.0
13,104,11,2,2018-07-03 00:17:26,Current Year (2018),60 Days Ago,5.99
14,104,11,2,2018-07-03 00:17:26,Current Year (2018),90 Days Ago,5.89
15,104,11,2,2018-07-03 00:17:26,Next Year (2019),Current Estimate,6.57
16,104,11,2,2018-07-03 00:17:26,Next Year (2019),7 Days Ago,6.57
17,104,11,2,2018-07-03 00:17:26,Next Year (2019),30 Days Ago,6.58
18,104,11,2,2018-07-03 00:17:26,Next Year (2019),60 Days Ago,6.57
19,104,11,2,2018-07-03 00:17:26,Next Year (2019),90 Days Ago,6.41
0,104,12,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),Up Last 7 Days,
1,104,12,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),Up Last 30 Days,
2,104,12,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),Down Last 7 Days,
3,104,12,2,2018-07-03 00:17:26,Current Qtr. (Jun 2018),Down Last 30 Days,1.0
4,104,12,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),Up Last 7 Days,
5,104,12,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),Up Last 30 Days,
6,104,12,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),Down Last 7 Days,
7,104,12,2,2018-07-03 00:17:26,Next Qtr. (Sep 2018),Down Last 30 Days,1.0
8,104,12,2,2018-07-03 00:17:26,Current Year (2018),Up Last 7 Days,
9,104,12,2,2018-07-03 00:17:26,Current Year (2018),Up Last 30 Days,
10,104,12,2,2018-07-03 00:17:26,Current Year (2018),Down Last 7 Days,
11,104,12,2,2018-07-03 00:17:26,Current Year (2018),Down Last 30 Days,1.0
12,104,12,2,2018-07-03 00:17:26,Next Year (2019),Up Last 7 Days,
13,104,12,2,2018-07-03 00:17:26,Next Year (2019),Up Last 30 Days,
14,104,12,2,2018-07-03 00:17:26,Next Year (2019),Down Last 7 Days,
15,104,12,2,2018-07-03 00:17:26,Next Year (2019),Down Last 30 Days,1.0
0,104,13,2,2018-07-03 00:17:26,Current Qtr.,AVY,18.30%
1,104,13,2,2018-07-03 00:17:26,Next Qtr.,AVY,18.30%
2,104,13,2,2018-07-03 00:17:26,Current Year,AVY,19.80%
3,104,13,2,2018-07-03 00:17:26,Next Year,AVY,9.70%
4,104,13,2,2018-07-03 00:17:26,Next 5 Years (per annum),AVY,12.05%
5,104,13,2,2018-07-03 00:17:26,Past 5 Years (per annum),AVY,16.89%
6,104,13,2,2018-07-03 00:17:26,Current Qtr.,Industry,
7,104,13,2,2018-07-03 00:17:26,Next Qtr.,Industry,
8,104,13,2,2018-07-03 00:17:26,Current Year,Industry,
9,104,13,2,2018-07-03 00:17:26,Next Year,Industry,
10,104,13,2,2018-07-03 00:17:26,Next 5 Years (per annum),Industry,
11,104,13,2,2018-07-03 00:17:26,Past 5 Years (per annum),Industry,
12,104,13,2,2018-07-03 00:17:26,Current Qtr.,Sector,
13,104,13,2,2018-07-03 00:17:26,Next Qtr.,Sector,
14,104,13,2,2018-07-03 00:17:26,Current Year,Sector,
15,104,13,2,2018-07-03 00:17:26,Next Year,Sector,
16,104,13,2,2018-07-03 00:17:26,Next 5 Years (per annum),Sector,
17,104,13,2,2018-07-03 00:17:26,Past 5 Years (per annum),Sector,
18,104,13,2,2018-07-03 00:17:26,Current Qtr.,S&P 500,0.42
19,104,13,2,2018-07-03 00:17:26,Next Qtr.,S&P 500,0.47
20,104,13,2,2018-07-03 00:17:26,Current Year,S&P 500,0.22
21,104,13,2,2018-07-03 00:17:26,Next Year,S&P 500,0.1
22,104,13,2,2018-07-03 00:17:26,Next 5 Years (per annum),S&P 500,0.11
23,104,13,2,2018-07-03 00:17:26,Past 5 Years (per annum),S&P 500,
