,instrument_id,Name,Title,Pay,Exercised,year_born,data_vendor_id,refreshed_at
0,555,Mr. Lorenzo Simonelli,"Chairman, Pres & CEO",0.0,0.0,1973,2,2018-07-03 03:06:19
1,555,Mr. Brian Worrell,Chief Financial Officer,0.0,0.0,1976,2,2018-07-03 03:06:19
2,555,Mr. Derek M. Mathieson,Chief Marketing & Technology Officer,0.0,0.0,1970,2,2018-07-03 03:06:19
3,555,Mr. William D. Marsh,Chief Legal Officer,0.0,0.0,1963,2,2018-07-03 03:06:19
4,555,Mr. Uwem Ukpong,Chief Global Operations Officer,0.0,0.0,1972,2,2018-07-03 03:06:19
