,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,384,2,SMUCKER TIMOTHY P,549887,2016-06-07 00:00:00,2018-07-03 02:02:21
1,384,2,SMUCKER RICHARD K,652168,2017-08-28 00:00:00,2018-07-03 02:02:21
2,384,2,WEST DAVID J,206790,2016-06-23 00:00:00,2018-07-03 02:02:21
3,384,2,SMUCKER MARK T,141035,2017-06-14 00:00:00,2018-07-03 02:02:21
4,384,2,BYRD VINCENT C,69670,2016-06-12 00:00:00,2018-07-03 02:02:21
5,384,2,BELGYA MARK R,52520,2017-06-14 00:00:00,2018-07-03 02:02:21
6,384,2,OAKLAND STEVEN,47667,2017-06-21 00:00:00,2018-07-03 02:02:21
7,384,2,DUNAWAY BARRY C,40966,2017-06-26 00:00:00,2018-07-03 02:02:21
8,384,2,KNUDSEN JEANNETTE L,23452,2017-12-27 00:00:00,2018-07-03 02:02:21
9,384,2,DENMAN JOHN W,13650,2016-04-14 00:00:00,2018-07-03 02:02:21
