,instrument_id,data_vendor_id,Holder,Shares,date_reported,percent_out,Value,refreshed_at
0,266,2,Blackrock Inc.,25795326,2017-12-30 00:00:00,7.37%,3101372131,2018-07-03 01:18:25
1,266,2,"Vanguard Group, Inc. (The)",25263140,2017-12-30 00:00:00,7.22%,3037387407,2018-07-03 01:18:25
2,266,2,State Street Corporation,17777242,2017-12-30 00:00:00,5.08%,2137357865,2018-07-03 01:18:25
3,266,2,Bank of America Corporation,10165224,2017-12-30 00:00:00,2.90%,1222164915,2018-07-03 01:18:25
4,266,2,Capital Research Global Investors,9599549,2017-12-30 00:00:00,2.74%,1154153808,2018-07-03 01:18:25
5,266,2,Price (T.Rowe) Associates Inc,6349493,2017-12-30 00:00:00,1.81%,763399564,2018-07-03 01:18:25
6,266,2,Wells Fargo & Company,5724192,2017-12-30 00:00:00,1.64%,688219623,2018-07-03 01:18:25
7,266,2,Northern Trust Corporation,5387794,2017-12-30 00:00:00,1.54%,647774490,2018-07-03 01:18:25
8,266,2,Invesco Ltd.,4670656,2017-12-30 00:00:00,1.33%,561552986,2018-07-03 01:18:25
9,266,2,American International Group Inc,4397893,2017-12-30 00:00:00,1.26%,528758690,2018-07-03 01:18:25
0,266,2,Vanguard Total Stock Market Index Fund,8178346,2017-06-29 00:00:00,2.34%,1075125420,2018-07-03 01:18:25
1,266,2,Vanguard 500 Index Fund,5624145,2017-06-29 00:00:00,1.61%,739350139,2018-07-03 01:18:25
2,266,2,SPDR S&P 500 ETF Trust,4501624,2018-01-30 00:00:00,1.29%,538889404,2018-07-03 01:18:25
3,266,2,American Mutual Fund Inc,4115500,2017-12-30 00:00:00,1.18%,494806578,2018-07-03 01:18:25
4,266,2,Vanguard Institutional Index Fund-Institutional Index Fund,3895935,2017-06-29 00:00:00,1.11%,512159641,2018-07-03 01:18:25
5,266,2,Invesco Diversified Dividend Fund,2797049,2017-12-30 00:00:00,0.80%,336289210,2018-07-03 01:18:25
6,266,2,iShares Select Dividend ETF,2487146,2018-01-30 00:00:00,0.71%,297736245,2018-07-03 01:18:25
7,266,2,"Capital Income Builder, Inc.",2425984,2017-12-30 00:00:00,0.69%,291676064,2018-07-03 01:18:25
8,266,2,iShares Core S&P 500 ETF,2280207,2018-01-30 00:00:00,0.65%,272963577,2018-07-03 01:18:25
9,266,2,Fidelity 500 Index Fund,2174356,2018-01-30 00:00:00,0.62%,260292154,2018-07-03 01:18:25
