,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,81,2,BELL LEONARD,390670,2017-02-28 00:00:00,2018-07-03 00:08:25
1,81,2,HALLAL DAVID,189266,2016-08-07 00:00:00,2018-07-03 00:08:25
2,81,2,SINHA VIKAS,178463,2016-08-07 00:00:00,2018-07-03 00:08:25
3,81,2,HANTSON LUDWIG,118180,2018-02-07 00:00:00,2018-07-03 00:08:25
4,81,2,CLANCY PAUL J,89014,2018-02-07 00:00:00,2018-07-03 00:08:25
5,81,2,MORIARTY JOHN B,74537,2018-02-07 00:00:00,2018-07-03 00:08:25
6,81,2,MACKAY MARTIN,50688,2017-02-28 00:00:00,2018-07-03 00:08:25
7,81,2,WAGNER HEIDI L,49838,2018-02-07 00:00:00,2018-07-03 00:08:25
