,instrument_id,equity_fundamental_id,data_vendor_id,refreshed_at,Period,Metric,Value
0,213,2,2,2018-07-03 00:58:02,2018-07-03,Market Cap (intraday) 5,116.12B
1,213,2,2,2018-07-03 00:58:02,2018-07-03,Enterprise Value 3,226.5B
2,213,2,2,2018-07-03 00:58:02,2018-07-03,Trailing P/E,
3,213,2,2,2018-07-03 00:58:02,2018-07-03,Forward P/E 1,12.86
4,213,2,2,2018-07-03 00:58:02,2018-07-03,PEG Ratio (5 yr expected) 1,2.35
5,213,2,2,2018-07-03 00:58:02,2018-07-03,Price/Sales (ttm),0.94
6,213,2,2,2018-07-03 00:58:02,2018-07-03,Price/Book (mrq),2.08
7,213,2,2,2018-07-03 00:58:02,2018-07-03,Enterprise Value/Revenue 3,1.84
8,213,2,2,2018-07-03 00:58:02,2018-07-03,Enterprise Value/EBITDA 6,40.99
0,213,3,2,2018-07-03 00:58:02,2018-07-03,Fiscal Year Ends,"Dec 31, 2017"
1,213,3,2,2018-07-03 00:58:02,2018-07-03,Most Recent Quarter (mrq),"Mar 31, 2018"
0,213,3,2,2018-07-03 00:58:02,2018-07-03,Profit Margin,-5.57%
1,213,3,2,2018-07-03 00:58:02,2018-07-03,Operating Margin (ttm),-1.64%
0,213,3,2,2018-07-03 00:58:02,2018-07-03,Return on Assets (ttm),-0.35%
1,213,3,2,2018-07-03 00:58:02,2018-07-03,Return on Equity (ttm),-6.87%
0,213,3,2,2018-07-03 00:58:02,2018-07-03,Revenue (ttm),123.03B
1,213,3,2,2018-07-03 00:58:02,2018-07-03,Revenue Per Share (ttm),14.17
2,213,3,2,2018-07-03 00:58:02,2018-07-03,Quarterly Revenue Growth (yoy),6.60%
3,213,3,2,2018-07-03 00:58:02,2018-07-03,Gross Profit (ttm),17.99B
4,213,3,2,2018-07-03 00:58:02,2018-07-03,EBITDA,5.53B
5,213,3,2,2018-07-03 00:58:02,2018-07-03,Net Income Avi to Common (ttm),-5.68B
6,213,3,2,2018-07-03 00:58:02,2018-07-03,Diluted EPS (ttm),-0.84
7,213,3,2,2018-07-03 00:58:02,2018-07-03,Quarterly Earnings Growth (yoy),
0,213,3,2,2018-07-03 00:58:02,2018-07-03,Total Cash (mrq),12.68B
1,213,3,2,2018-07-03 00:58:02,2018-07-03,Total Cash Per Share (mrq),1.46
2,213,3,2,2018-07-03 00:58:02,2018-07-03,Total Debt (mrq),125.84B
3,213,3,2,2018-07-03 00:58:02,2018-07-03,Total Debt/Equity (mrq),163.98
4,213,3,2,2018-07-03 00:58:02,2018-07-03,Current Ratio (mrq),2.14
5,213,3,2,2018-07-03 00:58:02,2018-07-03,Book Value Per Share (mrq),6.44
0,213,3,2,2018-07-03 00:58:02,2018-07-03,Operating Cash Flow (ttm),11.9B
1,213,3,2,2018-07-03 00:58:02,2018-07-03,Levered Free Cash Flow (ttm),21.19B
0,213,4,2,2018-07-03 00:58:02,2018-07-03,Beta,0.70
1,213,4,2,2018-07-03 00:58:02,2018-07-03,52-Week Change 3,-50.42%
2,213,4,2,2018-07-03 00:58:02,2018-07-03,S&P500 52-Week Change 3,11.91%
3,213,4,2,2018-07-03 00:58:02,2018-07-03,52 Week High 3,27.59
4,213,4,2,2018-07-03 00:58:02,2018-07-03,52 Week Low 3,12.61
5,213,4,2,2018-07-03 00:58:02,2018-07-03,50-Day Moving Average 3,13.98
6,213,4,2,2018-07-03 00:58:02,2018-07-03,200-Day Moving Average 3,14.90
0,213,4,2,2018-07-03 00:58:02,2018-07-03,Avg Vol (3 month) 3,68.12M
1,213,4,2,2018-07-03 00:58:02,2018-07-03,Avg Vol (10 day) 3,105.07M
2,213,4,2,2018-07-03 00:58:02,2018-07-03,Shares Outstanding 5,8.69B
3,213,4,2,2018-07-03 00:58:02,2018-07-03,Float,8.67B
4,213,4,2,2018-07-03 00:58:02,2018-07-03,% Held by Insiders 1,0.14%
5,213,4,2,2018-07-03 00:58:02,2018-07-03,% Held by Institutions 1,55.67%
6,213,4,2,2018-07-03 00:58:02,2018-07-03,Shares Short 3,146.49M
7,213,4,2,2018-07-03 00:58:02,2018-07-03,Short Ratio 3,2.58
8,213,4,2,2018-07-03 00:58:02,2018-07-03,Short % of Float 3,1.71%
9,213,4,2,2018-07-03 00:58:02,2018-07-03,Shares Short (prior month) 3,146.87M
0,213,4,2,2018-07-03 00:58:02,2018-07-03,Forward Annual Dividend Rate 4,0.48
1,213,4,2,2018-07-03 00:58:02,2018-07-03,Forward Annual Dividend Yield 4,3.76%
2,213,4,2,2018-07-03 00:58:02,2018-07-03,Trailing Annual Dividend Rate 3,0.72
3,213,4,2,2018-07-03 00:58:02,2018-07-03,Trailing Annual Dividend Yield 3,5.29%
4,213,4,2,2018-07-03 00:58:02,2018-07-03,5 Year Average Dividend Yield 4,3.49
5,213,4,2,2018-07-03 00:58:02,2018-07-03,Payout Ratio 4,
6,213,4,2,2018-07-03 00:58:02,2018-07-03,Dividend Date 3,"Jul 25, 2018"
7,213,4,2,2018-07-03 00:58:02,2018-07-03,Ex-Dividend Date 4,"Jun 15, 2018"
8,213,4,2,2018-07-03 00:58:02,2018-07-03,Last Split Factor (new per old) 2,3/1
9,213,4,2,2018-07-03 00:58:02,2018-07-03,Last Split Date 3,"May 8, 2000"
