,instrument_id,data_vendor_id,Holder,Shares,date_reported,percent_out,Value,refreshed_at
0,498,2,"Apollo Management Holdings, L.P.",25478782,2017-12-30 00:00:00,11.14%,1365917518,2018-07-03 02:45:10
1,498,2,Price (T.Rowe) Associates Inc,22903825,2017-12-30 00:00:00,10.02%,1227874072,2018-07-03 02:45:10
2,498,2,"Vanguard Group, Inc. (The)",17978801,2017-12-30 00:00:00,7.86%,963843532,2018-07-03 02:45:10
3,498,2,Blackrock Inc.,11085276,2017-12-30 00:00:00,4.85%,594281653,2018-07-03 02:45:10
4,498,2,Capital International Investors,10374338,2017-12-30 00:00:00,4.54%,556168266,2018-07-03 02:45:10
5,498,2,Capital World Investors,9771728,2017-12-30 00:00:00,4.27%,523862344,2018-07-03 02:45:10
6,498,2,Janus Henderson Group PLC,7267983,2017-12-30 00:00:00,3.18%,389636573,2018-07-03 02:45:10
7,498,2,State Street Corporation,6842211,2017-12-30 00:00:00,2.99%,366810935,2018-07-03 02:45:10
8,498,2,"Wellington Management Company, LLP",5724390,2017-12-30 00:00:00,2.50%,306884551,2018-07-03 02:45:10
9,498,2,Primecap Management Company,4855025,2017-12-30 00:00:00,2.12%,260277893,2018-07-03 02:45:10
0,498,2,New Perspective Fund Inc,9605900,2017-12-30 00:00:00,4.20%,514972304,2018-07-03 02:45:10
1,498,2,Price (T.Rowe) Mid Cap Growth Fund,8500000,2017-12-30 00:00:00,3.72%,455685005,2018-07-03 02:45:10
2,498,2,Growth Fund Of America Inc,4965000,2017-12-30 00:00:00,2.17%,266173653,2018-07-03 02:45:10
3,498,2,Capital World Growth and Income Fund,4362000,2017-12-30 00:00:00,1.91%,233846822,2018-07-03 02:45:10
4,498,2,Vanguard Selected Value Fund,4058200,2017-07-30 00:00:00,1.77%,224053218,2018-07-03 02:45:10
5,498,2,Vanguard Mid-Cap Index Fund,3940355,2017-06-29 00:00:00,1.72%,212227522,2018-07-03 02:45:10
6,498,2,Vanguard Total Stock Market Index Fund,3660774,2017-06-29 00:00:00,1.60%,197169289,2018-07-03 02:45:10
7,498,2,Vanguard/Windsor Fund Inc.,3571581,2017-07-30 00:00:00,1.56%,197186983,2018-07-03 02:45:10
8,498,2,Price (T.Rowe) Value Fund,3283322,2017-12-30 00:00:00,1.44%,176018894,2018-07-03 02:45:10
9,498,2,Janus Henderson Enterprise Fund,3168921,2017-12-30 00:00:00,1.39%,169885856,2018-07-03 02:45:10
