,instrument_id,data_vendor_id,name,shares,date_reported,refreshed_at
0,219,2,BLANKFEIN LLOYD C,1244942,2017-12-27 00:00:00,2018-07-03 01:00:24
1,219,2,PALM GREGORY K,946915,2018-01-17 00:00:00,2018-07-03 01:00:24
2,219,2,SCHWARTZ MARK,997666,2016-12-28 00:00:00,2018-07-03 01:00:24
3,219,2,COHN GARY D,940908,2017-01-23 00:00:00,2018-07-03 01:00:24
4,219,2,VINIAR DAVID A,710925,2017-12-11 00:00:00,2018-07-03 01:00:24
5,219,2,SCHWARTZ HARVEY M,263690,2017-12-27 00:00:00,2018-07-03 01:00:24
6,219,2,SOLOMON DAVID M,207270,2018-01-28 00:00:00,2018-07-03 01:00:24
7,219,2,GNODDE RICHARD J,223067,2018-01-22 00:00:00,2018-07-03 01:00:24
8,219,2,SALAME PABLO J,181833,2018-01-31 00:00:00,2018-07-03 01:00:24
9,219,2,SHERWOOD MICHAEL S,195041,2016-11-15 00:00:00,2018-07-03 01:00:24
