Date,ALB,APD,AVY,BLL,CF,DWDP,ECL,EMN,FCX,FMC,IFF,IP,LYB,MLM,MON,MOS,NEM,NUE,PKG,PPG,PX,SEE,SHW,VMC,WRK
2017-12-22,128.87001,162.476929,113.722427,37.875099,41.394493,71.74000500000001,133.572205,92.175522,18.1,95.293846,151.82183799999999,57.512737,108.96289099999998,210.64480600000002,115.74787099999999,25.496212,36.786953000000004,64.18029,119.46073200000001,115.740501,153.009064,48.904625,412.199371,123.944984,63.30381
2017-12-26,128.620834,162.059357,114.369881,37.50602,42.525867,71.073448,133.303009,92.503838,18.67,95.373711,151.55307,57.026688,108.913353,217.10086099999998,115.48905900000001,25.476231,37.434612,64.34929699999999,119.47068,115.83015400000001,151.785706,48.954433,410.503052,126.429268,62.827023
2017-12-27,128.012802,162.725479,114.688629,37.466125,42.744205,71.073448,133.701828,92.05613699999999,18.690001000000002,94.635002,152.229996,57.185398,109.012428,217.729492,115.82750700000001,25.46624,37.464504,64.230003,119.90837900000001,116.03933700000002,153.357178,49.02417,409.315613,127.187523,62.658161
2017-12-28,128.032745,163.669998,115.11694299999999,37.825222,42.287684999999996,71.143089,134.130539,92.941582,19.27,95.0,153.770004,57.363949,110.13198100000001,216.99108900000002,115.73791499999999,25.536173,37.374828,64.339996,120.28638500000001,116.71671299999998,154.45121799999998,49.263264,412.179413,127.307243,62.77735500000001
2017-12-29,127.474571,164.080002,114.409729,37.755398,42.218216,70.854576,133.78157,92.165573,18.959999,94.660004,152.610001,57.473061,109.29974399999999,220.563354,116.24558300000001,25.63608,37.384792,63.580002,119.918327,116.36806499999999,153.84451299999998,49.113831,409.15594500000003,128.07547,62.787289
2018-01-02,131.102753,165.509995,115.22650900000001,38.533451,42.813675,71.53109,134.10063200000002,93.787224,19.77,95.730003,154.559998,59.288311,111.192085,224.51483199999998,116.982193,26.625158000000003,38.022488,66.519997,122.96228799999999,117.543503,155.346375,49.233376,412.808075,131.567444,64.27726
2018-01-03,131.36189299999998,166.41000400000001,115.555222,38.433696999999995,42.823601000000004,72.675186,134.968048,94.861694,19.469998999999998,96.959999,155.740005,60.07194499999999,111.22180900000001,227.00944500000003,117.459999,26.385382,37.70364,67.389999,125.31987,117.73276499999999,156.649292,49.273224,414.464447,133.981888,64.96264599999999
2018-01-04,129.796997,167.050003,116.322197,38.254146999999996,43.270195,74.068001,136.064789,96.015755,19.74,97.449997,153.759995,61.083729000000005,111.756813,227.508362,117.93,26.795,38.122124,67.220001,127.40886699999999,117.015549,159.10595700000002,49.382813,412.20935099999997,133.07398999999998,66.591675
2018-01-05,131.29213000000001,168.449997,117.696793,38.493549,43.339664,75.03302,136.772675,96.612686,19.9,98.08000200000001,156.869995,61.20275899999999,113.312294,226.839813,118.599998,26.834963000000002,38.261623,67.860001,127.79682199999999,118.459938,160.49838300000002,49.233376,420.750885,131.597382,66.859871
2018-01-08,137.00351,168.630005,118.13506299999999,38.523472,42.396854,74.774361,136.294098,96.980789,19.809998999999998,98.16999799999999,155.830002,61.62929499999999,113.054695,229.75351,119.099998,26.265495,38.221767,68.239998,128.901001,118.260719,160.438705,49.452545,423.085846,133.632706,67.306862
2018-01-09,135.000046,169.059998,118.443855,38.403774,42.148746,74.95343000000001,136.25422700000001,96.771858,18.92,98.129997,154.259995,60.994453,114.085075,227.51832599999997,119.32,26.085663,37.972668,67.779999,127.229813,117.76265,162.00024399999998,48.78508,423.29537999999997,133.832245,66.949272
2018-01-10,132.528107,168.350006,118.125099,37.755398,42.099121000000004,73.819283,134.718781,96.751968,19.51,97.519997,153.779999,61.123402,113.966187,226.141312,118.83000200000001,25.885847000000002,38.201839,68.940002,127.32928500000001,116.158882,161.741638,48.476246,418.62548799999996,132.09622199999998,66.95920600000001
2018-01-11,134.252487,169.970001,119.10126499999998,38.284073,43.38929,74.834053,136.623123,97.000687,19.879998999999998,97.879997,153.529999,61.728485,116.611488,229.144821,119.540001,27.044765,38.700039000000004,70.18,128.56278999999998,117.11516599999999,162.925201,48.466286,424.44290199999995,134.869843,67.80351999999999
2018-01-12,133.086288,170.149994,118.882126,37.805275,43.190804,75.02307900000001,137.27117900000002,96.931046,19.75,97.879997,153.699997,61.758244,116.591682,230.26240499999997,119.699997,27.194626,39.646614,69.019997,127.64761399999999,117.712845,163.263367,48.675491,431.90679900000003,133.662628,68.737228
2018-01-16,127.58421299999999,166.75,116.91984599999999,38.294048,40.402058000000004,74.56543,136.613159,96.314217,19.32,94.980003,152.53999299999998,60.736546,114.81823,225.702271,119.720001,25.656063,39.855858000000005,68.949997,125.22039,116.188759,161.224457,48.247116,422.956116,133.38326999999998,68.230644
2018-01-17,126.537621,168.559998,118.413963,38.942425,39.260757,75.381226,137.021927,96.36395999999999,19.77,93.860001,156.550003,60.994453,115.799072,226.55042999999998,118.809998,25.516192999999998,39.307838000000004,69.260002,126.09578700000002,114.05703700000001,162.577103,48.316853,426.019501,134.27123999999998,68.806763
2018-01-18,117.52699299999999,166.899994,120.157104,38.69305,39.776825,75.639893,137.939209,96.334122,19.4,90.16999799999999,155.130005,62.115341,115.80898300000001,226.15129100000001,118.860001,26.195559,39.098597999999996,68.82,125.44918799999999,117.95192,160.627686,48.555946,429.83126799999997,134.849899,67.575058
2018-01-19,115.63316299999998,167.800003,120.864319,38.623226,40.084476,75.61999499999999,139.335052,97.62745699999999,19.959999,89.860001,155.190002,62.988251,118.81095900000001,226.49055499999997,120.660004,26.50527,39.327766,68.720001,126.891586,117.981804,161.00564599999998,48.914584999999995,429.87118499999997,134.7202,68.697502
2018-01-22,113.161217,168.600006,120.256721,37.665623,40.531075,75.789124,139.923294,97.269302,19.99,89.849998,153.059998,62.948574,117.840027,226.221146,120.989998,26.635149,39.517082,68.989998,126.58321399999998,116.328217,159.752441,48.78508,426.25897199999997,132.69485500000002,68.320038
2018-01-23,112.632935,169.600006,119.270592,38.304024,40.987595,75.749329,137.350952,97.45832800000001,19.549999,88.879997,153.009995,62.809704,117.33474,230.92099,121.550003,27.274551000000002,40.174702,68.980003,125.81725300000001,116.796402,158.369949,48.814964,428.28460700000005,134.570557,67.952515
2018-01-24,112.03488899999999,170.809998,119.58933999999999,38.742924,41.32502,75.61999499999999,136.902283,98.13485,19.6,89.730003,152.860001,63.146961,117.840027,231.759171,122.18,27.174646000000003,41.4202,69.010002,125.53871200000002,118.47986599999999,160.001083,48.715343,428.454254,135.179153,68.290237
2018-01-25,116.520271,174.0,120.485809,39.111996000000005,40.104324,76.256714,137.909302,99.766449,19.82,91.970001,154.850006,62.889061,119.623375,237.626495,122.389999,26.665121000000003,40.623081,68.239998,124.971703,119.744949,162.467697,48.894665,423.74441500000006,138.222137,68.62796
2018-01-26,114.03836100000001,169.850006,120.545578,38.024723,41.811316999999995,76.624809,137.739792,101.786049,19.540001,92.029999,153.490005,64.22818000000001,120.36644,239.44258100000002,122.410004,27.594255,40.902073,69.540001,126.26489299999999,121.000076,164.795059,48.79504,422.766541,140.786255,69.800072
2018-01-29,111.317223,166.669998,118.204788,37.53595,41.78154,75.480721,137.091721,100.711586,19.629998999999998,91.370003,150.899994,64.55551899999999,119.79180900000001,236.39915499999998,121.769997,27.674179,39.93557,69.040001,125.309921,119.10743000000001,161.9505,48.316853,419.882782,138.601273,67.952515
2018-01-30,111.008232,168.300003,116.870049,37.476096999999996,41.682301,74.744507,137.171494,99.507774,19.129998999999998,91.540001,149.91000400000001,63.68260600000001,117.750854,235.331451,122.25,27.164656,39.955494,66.82,124.056526,117.89214299999999,159.851898,47.978134000000004,420.45153799999997,139.509186,67.704193
2018-01-31,111.227516,168.369995,122.199074,38.184321999999995,42.118969,75.192207,137.27117900000002,98.672081,19.5,91.33000200000001,150.300003,62.353409,118.731697,227.67799399999998,121.800003,27.274551000000002,40.364017,66.959999,124.971703,118.270683,160.617752,47.171192,416.210693,135.08934,66.18441800000001
2018-02-01,108.845276,166.78999299999998,119.888168,38.254146999999996,41.25555,73.122879,138.07879599999998,97.91597,19.450001,89.220001,147.990005,61.172996999999995,116.47278600000001,223.596817,121.889999,26.844953999999998,40.214560999999996,66.379997,122.89265400000001,117.16497,158.96670500000002,46.862365999999994,411.241455,133.922028,65.836761
2018-02-02,105.167267,162.83999599999999,117.168861,37.366371,39.608109000000006,70.526268,136.65303,98.76162,17.969998999999998,85.720001,146.130005,61.66896800000001,111.13263700000002,216.821442,121.0,26.015728,38.829571,64.239998,122.45495600000001,115.16275,154.212524,46.045464,402.260834,130.699448,66.790337
2018-02-05,104.808441,156.330002,113.36383799999999,36.418746999999996,37.911045,67.491913,131.65791299999998,96.612686,17.65,83.089996,140.96000700000002,58.960972,107.764076,208.649124,119.18,24.756903,37.663784,62.540001000000004,116.51624299999999,111.54679099999998,149.50808700000002,44.302071000000005,392.382202,124.91275,63.532272
2018-02-06,107.190674,160.220001,113.792152,36.837696,38.744690000000006,71.52113299999999,131.34883100000002,98.512901,18.74,84.989998,142.41000400000001,59.089923999999996,112.76738,210.00619500000002,119.290001,25.046631,37.4944,63.599998,118.33665500000001,113.519127,154.471115,44.112784999999995,404.126801,126.48912800000001,64.118332
2018-02-07,106.28363,158.21000700000002,114.33004,39.231701,39.181362,70.237755,132.72473100000002,98.473106,17.860001,83.970001,142.699997,58.772503,109.250206,218.378098,120.410004,25.226463,36.896557,62.919998,116.51624299999999,113.688469,149.199738,44.192485999999995,402.61010699999997,127.94578600000001,63.989197
2018-02-08,104.838341,152.800003,110.33575400000001,38.343922,37.17664,67.860016,127.380646,93.090813,17.16,80.870003,138.0,55.598289,104.811638,207.970581,119.08000200000001,24.107506,36.478072999999995,60.380001,111.36338,109.873291,143.29183999999998,42.459057,386.814209,121.19131499999999,60.522537
2018-02-09,107.370094,158.08999599999999,111.02305600000001,37.775345,37.33543,69.12350500000001,128.138397,94.314514,17.57,82.68,140.399994,56.739025,106.000542,213.91773999999998,118.639999,24.327303,36.627528999999996,61.77,113.16390200000001,111.93528700000002,148.672607,41.502682,398.000031,124.71321100000002,61.913177000000005
2018-02-12,111.227516,159.679993,115.19663200000001,37.436195,38.149227,71.47139,129.773529,97.020576,17.57,85.220001,142.419998,57.413543999999995,108.685478,212.30122400000002,120.440002,25.186498999999998,36.776993,63.439999,116.078552,113.539055,152.919556,42.359435999999995,402.819641,126.86826299999998,62.846889000000004
2018-02-13,108.09771699999999,159.440002,116.421806,37.665623,38.70499,70.386986,128.955948,97.398636,17.799999,81.860001,143.059998,57.562332,108.62603,217.939041,120.110001,25.186498999999998,36.886596999999995,64.08000200000001,115.422005,114.11680600000001,152.999115,41.562453999999995,404.885193,129.073181,63.00581700000001
2018-02-14,111.35709399999999,161.270004,117.656952,38.024723,39.360001000000004,70.964012,129.414597,99.189415,19.120001000000002,85.260002,144.850006,57.909515,110.964211,215.234879,120.18,25.696023999999998,38.859459,65.190002,115.382217,115.870003,154.23242199999999,42.349468,404.7854,129.322601,63.870003000000004
2018-02-15,114.23770900000001,163.600006,119.06141699999999,39.022221,40.889998999999996,71.481339,131.378738,99.597321,19.120001000000002,85.239998,144.020004,58.127739,108.95298000000001,222.110016,121.0,25.835895999999998,39.267982,65.58000200000001,117.31205,116.190002,154.958481,42.728035,400.22525,133.16378799999998,64.910004
2018-02-16,111.875404,163.630005,118.334282,39.520973,40.360001000000004,71.580826,131.099579,99.61721800000001,18.73,83.349998,141.830002,58.465,107.60556000000001,215.783691,120.790001,25.406295999999998,38.969063,68.540001,118.74450700000001,116.160004,152.780304,42.498905,401.432617,126.27961,66.32
2018-02-20,114.20780900000001,162.91000400000001,116.621025,39.111996000000005,41.82,71.252525,131.32888799999998,99.776398,18.43,83.550003,142.380005,58.0,107.58573899999999,213.628357,120.309998,26.735056,38.251659000000004,67.559998,118.237175,115.400002,152.77036999999999,41.911133,395.814789,124.18443300000001,65.110001
2018-02-21,112.64290600000001,160.759995,116.461647,39.042171,42.630001,70.59590899999999,129.514282,100.572296,18.73,82.120003,141.440002,58.400002,108.081116,211.85218799999998,120.190002,27.434402000000002,38.022488,66.849998,118.59529099999999,115.620003,151.915009,42.040642,396.273773,121.760002,65.129997
2018-02-22,113.31073,162.570007,117.776474,39.451149,42.970001,71.560928,129.065628,100.99015,19.16,83.540001,142.66000400000001,58.310001,109.805031,211.662598,120.41999799999999,27.424414000000002,37.4944,66.949997,118.147644,115.860001,152.839981,41.781624,398.02002000000005,122.120003,65.279999
2018-02-23,118.364258,164.270004,118.66298700000002,39.630699,44.119999,72.884109,130.451492,102.910271,19.549999,85.720001,145.820007,59.5,110.56790900000001,211.12376400000002,121.739998,28.713209000000003,38.550575,66.940002,118.734558,117.459999,154.779449,42.498905,398.200012,121.690002,66.110001
2018-02-26,109.742355,165.440002,119.639145,39.979824,42.669998,73.68,131.598099,103.676323,19.530001000000002,83.650002,145.429993,60.57,109.487991,210.724625,122.900002,28.163722999999997,39.178307000000004,67.879997,121.10208100000001,117.529999,154.988312,42.638374,404.200012,121.75,67.33000200000001
2018-02-27,111.207581,163.610001,118.443855,39.909996,41.77,72.360001,130.70076,101.786049,19.09,82.589996,142.580002,60.16,108.64585100000001,205.755371,122.699997,26.795,38.301476,67.290001,119.59005,115.309998,153.168198,41.980869,399.410004,118.870003,66.660004
2018-02-28,100.103767,160.78999299999998,117.686829,39.950001,41.240002000000004,70.300003,130.062653,100.56235500000001,18.6,78.480003,141.25,59.59,107.21916999999999,203.49025,123.370003,26.32,38.062344,65.400002,118.57539399999999,112.440002,148.941147,42.209998999999996,401.579987,117.730003,65.760002
2018-03-01,95.698128,160.830002,115.485497,39.5,41.650002,68.760002,128.32783500000002,99.89579,18.540001,78.639999,138.380005,58.360001000000004,107.129997,203.610001,122.910004,26.360001,37.972668,67.529999,117.96858999999999,111.110001,147.121033,41.84,396.51001,117.07,64.970001
2018-03-02,94.711342,159.770004,114.70855700000001,39.400002,41.869999,68.43,127.480347,100.234039,18.32,79.650002,137.83999599999999,58.470001,107.209999,204.309998,122.730003,26.75,37.793316,67.879997,116.705246,110.25,148.622879,43.110001000000004,390.23999,117.739998,65.400002
2018-03-05,96.12673199999999,163.279999,114.34000400000001,39.93,44.560001,69.660004,129.564148,102.591911,18.190001000000002,80.730003,138.570007,58.939999,108.66999799999999,205.419998,123.0,27.98,38.142056,67.860001,116.317291,112.760002,151.915009,43.939999,393.100006,117.730003,66.0
2018-03-06,99.814713,164.199997,114.519997,40.560001,43.200001,70.790001,130.620987,105.278076,18.700001,82.41999799999999,139.630005,57.700001,109.739998,208.630005,123.370003,27.74,38.709998999999996,67.779999,118.446075,115.07,153.649994,44.389998999999996,401.02999900000003,119.410004,66.400002
2018-03-07,99.72500600000001,164.529999,115.790001,40.740002000000004,41.91,70.16999799999999,132.405685,105.61634099999999,18.120001000000002,82.790001,139.320007,55.0,109.379997,208.149994,122.949997,27.280001000000002,37.700001,69.480003,117.37173500000002,115.019997,155.100006,43.810001,407.799988,119.089996,66.199997
2018-03-08,98.957504,167.080002,115.5,41.02,40.889998999999996,70.58000200000001,133.941101,105.357666,17.870001000000002,82.25,139.0,54.900002,109.370003,207.009995,123.019997,27.290001,37.66,67.629997,116.06860400000001,115.400002,157.880005,43.799999,404.350006,119.18,66.050003
2018-03-09,101.429451,171.100006,117.33000200000001,41.810001,41.5,72.230003,134.509415,108.730309,18.43,83.550003,141.009995,55.240002000000004,112.279999,209.179993,123.510002,28.25,37.709998999999996,67.160004,119.23194099999999,117.650002,160.08999599999999,44.650002,421.160004,121.199997,67.07
2018-03-12,102.655449,170.880005,116.519997,41.650002,41.880001,71.339996,136.37385600000002,110.272369,18.559998999999998,83.879997,142.050003,54.98,111.139999,209.72000099999997,123.150002,27.620001000000002,37.98,67.690002,119.430885,116.459999,161.110001,44.599998,415.25,120.989998,67.050003
2018-03-13,102.79499799999999,170.929993,115.910004,41.619999,40.380001,70.57,136.423721,108.790001,18.48,83.779999,141.28999299999998,55.0,110.339996,210.32000699999998,123.589996,27.610001,38.220001,67.529999,119.60000600000001,116.07,160.369995,44.740002000000004,413.769989,121.66999799999999,67.010002
2018-03-14,100.33000200000001,168.979996,114.83000200000001,40.939999,40.310001,68.989998,135.905258,107.489998,18.66,82.690002,139.28999299999998,54.75,108.75,206.729996,123.150002,27.1,38.189999,66.0,118.519997,115.040001,157.53999299999998,44.209998999999996,409.019989,120.43,66.199997
2018-03-15,98.07,169.080002,114.150002,40.970001,38.990002000000004,67.879997,136.294098,106.970001,18.41,81.07,139.029999,54.419998,107.470001,205.449997,117.199997,26.389999,37.310001,66.18,117.589996,114.279999,155.669998,44.049999,410.269989,117.91999799999999,66.510002
2018-03-16,98.370003,169.559998,111.629997,40.599998,38.330002,67.959999,137.669998,107.790001,18.360001,82.290001,138.740005,54.57,107.18,207.199997,117.769997,26.1,37.389998999999996,66.589996,118.510002,114.93,154.320007,44.099998,409.02999900000003,117.120003,66.370003
2018-03-19,96.910004,166.679993,110.82,40.23,37.689999,66.559998,136.479996,106.529999,18.049999,81.32,137.83999599999999,53.220001,106.769997,204.5,117.639999,25.59,37.470001,65.33000200000001,116.660004,113.220001,149.580002,43.799999,405.329987,114.900002,64.82
2018-03-20,95.32,165.66000400000001,110.760002,39.889998999999996,37.950001,66.389999,136.630005,106.08000200000001,18.49,79.989998,135.619995,53.200001,107.470001,204.21000700000002,118.360001,25.030001000000002,37.299999,64.199997,116.510002,113.849998,150.220001,43.700001,405.910004,114.139999,64.58000200000001
2018-03-21,97.470001,166.240005,110.139999,39.82,38.66,67.43,136.419998,107.470001,19.18,80.349998,136.080002,53.529999,111.209999,206.740005,119.019997,25.26,38.220001,65.349998,117.650002,113.949997,151.71000700000002,42.91,405.230011,114.809998,64.839996
=======
2007-11-16,35.779053000000005,67.393883,37.911777,10.348557000000001,10.802027,28.036787,40.417194,20.381311,38.637894,22.778011,39.225986,23.790182,,103.405197,79.689728,53.041653000000004,43.19775,38.066582000000004,21.814814000000002,26.15144,65.54348,19.062744,52.63081700000001,71.759842,
2007-11-19,34.160862,65.51056700000001,37.447445,10.081525,9.950746,27.583561,39.618145,19.969706,35.725758,22.555134,38.398742999999996,23.141544,,99.698105,76.79900400000001,49.457755999999996,42.224083,36.731411,20.763494,25.618931,63.014278000000004,18.473349,51.076065,70.06055500000001,
2007-11-20,34.365257,66.811134,37.698032,10.190151,10.589526,28.218069,39.951809000000004,20.304962,35.474716,22.721197,38.655753999999995,23.392639000000003,,101.573029,78.540199,50.924652,44.380054,37.718292,20.983706,25.940004000000002,64.15164200000001,18.828606,51.37505,71.00559200000001,
2007-11-21,33.462486,65.681152,36.688324,10.040792,10.167063,27.381355,39.688396000000004,19.8668,34.783375,22.319134,38.342525,22.576612,,102.90862299999999,74.153389,49.116028,43.954086,37.747303,19.868454,25.611109,63.06199599999999,18.457199,51.255463,70.89224200000001,
2007-11-23,33.939423,66.39891800000001,37.218979,10.289724,10.466097999999999,27.994946999999996,40.276711,20.052692,35.980686,22.795498000000002,38.776218,22.939289000000002,,104.37264300000001,76.418648,50.841312,45.284172,38.625324,20.067347,26.037891000000002,64.15956899999999,18.715567,51.785099,71.241013,
2007-11-26,32.500084,65.830383,36.621998,10.043055,10.433010000000001,27.437146999999996,39.46888,19.601248000000002,34.489841,22.244843,38.446938,22.65333,,104.586685,75.505753,51.658108,43.849754,37.573153999999995,19.548801,25.842117000000002,62.934753,18.49757,50.657482,70.168587,
2007-11-27,32.925922,66.441574,37.454819,10.305562,10.835114,27.799715000000003,40.048409,19.747303,34.482121,22.476460999999997,39.113548,22.681234,,103.507927,77.71189100000001,52.758269999999996,43.971474,37.798115,19.591419000000002,25.842117000000002,62.847248,18.610603,50.734371,71.502548,
2007-11-28,35.506519,68.779724,38.147606,10.520544000000001,11.363192,29.054783,41.53233,21.114902,36.270332,23.551559,39.82032,23.378679,,111.42849,83.77226999999999,57.117279,45.21463,39.822601,19.932388,26.875811,66.561501,19.13542,53.109207,75.425987,
2007-11-29,36.53706,69.312721,38.110764,10.547757,11.220669000000001,29.096619,41.268913,21.071754000000002,37.328594,23.787551999999998,39.699852,23.260115,,111.49716200000002,82.977707,57.050587,44.67564,41.658451,19.98921,26.785749,67.412476,18.715567,52.664989,76.079926,
2007-11-30,37.593132000000004,70.385849,38.405567,10.488794,11.576964,29.243036,42.059158000000004,21.314072,38.209183,23.914293,40.270081,23.539095,,115.523979,83.992035,57.63404499999999,43.19775,42.964596,20.095764000000003,26.875811,67.905571,18.868976999999997,53.673016000000004,77.42259200000001,
2007-12-03,38.197826,70.158424,38.056404,10.377668,12.108858,28.964132,43.51675,21.104948,37.405834000000006,24.193998,39.764091,23.566998,,115.060295,85.885391,60.17610500000001,43.467255,41.984992999999996,20.138388,26.793575,67.006851,18.804379,53.015228,76.419922,
2007-12-04,38.087109000000005,70.165543,37.870705,10.200776,11.825097,28.622484000000004,43.288456,20.849356,37.60667,24.193998,39.49102,22.80677,,112.10675800000001,85.69941700000001,59.225975,43.162983000000004,42.035778,20.131281,26.652618,67.698792,18.747856,51.058983000000005,72.915031,
2007-12-05,37.209881,71.24578100000001,38.747276,10.318707,12.166122999999999,29.138451,43.376263,21.35059,39.240406,23.826885,39.250084,22.723076000000002,,113.514877,88.590179,62.893207999999994,43.049746999999996,43.392723,20.436730999999998,26.926703999999997,68.864098,18.950585999999998,52.092625,73.403252,
2007-12-06,37.388729,72.624512,39.423275,10.432098,12.379892,29.382484,44.122623,21.709087,40.511078000000005,24.080362,39.756077000000005,23.818081,,116.27095800000001,89.951012,64.551811,44.00795,44.437634,21.047629999999998,27.016758000000003,69.853798,19.234398000000002,53.664463,76.9692,
2007-12-07,37.559067,72.326004,39.371272999999995,10.402616,12.05287,29.800842,44.579197,21.672577,41.750862,23.87496,39.972919,24.076138,,114.837097,89.79888199999999,66.368721,43.581108,44.974585999999995,20.990803,27.517934999999998,69.877769,19.112766,53.160461,76.681503,
2007-12-10,37.686821,73.256996,39.252419,10.511472,12.185208,29.863602,45.211407,21.958042000000003,41.781757,23.783179999999998,40.125523,23.957577,,119.51644099999999,92.43602800000001,70.344368,44.277981,44.785915,21.168394,27.741119,71.35434000000001,19.072226999999998,54.544357,77.74517800000001,
2007-12-11,36.622211,72.85192099999999,38.034138,10.20985,11.550241999999999,28.901386,44.359684,21.493322,39.669113,22.869791,39.169769,22.820715,,114.9058,86.781326,68.344048,42.76228,42.957333,20.117069,26.836646999999996,68.473,18.942472,51.34943,73.961281,
2007-12-12,36.626495,72.29759200000001,38.242126,10.311903,11.761474,29.110563,44.912857,21.34395,40.889576,23.132013,39.402687,23.134581,,115.56691000000001,87.094101,68.844154,42.936489,44.539188,20.196049,27.255603999999998,69.861763,19.064114,52.075534999999995,73.93508100000001,
2007-12-13,36.575268,73.13619200000001,38.093571000000004,10.581776,12.519866,30.951315,45.720669,21.572803,39.800438,23.499113,39.362522,23.399611,,115.111855,88.74231,70.827797,42.527060999999996,44.089325,20.389898000000002,27.604078,71.434128,19.128981,51.947410999999995,73.612503,
2007-12-14,35.866642,72.05596899999999,37.684998,10.402616,12.341723,30.058842,45.236538,21.115095,39.437378,23.429195,38.896694000000004,22.569639000000002,,111.737572,88.328156,69.01915699999999,41.64727,43.487057,20.188871,27.173374,70.268852,19.015457,51.076065,70.99688,
2007-12-17,34.953109999999995,70.34320100000001,37.105583,10.2416,12.284457000000002,28.831657,43.766518,20.75499,36.65657,23.311199,38.013226,22.081417000000002,,110.40673799999999,85.530373,70.419373,40.593243,42.14463,19.686314000000003,26.625214,68.768341,18.812732999999998,50.563507,69.88958000000001,
2007-12-18,34.816505,72.41838800000001,37.528991999999995,10.148617,12.245014999999999,28.999006,44.576347,20.812201,37.413567,23.577778,38.406769,22.423168,,113.523445,85.37825,69.302544,41.542725,42.732384,19.49246,27.192949,70.500313,18.788404,50.452461,70.90966800000001,
2007-12-19,34.799427,70.520882,38.093571000000004,10.046563,12.43843,28.587612,45.104507,20.75499,37.989048,23.499113,38.188869,22.199984,,111.88351399999999,87.094101,68.602425,41.185584999999996,42.456654,19.384762,26.895382,69.861763,18.172127,50.367027,70.639412,
2007-12-20,34.978729,69.717827,38.056404,10.135008000000001,13.712173000000002,28.594584,45.262947,20.815561,38.977768,23.957994,38.495544,22.262757999999998,,113.051247,91.675308,75.60350799999999,41.281418,42.870258,19.628868,27.333911999999998,70.707825,18.918146,50.255989,70.159874,
2007-12-21,36.114222999999996,71.650879,39.051857,10.450242,14.121917000000002,28.761938,45.483006,21.232889,39.746361,23.752589999999998,38.955555,23.078779,,113.87548100000001,94.08426700000001,74.144974,42.422558,43.849865,20.196049,28.081770000000002,72.88675699999999,19.064114,50.136364,71.031754,
