Date,AFL,AIG,AIZ,AJG,ALL,AMG,AMP,AON,AXP,BAC,BBT,BEN,BHF,BK,BLK,BRK.B,C,CB,CBOE,CFG,CINF,CMA,CME,COF,DFS,ETFC,FITB,GS,HBAN,HIG,ICE,IVZ,JPM,KEY,L,LNC,LUK,MCO,MET,MMC,MS,MTB,NAVI,NDAQ,NTRS,PBCT,PFG,PGR,PNC,PRU,RE,RF,RJF,SCHW,SIVB,SPGI,STI,STT,SYF,TMK,TROW,TRV,UNM,USB,WFC,WLTW,XL,ZION
2018-01-03,43.859119,59.815856999999994,98.875603,62.26838299999999,101.47043599999999,201.802032,168.195953,133.25071699999998,99.200005,29.688596999999998,50.109032,43.184288,58.509997999999996,53.925079000000004,511.62335199999995,,74.28862,142.675095,123.262161,42.964294,72.276375,86.278816,146.499146,99.006714,77.13945799999999,50.619999,30.364185,252.580978,14.619051999999998,54.565937,70.683273,35.70916,107.49999199999999,20.138655,50.407326,77.225815,26.580659999999998,148.467773,50.082558,81.089424,52.102283,172.422516,13.609877,77.310226,99.65954599999999,18.555270999999998,69.942154,54.179424,143.875809,114.54016100000001,218.64674399999998,17.321188,89.800003,51.420982,237.669998,170.365341,65.31510899999999,97.43,38.972042,90.32,103.864685,131.713593,55.029037,54.231724,61.195018999999995,149.1465,34.293766,50.44508
2018-01-04,44.311481,60.054485,99.412155,62.84494399999999,100.29633299999999,198.227661,168.81274399999998,135.07608000000002,100.849998,30.077140999999997,50.71479,43.035202000000005,59.490002000000004,54.462832999999996,518.377441,,75.20491,143.25208999999998,123.741005,43.471866999999996,73.10051700000001,87.245888,148.062622,100.978081,77.90606700000001,51.299999,30.473623,256.11105299999997,14.748160999999998,55.13319,72.018982,36.002421999999996,109.040001,20.218254,50.657013,78.600044,26.730045,151.20056200000002,50.935452000000005,81.93566899999999,52.8988,172.751205,13.7679,78.335587,101.15369399999999,18.674215,70.854485,54.16963199999999,143.885757,115.551773,220.63653599999998,17.460554000000002,90.540001,51.710426,239.940002,172.918518,65.49410999999999,98.480003,39.250984,90.699997,104.67977900000001,131.713593,55.516991000000004,54.649193000000004,61.960457,150.66047700000001,35.100563,50.654274
2018-01-05,44.604771,60.303059,100.664124,63.133221,101.360985,199.156204,169.389755,136.22316,101.08000200000001,30.216616,50.87368,43.303554999999996,60.630001,54.602256999999994,522.794006,,75.105316,143.510727,127.292419,43.670914,73.477837,88.202995,149.028595,100.988045,77.816467,51.470001,30.553215,254.80474900000002,14.877269,54.894348,72.617065,36.442307,108.339996,20.228205,50.557137,78.75936899999999,26.76988,153.713913,51.411484,82.50314300000001,52.878887,172.133667,13.837036999999999,78.853241,101.601936,18.773335999999997,71.399902,54.375263000000004,144.064865,116.712151,221.21356200000002,17.41078,90.949997,51.910038,243.850006,175.23233000000002,65.543839,98.57,39.589698999999996,91.059998,106.588295,131.47483799999998,55.755989,54.987148,62.377964,151.626633,34.512896999999995,50.674194
2018-01-08,44.719101,59.905342000000005,99.06438399999999,63.172985,100.883385,200.214539,171.11080900000002,136.233124,100.150002,30.007402000000003,51.141804,43.651409,60.490002000000004,54.831299,526.693298,,74.22886700000001,142.78453100000002,129.217773,43.850056,73.150162,88.45224,151.09996,100.360786,77.229057,51.77,30.543267999999998,251.105133,14.847475,54.516174,72.886208,36.012196,108.5,20.178455,50.517189,78.610001,27.138365000000004,154.66142299999998,51.550323,81.627037,52.659843,171.735245,13.520988000000001,79.599861,102.099983,18.80307,71.608154,54.541729000000004,144.333542,116.642723,217.631958,17.390871,91.690002,52.139599,243.580002,176.70838899999998,65.98138399999999,99.650002,39.111511,91.33000200000001,109.222427,130.768509,56.233982,55.066669,61.672173,150.809891,34.323646999999994,50.425159
2018-01-09,44.738987,60.283173,98.478149,63.25251,100.435631,199.954956,173.180054,136.57226599999998,100.519997,30.156840999999996,51.727695000000004,43.393002,61.709998999999996,55.329223999999996,531.119812,,75.005714,145.092484,130.47473100000002,43.979434999999995,72.693405,90.09725999999999,151.996231,101.24691,77.896111,52.470001,31.090458,253.22917200000003,15.125554000000001,54.705261,73.813232,36.364105,109.050003,20.636152,51.066505,81.68,27.486933,155.70863300000002,51.927184999999994,81.627037,53.06805799999999,174.215363,13.353087,79.808914,103.85311899999999,18.902191000000002,72.361816,55.001953,147.08985900000002,118.021294,215.841156,17.699467000000002,93.150002,53.237483999999995,246.88999900000002,176.76825,66.578049,101.400002,39.290828999999995,92.07,111.08123799999998,131.78323400000002,56.721931000000005,55.444378,61.890865000000005,151.228226,34.074635,51.61058
2018-01-10,45.106838,60.651054,95.874847,63.19286700000001,99.928177,198.067917,174.921005,136.312927,101.220001,30.435793,52.343384,43.005386,64.0,57.06199300000001,528.762329,,75.34434499999999,144.53538500000002,132.01101699999998,44.686054,71.680611,91.03441600000001,152.26509099999998,102.69059,79.120705,52.689999,31.418774,253.618073,15.373839000000002,54.774925,74.22191600000001,35.992645,110.25,20.9048,51.146404,82.790001,27.725948,154.402084,52.591643999999995,80.80072,53.695316000000005,176.04805,13.511110999999998,80.864143,105.34726,19.080607999999998,72.768394,54.522144,148.880951,120.510651,218.845734,17.998108,94.400002,53.457062,249.649994,175.14257800000001,67.323883,104.25,39.509997999999996,92.760002,111.598122,131.425095,57.279593999999996,55.861855000000006,62.74576999999999,153.00116,34.094555,52.148499
2018-01-11,45.579086,60.800197999999995,95.179314,63.023876,100.27642800000001,200.404236,178.05471799999998,134.926453,100.730003,30.545382,52.790257,43.671288,65.25,57.589794,535.0787349999999,,75.2547,143.749496,131.871368,45.084145,72.256508,92.24076099999999,152.175476,103.965012,80.00679000000001,52.959998999999996,31.697346000000003,254.415848,15.522812,54.824684,74.142174,36.461857,110.839996,21.083899,51.44603,83.900002,27.865374,155.30969199999998,53.047844,80.661331,53.964142,177.283142,13.797531,80.09761,105.536514,19.308582,73.264229,54.502559999999995,150.74173000000002,122.702477,221.67120400000002,18.117565,95.16999799999999,54.065887,250.649994,175.930466,67.483002,105.779999,39.609619,92.860001,112.3834,131.6539,57.976668999999994,56.338966000000006,62.636421,154.146591,35.130444,52.905575
2018-01-12,42.223663,60.621227000000005,94.78186,63.50103000000001,101.599785,202.480972,181.098892,136.203201,100.970001,31.073402,52.770393000000006,44.257683,65.360001,58.177341000000006,552.5957639999999,,76.529533,144.883575,131.192993,45.303101,73.507622,92.759201,152.09581,104.97061200000002,80.156136,53.939999,32.184841,256.310516,15.741303,55.02372,74.540894,37.009277000000004,112.66999799999999,21.312746,52.71445500000001,84.370003,27.815579999999997,156.83566299999998,52.889168000000005,81.37814300000001,54.880138,177.811035,13.708642000000001,81.06324000000001,106.841408,19.308582,73.591484,54.776737,151.08999599999999,123.09919,223.054108,18.197203,96.790001,55.283543,253.17999300000002,177.167175,68.507278,107.239998,39.221096,92.25,114.65969799999999,134.031509,58.345119,56.637161,62.17915,154.843842,35.349571000000005,53.074920999999996
2018-01-16,42.944454,60.710712,93.291428,63.043755000000004,101.619682,202.690628,176.393356,134.198303,100.339996,31.123215000000002,52.710812,43.522209000000004,63.220001,57.300999,560.026306,,76.798447,144.913406,130.47473100000002,45.034386,73.676422,93.506935,151.56800800000002,103.965012,78.59304,53.669998,32.1152,257.736511,15.572469,54.973960999999996,74.341537,36.364105,112.269997,21.213247,52.125187,82.510002,27.437136,155.120193,51.421397999999996,80.900276,54.3624,177.073959,13.580247,80.057793,106.19393899999999,19.219376,72.292404,55.099876,152.259995,121.085876,221.61151099999998,18.077745,95.599998,55.423271,251.69999700000002,175.362,67.92055500000001,105.970001,37.786545000000004,91.41999799999999,113.784966,134.817413,55.307869,56.826015000000005,62.12944399999999,151.97525,35.100563,52.696383999999995
2018-01-17,43.655308000000005,61.068649,94.205559,63.670021,103.420647,207.35328700000002,177.547363,136.15333600000002,100.760002,31.063438,52.90942,44.62542,64.360001,57.64954399999999,573.464966,,77.15699000000001,146.773697,131.202972,45.621574,74.53035,94.474007,150.821121,103.93514300000001,78.583076,54.0,32.324131,252.939972,15.65192,55.959194,74.560837,37.224334999999996,112.989998,21.153548999999998,52.284988,82.980003,27.70603,156.995239,52.115612,81.169075,55.109134999999995,178.498291,13.540741,80.09761,106.472847,19.278848999999997,72.837814,56.039913,154.229996,122.42478200000001,224.84491,18.27684,96.25,55.982197,254.61999500000002,176.319427,67.970276,106.400002,37.916053999999995,92.029999,115.68353300000001,136.150467,56.11448299999999,56.001011,63.501266,153.93743899999998,35.190205,53.114765000000006
2018-01-18,42.969311,61.17802,93.668999,63.650135,103.480339,204.99700900000002,176.652008,134.73693799999998,99.860001,31.362315999999996,53.763439,44.357071000000005,63.490002000000004,55.120093999999995,576.160583,,77.077309,146.922928,132.58963,45.541954,74.331764,93.526871,151.577972,102.959419,77.876198,53.650002,32.005759999999995,250.26748700000002,15.403635000000001,55.819866000000005,75.029327,37.009277000000004,113.260002,20.715752,52.454777,83.059998,27.516808,157.164795,52.512306,81.198936,55.597007999999995,185.410721,13.185185,79.470451,104.96874199999999,19.259024,72.86756899999999,56.098667000000006,153.71000700000002,122.295845,222.099014,18.067791,95.400002,55.223659999999995,253.99000499999997,178.164505,67.56255300000001,105.050003,37.158924,91.660004,115.09706100000001,136.627975,55.905361,55.81215699999999,63.57085,152.951355,34.990997,52.656535999999996
2018-01-19,43.158207,61.197906,93.48021700000001,63.908595999999996,103.181839,211.666489,177.88558999999998,134.83667,98.029999,31.601419,54.41885,44.615479,64.190002,56.374863,587.142334,,77.98363499999999,147.430267,133.557297,46.596905,74.629654,94.70330799999999,153.639374,103.925186,77.975761,54.279999,32.334076,255.40306099999998,15.701576999999999,55.690495,75.358276,37.273212,113.010002,21.054049,52.444790000000005,83.16999799999999,27.895252000000003,158.760574,52.958588,81.71664399999999,57.209956999999996,188.030273,13.432099,79.709366,106.074409,19.903303,73.432816,56.460972,155.25,123.1091,223.45207200000002,18.585435999999998,96.190002,55.373371,256.320007,180.657852,68.19899699999999,107.610001,38.324501,92.150002,116.647728,137.135345,55.755989,56.120289,63.839249,153.280045,35.309731,53.52319
2018-01-22,43.590687,60.651054,93.430534,64.365868,103.90819499999999,213.633392,177.020096,135.63464399999998,98.32,31.820598999999998,54.498295,45.072666,64.410004,57.480251,590.126465,,78.27246099999999,149.012009,134.235641,47.582188,75.39421800000001,94.922646,154.80452,105.03035,78.52334599999999,54.98,32.602699,260.787933,15.920069,55.78006,75.58754,37.019054,114.33000200000001,21.282896,52.734428,83.349998,27.795662,160.04718,53.404865,82.343849,57.11039399999999,188.01036100000002,13.353087,80.266846,107.010742,19.843832,73.35348499999999,57.009327,155.720001,123.307457,229.32189900000003,19.073215,96.559998,55.333447,259.350006,181.665161,69.491776,108.989998,39.370529,92.779999,116.697433,138.62756299999998,55.865528000000005,56.915473999999996,64.34623,153.987244,35.847595,53.951533999999995
2018-01-23,43.784554,61.983387,94.165817,64.176994,100.74408000000001,212.585037,177.388184,137.070999,97.980003,31.800673,54.488361,45.231685999999996,64.949997,57.480251,586.565369,,78.232628,152.49383500000002,134.48504599999998,47.641899,76.466599,94.962524,153.609497,105.24938999999999,78.374001,54.959998999999996,32.75193,259.361938,15.93,56.397071999999994,75.547668,36.764896,114.209999,21.501797,52.834309,82.900002,27.526768,160.416199,53.166851,82.592743,56.66235,188.08007800000001,13.274073999999999,79.84874,106.472847,19.88348,72.946899,55.863655,155.770004,123.17851999999999,230.456085,19.27231,96.57,55.213676,261.339996,182.443085,69.92932900000001,112.18,39.629543,92.769997,117.37336,145.501724,55.965111,56.83595699999999,64.10764300000001,157.244278,36.634464,53.961493999999995
2018-01-24,43.958538,63.952061,94.97065699999999,64.733673,99.370979,211.11735499999998,179.377838,138.477417,99.300003,31.970036999999998,54.617458,45.241627,64.620003,57.530044999999994,584.565979,,79.12898299999999,154.175049,135.243225,47.154236,76.694969,95.24168399999999,154.346436,104.801353,78.393913,55.189999,33.159843,264.93631,15.99952,57.869949,75.178848,36.764896,115.66999799999999,21.621195,52.974132999999995,83.339996,27.427177,161.76265,53.652802,83.05070500000001,56.990913,188.707581,14.330865,80.804413,105.755661,19.764536,73.38323199999999,54.179424,157.740005,123.803345,230.77444500000001,19.341993,96.900002,55.283543,260.72000099999997,182.62261999999998,70.804443,112.709999,39.589698999999996,93.07,117.005569,146.854675,55.726112,57.402527,65.091782,158.389725,36.714149,53.53315
2018-01-25,44.450668,64.429321,94.42415600000001,65.260529,100.226685,210.66806,172.23497,139.19558700000002,99.690002,31.970036999999998,54.309612,44.883831,64.889999,56.613861,572.460266,,79.119034,154.00593600000002,136.829376,46.447617,76.675117,94.414185,153.529831,103.80570999999999,79.94706,54.209998999999996,32.672340000000005,268.27691699999997,15.939929999999999,58.208309,74.700386,36.745342,115.699997,21.561495,53.083996,83.400002,27.317628999999997,162.361053,53.553627,83.20004300000001,56.562785999999996,186.914734,14.479011999999999,80.814369,104.600189,19.7348,73.641068,54.60047900000001,157.800003,123.376884,229.74969500000003,19.053307,95.849998,54.075871,261.130005,181.405869,70.207779,110.33000200000001,39.430305,92.709999,116.647728,147.700287,54.799999,57.631142000000004,65.260773,159.535156,36.734074,52.815922
2018-01-26,45.231113,64.310005,94.881226,70.07180799999999,100.027679,215.42057799999998,178.910263,143.105637,99.629997,32.079628,55.064331,45.579547999999996,65.730003,57.540001000000004,583.700562,,79.756447,154.990799,136.689728,46.726284,76.963066,95.520836,154.515717,104.442924,80.62406899999999,53.490002000000004,33.179737,267.389435,16.098833,58.825325,75.328369,37.537144,116.32,21.720694,53.39360799999999,84.809998,27.516808,166.789368,54.317265,85.34053,57.349346,188.61793500000002,14.360494000000001,80.993561,105.76561699999999,19.744711,74.41456600000001,53.689823,158.66000400000001,124.983551,228.07829300000003,19.292219,98.260002,54.16569499999999,257.829987,183.310776,70.98344399999999,110.910004,40.057919,93.32,119.271927,148.645355,55.740002000000004,57.760360999999996,65.539108,163.290222,36.524899,53.812073
2018-01-29,44.515293,63.89240600000001,93.748497,69.35607900000001,97.550125,208.88089,176.532623,141.9785,99.410004,32.159325,55.00474499999999,44.844074,67.459999,57.52,571.385986,,79.636925,153.31951899999999,134.784317,46.527237,76.049553,94.862831,152.81282,104.144226,80.952614,52.619999,33.000656,271.717285,16.118696,58.138645,74.271759,36.637817,116.199997,21.690844,53.04404399999999,85.709999,27.068653,161.32380700000002,53.950320999999995,84.334999,57.200001,189.036255,14.212345999999998,81.282249,106.522659,19.586121,73.87906600000001,52.025172999999995,159.21000700000002,124.33890500000001,227.65049700000003,19.172764,96.989998,53.946117,250.25999500000003,180.558121,70.347,111.690002,40.008109999999995,92.339996,116.846535,148.18774399999998,55.259997999999996,57.641082999999995,65.429764,161.069061,36.465140999999996,53.981415000000005
2018-01-30,44.028133000000004,62.98761,91.522774,68.91869399999999,97.958069,202.900299,171.120743,141.389999,98.709999,31.760820000000002,54.647247,42.458752000000004,65.059998,56.700001,559.320068,,78.30234499999999,152.26503,132.968704,45.950001,75.850967,94.474007,152.693314,103.01915699999999,79.369606,52.349998,32.851421,268.18719500000003,15.989589000000002,57.969463,73.314835,35.855793,115.110001,21.322697,51.925438,83.980003,26.979021000000003,161.20413200000002,49.318923999999996,83.739998,56.599998,189.81317099999998,14.05432,81.481346,105.277534,19.487,67.92907,52.377686,157.899994,120.39164,226.28749100000002,19.063260999999997,95.709999,53.097752,247.020004,179.85998500000002,70.118279,110.139999,39.480114,91.33000200000001,111.836693,147.94898999999998,53.669998,57.054634,64.89296,159.704483,36.475097999999996,53.72241999999999
2018-01-31,43.844204,63.554348,90.89679699999999,67.914688,98.276474,199.31596399999998,167.827866,142.169998,99.400002,31.880373,54.806137,42.150646,64.260002,56.700001,558.832642,,78.16291,155.338974,134.066055,45.900002,76.357376,94.93261700000001,152.842697,103.507019,79.44925699999999,52.700001,32.931011,267.14013700000004,16.06904,58.477008999999995,73.603897,35.31815,115.66999799999999,21.292847000000002,51.585861,82.800003,26.959103000000002,161.36369299999998,47.672646,83.519997,56.549999,190.022339,14.074074,80.545586,104.978706,19.67,67.036575,52.974998,158.020004,117.842773,228.625488,19.142899,96.389999,53.237483999999995,246.55000299999998,180.617966,70.30722,110.16999799999999,39.529926,90.849998,110.961952,149.142761,53.189999,56.796195999999995,65.389999,159.833969,36.694229,53.822033
2018-02-01,44.584885,63.802917,92.466713,68.779526,98.22672299999999,201.442596,170.195557,144.479996,100.0,32.378506,55.312592,41.812725,64.089996,57.5,562.204773,,78.879997,154.672455,136.23082,46.810001,76.625465,96.73715200000001,158.250153,104.26371,80.265656,54.099998,33.488155,271.467987,16.227943,58.486961,74.560837,35.220394,116.870003,21.820194,51.525932,85.910004,26.919268,163.139023,47.990002000000004,85.050003,57.450001,192.084122,14.350617000000002,81.003517,106.363281,19.809998999999998,67.889404,53.580002,159.149994,119.52878600000001,228.96374500000002,19.451496,97.360001,54.804466000000005,253.38000499999998,181.51556399999998,71.013283,110.33000200000001,39.509997999999996,90.739998,111.48879199999999,149.222351,53.279999,57.11426899999999,65.510002,163.270294,36.644428000000005,54.768375
2018-02-02,44.21703,62.679386,91.363792,68.1632,97.450623,196.799911,166.634064,143.58999599999999,96.68,31.830561,54.72669200000001,40.630005,62.150002,56.330002,545.4238280000001,,77.019997,152.454041,134.325424,46.02,75.841034,94.673401,158.449326,101.127434,78.622902,52.57,32.960861,259.312103,15.969726000000001,57.73061800000001,73.743454,34.369949,114.279999,21.651045,50.756889,83.040001,26.182299,158.192078,47.560001,84.690002,55.48,188.448608,14.034568,79.978149,104.221664,19.629998999999998,65.796989,53.240002000000004,157.970001,116.36502800000001,228.436462,19.162809,94.33000200000001,53.237483999999995,249.100006,176.858002,69.094002,107.470001,38.68,88.209999,109.232368,147.182968,52.709998999999996,56.557643999999996,64.07,161.019257,38.098652,53.941573999999996
2018-02-05,42.854977000000005,60.283173,87.617828,65.876846,94.545212,188.203461,159.560822,140.33999599999999,92.010002,30.146877000000003,52.522133,38.711807,59.130001,54.380001,522.1971440000001,,73.269997,146.584702,130.215363,43.68,72.872139,90.446198,153.32070900000002,96.577347,74.55088,50.349998,31.538162,248.412689,15.324182999999998,55.312325,71.271385,32.424659999999996,108.800003,20.506804000000002,48.130154,78.089996,24.668526,150.911316,45.889998999999996,82.519997,52.549999,179.095901,13.461729,77.121078,99.35075400000001,19.01,63.020329000000004,51.950001,150.320007,109.87881499999999,224.277817,18.376387,89.790001,51.191425,235.77999900000003,165.917206,65.931671,102.470001,36.880001,83.959999,104.62014,140.786316,50.43,54.291359,58.16,156.875748,37.530907,51.451195
2018-02-06,42.561690999999996,59.915282999999995,87.92585,65.01200899999999,96.117317,190.399994,159.72995,139.919998,94.18,31.083364000000003,53.33643000000001,39.477097,58.779999,55.490002000000004,532.393005,,74.82,145.12233,116.658119,44.599998,72.087715,92.49000500000001,156.995377,98.01106999999999,75.80534399999999,52.279999,31.856527000000003,257.975861,15.423497,54.864491,72.03891800000001,32.854774,112.110001,20.9048,47.750628999999996,78.57,24.628689,157.523849,46.200001,82.239998,54.330002,184.325058,13.590124,77.369949,100.96443199999999,19.120001000000002,64.002083,52.869999,154.28999299999998,110.07717099999999,241.081497,18.585435999999998,91.41999799999999,52.758407999999996,243.42999300000002,179.48100300000002,68.049835,104.5,37.669998,83.41999799999999,106.329849,140.119797,50.639998999999996,54.291359,57.279999,157.772171,37.192253,52.317844
