Date,AAL,ALK,ALLE,AME,AOS,ARNC,AYI,BA,CAT,CHRW,CMI,COL,CSX,CTAS,DAL,DE,DOV,EFX,EMR,ETN,EXPD,FAST,FBHS,FDX,FLR,FLS,FTV,GD,GE,GWW,HII,HON,HRS,INFO,IR,ITW,JBHT,JCI,JEC,KSU,LLL,LMT,LUV,MAS,MMM,NLSN,NOC,NSC,PCAR,PH,PNR,PWR,RHI,ROK,ROP,RSG,RTN,SNA,SRCL,SWK,TDG,TXT,UAL,UNP,UPS,URI,UTX,VRSK,WM,XYL
2007-12-03,19.2402,5.763636,,18.198917,4.771482,69.556976,36.327434999999994,70.241997,53.483028000000004,40.914516,47.649817999999996,60.829105000000006,9.763869999999999,26.383026,18.333261,70.011528,29.290888,32.63118,41.842766,28.677221000000003,40.406555,15.693795000000001,,90.827782,65.077248,23.87479,,70.098,25.201614000000003,71.51088,,44.200165000000005,45.810658000000004,,33.257095,42.310524,23.028589,11.623119,85.668587,31.362340999999997,85.608124,78.258286,13.029608999999999,15.269507999999998,62.98290600000001,,56.368141,39.49065,36.593178,65.094284,26.948845000000002,27.379998999999998,20.57057,52.222286,59.152664,24.828539000000003,46.948597,38.629158000000004,58.919998,39.428596,23.657239999999998,65.853394,37.228054,22.517657999999997,53.749458,23.219998999999998,58.670586,,24.323627,
2007-12-04,18.940932999999998,5.7003010000000005,,18.3242,4.867025,69.086624,36.364307000000004,68.864594,53.445938,42.360321,47.532494,60.509716000000004,9.763869999999999,26.399742,17.425024,69.35508,29.098778000000003,32.320744,42.207054,29.021862,40.617504,15.760507999999998,,90.790421,63.473735999999995,23.669432,,70.767433,24.737572,71.288742,,43.874828,45.491554,,33.57008,42.333836,23.153204000000002,11.672738,85.30345200000001,31.798187,86.01248199999999,77.787819,13.090795,14.862969,62.89095699999999,,56.39595799999999,39.314003,37.263176,65.747055,26.972979,26.4,20.554174,52.112782,58.607838,25.152853,46.994175,38.251934000000006,59.709998999999996,39.119049,23.603403,65.58107,37.387028,22.594313,53.550385,23.02,58.529648,,24.132555,
2007-12-05,17.415620999999998,5.648692,,18.780231,4.935873,69.792168,37.138191,69.40789000000001,53.965481000000004,42.881721,49.361294,61.930054000000005,10.004836,27.545013,17.134766,70.312065,29.418968,32.471515999999994,41.995777000000004,29.828207,41.716225,16.400183,,90.949219,65.433105,23.715639000000003,,72.791382,25.051476,72.605103,,44.719165999999994,45.847767,,33.602695000000004,43.203819,23.731813,11.675661,89.171906,32.632782,87.50018299999999,77.80207800000001,13.024389999999999,15.427998,64.17040300000001,,56.284702,39.882332,40.164139,67.036034,27.455643,26.57,21.111685,53.22356800000001,60.430232999999994,24.971842000000002,47.123298999999996,38.436543,59.77,39.251415,23.549570000000003,67.834694,37.527302,23.050692,54.073868000000004,23.370001000000002,60.173954,,23.976858,
2007-12-06,16.932924,6.0545160000000005,,19.286928,5.285723,70.282158,38.999256,70.234375,55.182658999999994,42.54483,51.529953000000006,62.467895999999996,10.3214,27.954634000000002,17.209669,71.569633,30.097766999999997,33.784218,42.27261,31.024721000000003,41.988708,16.604257999999998,,91.98590899999999,68.68852199999999,25.307123,,73.295395,25.426804999999998,74.168274,,45.106487,46.701206,,33.700520000000004,44.221378,24.479559,11.891657,92.872597,33.884682,86.432091,78.67890899999999,13.242572000000001,16.365116,64.98249100000001,,57.45976999999999,40.696411,41.062405,67.961479,28.179646,26.209999,21.611811,54.342148,61.172359,25.084969,48.687992,39.279270000000004,59.720001,39.780899,23.549570000000003,67.750191,37.994873,23.915318,54.435143000000004,23.77,61.066582,,24.500560999999998,
2007-12-07,17.618349,6.246872,,19.270706,5.087615,72.340073,39.008461,71.290405,55.07135400000001,43.218613,50.558914,61.871204000000006,10.342661,29.049754999999998,17.509293,69.687248,29.918460999999997,33.748749,42.491196,30.771114,42.524883,16.729837,,93.60163100000001,69.439751,24.616625,,73.775787,25.406343,75.106155,,45.32338,47.176151000000004,,33.824421,44.128170000000004,25.013653,11.967547999999999,92.842987,33.421021,83.441406,79.135132,13.546126999999998,16.489145,66.03208199999999,,57.772648,40.949841,41.496819,67.383095,28.195738000000002,26.5,22.013544,54.5299,61.21930699999999,24.934137,49.50832,39.199013,59.23,39.835407000000004,23.206995000000003,68.905197,39.640724,24.038326,54.685814,23.940001000000002,61.129238,,24.359016,
2007-12-10,18.110697000000002,6.317247,,19.420696,5.271675,74.182373,39.773144,70.89247900000001,56.837788,43.515392,50.061245,62.039294999999996,10.413532,29.016312,17.078583,70.304138,30.417963,33.686657000000004,42.469334,31.132016999999998,42.445782,17.291031,,94.302826,68.78954300000001,24.932356,,74.02778599999999,25.529170999999998,75.213127,,46.074771999999996,46.827362,,33.922241,44.74958,25.547754,12.189384,94.491035,33.884682,83.55584,78.928391,13.489207999999998,16.702753,66.453415,,57.258143999999994,40.489059000000005,42.343540000000004,67.763199,28.622087,26.57,22.177515,55.288677,62.186878,25.039726,49.227287,39.287296000000005,59.700001,39.819835999999995,23.936192000000002,68.548386,39.21056,24.113197,55.401028000000004,24.23,61.724312,,24.833170000000003,
2007-12-11,16.981194,6.216377,,18.77212,5.058109,70.811317,38.096363000000004,67.87738,54.715103000000006,41.935207,47.819759000000005,59.971863,10.186743,27.946278000000003,15.945631,67.53595,29.310097,32.55135,40.983021,30.052549,40.784512,16.572855,,91.31115,64.949852,24.878448000000002,,71.8936,25.269854000000002,73.732224,,45.19944,44.868183,,32.578907,43.475693,24.862323999999997,11.915008,90.405472,33.124268,81.74771899999999,76.818321,12.901069999999999,15.744960999999998,64.852249,,55.304325,39.467597999999995,39.921169,65.102562,28.276171,26.0,21.439638000000002,54.115311,59.969936,24.1045,47.837292,38.011154,59.240002000000004,38.573997,23.167842999999998,65.534088,36.461239,23.289573999999998,54.582615000000004,23.43,59.837256999999994,,24.330710999999997,
2007-12-12,14.780104000000001,5.9724129999999995,,18.792397,5.011742,72.281273,39.054534999999994,66.515266,54.789314000000005,42.264069,50.453716,60.476128,10.212727000000001,28.414423,14.737767000000002,69.521149,29.361332,32.977089,40.946587,30.075314000000002,41.549217,16.470823,,91.591629,66.193123,25.027328,,72.200714,25.419989,74.011955,,44.726917,46.033295,,32.605,43.42131,24.773312,12.111706,93.731171,33.337555,83.395638,77.210373,12.635464,15.641601000000001,66.392151,,56.173466000000005,39.106636,40.635368,65.06950400000001,28.034834000000004,26.459999,21.906969,55.022713,60.495982999999995,24.511774,48.179089000000005,37.99511,58.259997999999996,39.812038,23.265722,65.816734,34.114025,23.633638,54.589977000000005,22.549999,60.11916,,24.578395999999998,
2007-12-13,15.195222,6.040441,,18.885624,4.997692,71.203316,39.330925,67.762619,55.086189000000005,42.111671,50.227135,61.299721,10.578904,28.439496999999996,14.372601999999999,70.27253,29.566253999999997,32.861785999999995,41.500328,29.782691999999997,41.267956,17.067343,,90.86245699999999,64.78290600000001,25.925734,,73.051262,25.645182000000002,75.723206,,46.981087,45.536083000000005,,32.741924,43.949515999999996,25.485443,12.608038,95.556831,34.376171,83.891525,77.908989,12.701865,15.820757,66.59133100000001,,56.09698100000001,39.559776,41.180209999999995,64.747261,28.252036999999998,25.629998999999998,21.037897,55.265202,59.951141,24.172376999999997,47.654990999999995,38.733494,59.220001,39.749763,22.962298999999998,66.853096,34.188839,23.852922,54.501495,21.16,60.769039,,24.146709,
2007-12-14,15.117992000000001,6.073282,,18.873463,5.042654,68.969009,38.741268,67.663139,54.47016899999999,41.3256,49.32893,61.677914,10.274151,28.080032,14.606685,68.935898,29.194838,33.420574,40.953873,29.138908,40.301071,16.706295,,89.67511,63.276031,25.581785,,72.011742,25.187962,74.439774,,46.462070000000004,45.024025,,32.070267,43.42131,24.265913,12.229172,94.056831,32.920258000000004,82.869209,78.757286,12.559574000000001,15.138596,65.832886,,55.62418,38.891597999999995,39.845783000000004,63.359108,27.737204,24.959999,20.816536,55.186969999999995,60.35508299999999,23.848072,46.834648,37.296841,59.259997999999996,38.09903,22.277151,67.032104,34.385220000000004,23.275311,53.535633,23.549999,60.048694999999995,,23.545170000000002,
2007-12-17,14.249143,5.883273,,18.75996,4.927441,66.440742,38.81498,66.882584,52.815056000000006,41.309540000000005,46.966060999999996,60.240791,10.191464999999999,27.361101,13.604814999999999,66.650154,28.541646999999998,32.861785999999995,39.693417,28.787765999999998,39.545165999999995,15.905712,,89.656403,59.590076,24.118645,,70.56266,24.894531,72.55574,,46.632504,44.756863,,28.431551000000002,40.772521999999995,24.461752,11.98542,88.954803,32.419502,81.92318,77.63813,12.170641999999999,14.966328,65.717972,,55.54076,38.446171,37.821628999999994,62.020538,27.06147,24.200001,20.50498,53.72419,57.414825,23.734947000000002,46.242199,35.787945,57.669998,37.125717,22.096073,64.32817800000001,32.552338,22.990082,53.100632,24.25,58.756725,,23.276237,
2007-12-18,14.297412,6.033404,,18.800501,4.986453,67.4207,39.598122,66.70658900000001,52.733437,41.662490999999996,47.10767,60.46771999999999,10.302499000000001,27.595171,13.267739,66.31796999999999,29.105180999999998,33.464928,40.356445,28.973084999999998,39.369362,16.149029000000002,,90.460411,60.416,24.241854,,69.523117,25.112896,73.065834,,46.934605,45.350544,,28.868456,40.337547,24.390537,12.267363000000001,90.662048,31.742548,82.46485899999999,77.117729,12.170641999999999,15.200606,65.77158399999999,,55.102706999999995,38.430805,39.088584999999995,61.186016,27.310844,25.27,20.644358,53.200092000000005,58.232079000000006,24.511774,46.538433000000005,37.1604,57.09,36.954433,21.998194,65.23264300000001,32.37466,23.073866,53.439777,23.049999,59.445758999999995,,23.941477,
2007-12-19,14.905606,6.115507,,18.747808,4.844545,67.597092,39.975849,66.28568299999999,52.57755699999999,41.453926,46.063808,60.139965000000004,10.208003999999999,26.592015999999997,13.801442999999999,66.143982,29.124401000000002,32.870663,40.218002,29.073883000000002,39.378147,16.133326,,88.469086,60.183181999999995,24.154581,,69.397141,24.955944,72.24308,,47.321911,44.912712,,29.396659999999997,40.725937,24.087877,12.076459,93.464714,31.417976,81.732437,77.167618,12.293964,14.511545000000002,65.06678000000001,,54.650738,37.701202,39.058597999999996,60.929840000000006,27.214312,25.4,21.218273,54.443851,56.841797,23.697232999999997,46.181435,37.361053000000005,58.080002,37.001141,21.949257,65.487045,34.132729,22.21459,52.569763,22.25,59.351826,,23.332855,
2007-12-20,14.963531,6.176497,,18.699162,4.938682,69.361023,40.510212,66.721863,53.074829,42.47263,48.196040999999994,60.148361,10.009561,27.996437,13.464366,68.516716,29.290888,32.382828,40.363716,30.849146,40.186806,16.32955,,87.534164,61.725216,24.411274,,69.625519,25.134892999999998,72.366493,,47.012074,45.498985,,29.168427,40.896815999999994,24.68429,11.944303999999999,94.19498399999999,31.66835,82.106277,76.789803,12.180128999999999,14.725157000000001,64.729675,,55.526829000000006,37.977684,40.280598,61.466908,27.882,25.67,21.529819,54.850628,57.161182,24.308139999999998,46.675152000000004,37.200523,60.049999,37.273663,21.900316,64.968819,33.234992999999996,21.981054,52.790955000000004,21.6,59.821606,,23.439004999999998,
2007-12-21,14.866989000000002,6.22576,,19.084251000000002,5.315231,71.242508,41.486794,68.16053000000001,53.980309,43.314873,50.069340000000004,61.677914,10.316678,28.81568,14.119795000000002,71.047638,29.822397,32.773094,40.677021,32.32201,40.714191,16.459055,,88.151222,63.614318999999995,25.453229999999998,,70.27914399999999,25.561604,73.43602,,47.027546,46.092663,,29.918328999999996,42.147408,24.559664,11.941364,95.063416,32.187672,81.92318,78.757286,11.895549,15.104135999999999,65.924812,,56.027457999999996,38.392406,42.417190999999995,62.4254,28.678392,26.65,22.054541,55.538990000000005,58.250885,24.572115,47.852474,38.091412,61.32,37.803146000000005,22.291833999999998,65.948624,33.431374,22.465954,53.380791,17.91,60.941322,,23.835325,
2007-12-24,15.426916,6.389966,,19.311249,5.459948000000001,72.536057,42.31599,68.88752,53.958054000000004,43.395073,51.194126000000004,62.064491000000004,10.704111,28.740444,14.147882000000001,72.495026,30.251461,32.959354,41.857338,31.84082,40.942726,16.725912,,86.131844,64.470993,25.584764,,71.436813,25.830026999999998,74.727722,,47.662743,46.871871999999996,,30.720419,42.792126,25.040359,11.950175,96.129211,32.660606,83.11335,79.32758299999999,12.199100999999999,14.952546,66.085716,,56.660168000000006,39.145046,42.40221,63.276474,29.024310999999997,27.049999,22.554665,56.0709,59.124504,24.609823000000002,47.677772999999995,38.99033,61.599998,37.904354,22.55121,67.352409,34.57225,22.902725,54.16235,18.700001,61.215343000000004,,23.913172,
2007-12-26,15.175916,6.347742,,19.278826000000002,5.257624,73.320015,41.717121,68.872215,54.692837,43.707924,52.407944,61.38375500000001,10.682849000000001,28.656840999999996,13.838898,73.293846,29.822397,32.577957,42.177906,32.243992,40.854824,16.604257999999998,,86.86106099999999,64.717026,25.546074,,71.21633100000001,25.843794,74.604294,,47.848667,47.035140999999996,,30.67478,42.753284,25.067062,11.938426,96.464745,32.141296000000004,82.213112,78.080078,11.971437,14.93188,65.940147,,56.110901,39.229519,42.896996,63.623507999999994,28.710577,27.02,22.218513,56.618483999999995,59.002373,24.38356,47.472691,38.581001,61.869999,38.254757,22.453331,68.511238,33.786728000000004,22.818932,53.970631000000004,19.049999,60.93349499999999,,23.842398,
2007-12-27,14.654604999999998,6.082667,,18.909943,5.0033129999999995,72.496841,40.805035,68.015121,53.980309,43.130383,51.724152000000004,60.71986,10.430072000000001,28.589971999999996,13.50182,71.668068,29.303694,32.09013,41.47118,31.808303999999996,39.720946999999995,16.00382,,85.916824,63.653847,25.275269,,70.263412,25.596014,73.304405,,47.399376000000004,46.300457,,30.270473,42.167728000000004,24.666492,11.747532000000001,97.402245,31.66835,81.061058,76.789803,11.734282,14.918097,65.426834,,55.422554000000005,39.052887,41.285168,62.185795,28.605999,26.190001000000002,22.095535,55.124405,58.419949,24.142216,46.682747,38.532848,60.66,37.764216999999995,22.208633,67.041519,32.542984000000004,22.694147,53.012138,18.530001000000002,60.166121999999994,,23.573469,
2007-12-28,14.200871,5.885619,,18.978857,4.994884,72.242058,41.569721,67.533043,54.299461,43.330925,52.104492,60.51815799999999,10.458419000000001,28.573254,13.670357000000001,73.182816,29.777576,32.152225,41.551315,31.772540999999997,40.230762,15.999892000000001,,84.720123,64.255714,25.332012,,70.129532,25.699254999999997,72.843689,,47.407112,46.523087,,30.446540999999996,42.191154,25.022551999999997,11.776896,96.790398,31.881651,81.23653399999999,76.119713,11.60148,14.904314999999999,65.18933100000001,,55.158333,39.168098,41.922401,62.929458999999994,28.219862,26.389999,22.554665,54.569016000000005,58.852077,24.111887,46.720741,38.629158000000004,60.0,37.678558,22.145014,67.47489200000001,32.253094,22.770809,52.76147099999999,18.469998999999998,60.189636,,23.509779,
2007-12-31,14.200871,5.8668510000000005,,18.986964999999998,4.924631,71.634476,41.459156,66.928513,53.854144999999995,43.411114000000005,51.534003999999996,60.48455,10.389911,28.105109999999996,13.941892999999999,73.84895300000001,29.515028000000004,32.249790000000004,41.281754,31.522173,39.272675,15.862537,,83.36455500000001,64.01849399999999,24.811029,,70.08225999999999,25.513422,72.004524,,47.693729,46.515671000000005,,30.303074,41.800793,24.524067000000002,11.688464999999999,94.352875,31.835276,80.824554,75.036171,11.573019,14.890535,64.59940300000001,,54.678557999999995,38.737995,40.84285,62.227107999999994,28.002665999999998,26.24,22.169323000000002,53.94323000000001,58.74874499999999,23.770679,46.297409,38.717453000000006,59.400002,37.748634,22.105862,67.17340899999999,33.34721,22.394651,52.142136,18.360001,59.93124399999999,,23.120541,
2008-01-02,12.858981,5.547823,,18.674839000000002,4.7433819999999995,70.811317,40.768181,66.28568299999999,52.421696000000004,41.614353,49.992477,59.391979000000006,10.264704,27.043432,12.911933,71.533226,28.445595,31.105619,40.196156,30.452478000000003,38.226688,15.285647,,80.550522,63.438556999999996,24.42417,,68.861618,25.300072,70.350853,,46.400101,45.914555,,29.279273999999997,40.731178,23.171013000000002,11.552859,95.349602,31.037783,79.771736,75.100319,11.193575,14.45176,63.365970999999995,,54.650738,37.946971999999995,39.718319,58.89719399999999,27.495865000000002,25.98,20.955914,52.159718,57.311501,23.232325,45.763504,37.674065,57.84,36.253643,22.091181,62.943264,29.915234,22.148628,50.991935999999995,17.77,58.889839,,22.830391,
2008-01-03,12.279748,5.442263,,18.841038,4.63379,70.92893199999999,40.307518,66.561188,52.236140999999996,41.670497999999995,50.882591,60.190380000000005,9.922152,27.561735,12.780846,74.467552,28.362345,30.945953000000003,40.677021,31.27182,38.288219,15.105123999999998,,81.625648,66.579735,24.798134,,69.696404,25.3276,70.079338,,46.632504,46.129776,,28.874983,40.356419,22.298645,11.364196000000002,100.244377,30.156810999999998,80.34393299999999,76.939514,11.003855999999999,14.166205999999999,63.358318000000004,,55.123562,37.4324,39.763313000000004,59.359917,27.455643,25.469998999999998,20.136038,52.253586,56.926345999999995,23.111006,47.235565,37.16843,59.049999,35.638531,22.282042999999998,63.885403000000004,29.6908,22.080887,51.043556,18.26,59.727656999999994,,22.830391,
2008-01-04,11.980475,5.376579,,18.314075,4.437086,68.34185,38.713638,65.673477,50.863079,40.082287,47.88855,58.551559,9.622124000000001,26.424822,12.518675,71.358765,27.22887,30.431524,39.234409,29.951763,36.222621999999994,14.751925,,78.624619,64.695053,24.037298,,67.727554,24.804527,67.907364,,45.145214,44.949806,,27.785971000000004,39.427341,21.586517,11.222696000000001,95.339729,28.802902000000003,79.947212,75.920113,10.833105999999999,13.769217000000001,62.638153,,54.824566000000004,36.771927000000005,37.821628999999994,58.021328000000004,26.522488,23.860001,19.635920000000002,50.133724,54.202148,22.512007,47.22031,36.084919,57.330002,34.532845,22.296726,61.67139399999999,31.000002000000002,21.399881,50.144039,17.34,58.74108100000001,,21.97407,
2008-01-07,11.806708,5.585356,,18.24922,4.467997,64.892441,38.584656,63.416008,51.011509000000004,40.603671999999996,46.423897,57.501049,9.5796,27.143753000000004,12.537403999999999,70.105751,26.383570000000002,29.846132,39.161559999999994,30.309412,36.433582,14.649892999999999,,78.054314,61.026680000000006,23.34094,,67.656685,24.900894,67.537148,,44.990276,43.079685,,26.781741999999998,38.763718,22.449972,11.299337,90.07981099999999,28.413428999999997,79.53523299999999,75.749001,11.25998,14.006018,62.140159999999995,,54.296139000000004,37.002316,38.30891,56.087841000000004,26.562708,21.959999,19.660509,49.437538,51.1022,22.944202,46.388939,35.964527000000004,58.060001,34.914379,22.06671,59.231304,29.18,21.212695999999998,50.0187,16.42,58.467003000000005,,22.342075,
2008-01-08,10.628935,5.1748400000000006,,17.458759,4.58321,60.757045999999995,35.442982,61.15088299999999,49.838821,37.988747,44.166222,55.744591,9.527628,25.998482,11.020555,69.836128,24.712183,29.659865999999997,38.768116,28.647955,35.598545,13.99451,,77.39057199999999,62.076675,23.328043,,67.436157,24.36405,65.924614,,44.223408,42.174309,,26.070953,37.061695,21.185942,10.951486000000001,86.74425500000001,27.356268,79.367393,75.777527,10.728759,13.379192000000002,61.45065699999999,,53.128043999999996,35.919418,36.157322,54.542702,25.38018,22.73,18.889837,47.669655,48.904068,22.85321,45.824532,35.049549,57.580002,34.743072999999995,20.862804,56.989036999999996,24.389999,20.547743,49.156040000000004,15.7,56.211971,,22.455305,
