Date,AEE,AEP,AES,AWK,CMS,CNP,D,DTE,DUK,ED,EIX,ES,ETR,EXC,FE,LNT,NEE,NI,NRG,PCG,PEG,PNW,PPL,SCG,SO,SRE,WEC,XEL
2018-01-29,55.40963000000001,67.24681899999999,11.677761,83.299095,43.731983,27.44203,74.243492,102.598465,76.378654,78.399017,62.41,61.887772,75.90295400000001,37.972698,31.803504999999998,39.274002,154.574112,24.015457,26.829115,42.98,50.206623,78.694473,31.06196,42.665607,43.417419,104.449997,62.451298,44.458294
2018-01-30,55.617858999999996,67.692482,11.48,82.672409,43.95015,27.531096,74.47090899999999,102.451035,76.744293,78.85476700000001,62.5,62.006714,76.960045,37.933067,31.951796999999996,39.259997999999996,153.998245,24.243515,26.059998999999998,41.98,50.523571000000004,78.635002,30.953591999999997,40.133846000000005,44.216877000000004,105.83000200000001,62.748592,44.815151
2018-01-31,56.153316000000004,68.118347,11.56,82.73209399999999,44.37656,27.887358000000003,75.578285,103.827003,77.574387,79.617661,62.529999,62.532024,77.74051700000001,38.151016,32.525192,39.75,157.294647,24.471573,26.01,42.43,51.375370000000004,79.949997,31.396914000000002,40.035332000000004,44.522842,107.019997,63.719749,45.241398
2018-02-01,54.745266,67.187386,11.51,81.40909599999999,43.791484999999994,27.432135,75.044373,102.431381,75.93396,78.02253,61.740002000000004,59.627937,76.189461,37.487263,32.248379,39.080002,155.229431,24.035288,26.43,42.57,50.186813,78.459999,30.766413,38.488693,43.802345,106.529999,62.035088,44.418648
2018-02-02,54.427958999999994,67.098259,11.12,80.792366,43.117157,27.263899,74.826851,101.507515,75.627617,77.23983,61.599998,58.8251,75.06321700000001,37.368382000000004,31.744190000000003,38.91,154.812408,23.767569,26.190001000000002,41.439999,49.562824,77.730003,30.727007,38.587204,43.595074,105.58000200000001,61.450413,44.091526
2018-02-05,53.694191000000004,65.840477,10.6,78.404999,42.373416999999996,26.630546999999996,73.848015,100.249481,74.916107,76.417496,60.509997999999996,57.814125,73.51216099999999,36.575835999999995,31.24,38.220001,153.193985,23.321369,25.16,40.299999,48.374268,75.980003,29.850217999999998,36.882942,43.150936,104.25,60.617992,43.248951
2018-02-06,52.553870999999994,64.285583,10.58,78.959999,41.808174,26.046673000000002,73.274551,97.65479300000001,73.611671,75.179039,60.360001000000004,57.031108999999994,72.870003,36.130035,30.889999,37.509997999999996,148.49758899999998,23.083397,25.51,39.860001000000004,47.175804,75.160004,29.623632,37.060265,42.923927,103.400002,59.646834999999996,42.356812
2018-02-07,52.742268,63.829997999999996,10.48,77.959999,41.808174,26.08626,72.928497,97.56633000000001,73.522736,74.564774,59.689999,56.38685600000001,72.769997,35.813019,30.809998999999998,37.5,147.038025,22.895,25.360001,39.48,47.245135999999995,75.160004,29.820663,36.114548,42.775878999999996,104.089996,59.31981700000001,42.089169
2018-02-08,52.14732,63.380001,10.06,76.059998,41.421428999999996,25.581554,72.483566,96.799713,73.44367199999999,74.039673,58.07,55.61375400000001,72.019997,35.6446,30.639999,37.139998999999996,144.257919,22.51,24.0,38.240002000000004,46.284386,74.339996,29.081796999999998,35.07032,42.835097999999995,103.360001,58.963062,42.069344
2018-02-09,54.953499,64.720001,10.2,77.940002,42.432919,26.224804,73.541504,99.32560699999999,75.202682,76.17971,58.939999,56.515708999999994,74.129997,36.516399,31.290001,38.419998,147.047974,23.09,24.59,38.57,46.789524,76.290001,29.613778999999997,35.759907,43.752995,106.110001,60.548621999999995,42.971396999999996
2018-02-12,54.606444999999994,64.800003,10.27,77.91999799999999,42.522166999999996,26.452415000000002,74.411583,99.512352,75.904312,76.685005,60.060001,57.021193999999994,74.629997,36.823505,31.5,38.48,148.934464,23.110001,24.719998999999998,39.34,47.165896999999994,76.730003,30.007841,35.129428999999995,44.098438,106.620003,60.727001,43.377815000000005
2018-02-13,54.78493100000001,65.58000200000001,10.32,78.769997,42.690746000000004,26.492001000000002,74.223724,100.45587900000001,76.17113499999999,77.029999,60.169998,57.110401,75.050003,36.664997,32.099998,38.630001,149.996872,23.129998999999998,24.610001,39.830002,47.581897999999995,76.82,30.24428,35.484074,44.039219,106.809998,61.110001000000004,43.576069
2018-02-14,54.219730000000006,65.300003,10.27,78.33000200000001,42.542,26.190001000000002,73.501953,99.492699,74.59000400000001,75.889999,59.240002000000004,57.070755000000005,73.980003,36.599998,31.950001,38.110001000000004,149.013901,22.74,24.799999,39.080002,47.165896999999994,76.089996,29.820663,35.937225,43.012756,105.470001,60.139998999999996,42.842533
2018-02-15,55.786427,66.68,10.52,79.709999,43.740002000000004,26.76,74.569778,101.379745,76.199997,77.110001,60.09,58.051998,76.309998,37.5,32.790001000000004,39.049999,153.332993,23.370001000000002,25.26,39.959998999999996,48.146460999999995,78.059998,30.638341999999998,36.656364,43.98,107.980003,61.32,43.804058000000005
2018-02-16,55.845924,67.260002,10.45,80.5,44.200001,26.91,74.94549599999999,104.306618,76.699997,77.769997,61.049999,58.597134,76.720001,37.779999,33.029999,39.75,154.941498,23.48,25.219998999999998,40.400002,48.958641,78.690002,30.983147,37.148926,43.93,109.010002,61.919998,44.289783
2018-02-20,54.616364000000004,66.370003,10.4,79.849998,43.360001000000004,26.73,73.907333,102.304146,75.690002,76.360001,60.310001,57.655533,75.43,37.68,32.799999,39.139998999999996,152.717392,23.02,25.690001000000002,40.009997999999996,48.819977,77.199997,30.372351000000002,36.390381,43.470001,107.540001,60.900002,43.734673
2018-02-21,53.942085,65.58000200000001,10.23,78.849998,43.02,26.23,72.710976,101.015434,75.33000200000001,75.470001,59.09,56.852699,74.440002,37.060001,32.759997999999996,38.619999,150.681961,22.799999,25.0,39.790001000000004,48.067223,76.099998,29.663038,35.750057,42.919998,105.43,60.119999,43.31834
2018-02-22,54.130486,65.68,10.3,78.739998,43.009997999999996,27.0,72.75052600000001,100.97578399999999,75.540001,75.790001,59.740002000000004,56.971638,75.029999,37.240002000000004,32.919998,38.599998,151.228058,23.08,25.26,40.09,48.711025,76.739998,29.081796999999998,39.335896000000005,43.02,106.639999,60.34,43.229126
2018-02-23,55.875671,67.370003,10.49,80.629997,43.860001000000004,27.73,74.668648,103.79113000000001,77.220001,77.629997,62.169998,58.944042,77.739998,38.240002000000004,33.799999,39.419998,155.149994,23.6,26.42,41.139998999999996,50.048149,80.150002,29.889623999999998,38.705418,44.07,109.57,61.849998,44.378994
2018-02-26,55.280724,66.970001,10.45,80.800003,43.77,27.790001,75.133354,102.859291,77.91999799999999,76.959999,61.619999,58.299789000000004,76.949997,38.029999,33.669998,39.529999,154.649994,23.59,26.290001,41.060001,49.820343,80.279999,29.377342,39.385151,44.029999,109.510002,61.619999,44.151005
2018-02-27,54.427958999999994,65.949997,11.22,79.959999,42.75,27.25,73.422859,101.14431,76.33000200000001,75.660004,60.849998,56.882435,76.040001,37.240002000000004,32.900002,38.799999,151.679993,23.32,25.99,40.23,48.324745,77.940002,28.736991999999997,39.335896000000005,43.400002,110.040001,60.57,43.31834
2018-02-28,53.842926,65.58000200000001,10.87,79.360001,42.450001,27.049999,73.235001,99.905159,75.339996,74.889999,60.59,56.495884,75.82,37.040001000000004,32.330002,38.650002,152.149994,23.129998999999998,25.860001,41.09,47.968178,76.959999,28.224709999999998,39.079762,43.060001,108.980003,59.919998,42.902008
2018-03-01,53.505787,65.620003,10.96,79.150002,42.360001000000004,26.719998999999998,72.349998,99.855598,75.559998,74.589996,60.779999,56.049862,75.879997,36.939999,32.310001,38.490002000000004,153.229996,23.17,26.92,41.259997999999996,47.829514,77.519997,27.820797,39.168423,43.98,107.639999,59.630001,42.792969
2018-03-02,53.575199,65.18,10.86,78.879997,42.59,26.690001000000002,72.5,99.91507,75.349998,74.349998,59.59,56.594997,76.540001,36.919998,32.279999,38.220001,152.850006,23.17,27.889999,40.720001,47.245135999999995,76.91999799999999,27.318367,39.060062,44.200001,107.089996,59.470001,42.65419
2018-03-05,54.656025,66.489998,10.98,80.190002,43.290001000000004,27.15,73.699997,101.67961899999999,77.489998,76.089996,60.669998,57.720001,78.57,37.68,32.630001,38.93,155.020004,23.530001000000002,28.950001,41.950001,47.61161,78.050003,27.899609,40.123993,44.84,110.690002,60.91,43.447208
2018-03-06,53.48595400000001,65.5,10.93,79.690002,42.689999,26.77,72.91999799999999,100.32151,75.860001,75.139999,60.07,56.68,77.720001,37.169998,31.85,38.169998,153.259995,23.209999,29.209999,42.419998,46.739998,76.300003,27.269109999999998,40.350571,44.099998,109.360001,60.080002,42.53524
2018-03-07,53.12899,64.91999799999999,10.8,80.18,42.490002000000004,26.709999,72.889999,99.05261999999999,75.25,74.480003,59.110001000000004,56.290001000000004,76.760002,36.82,31.59,38.060001,153.050003,22.950001,29.379998999999998,41.119999,46.380001,75.43,27.210001000000002,41.020454,43.669998,108.559998,59.66,42.346901
2018-03-08,53.406631000000004,65.300003,10.84,80.800003,42.560001,27.09,72.83000200000001,99.528458,75.989998,75.309998,59.560001,56.869999,76.660004,37.450001,31.799999,38.32,154.309998,23.08,29.6,41.73,46.830002,75.970001,27.77,40.587002000000005,43.41,109.790001,60.279999,42.753319
2018-03-09,53.535538,65.650002,10.85,81.360001,42.860001000000004,27.129998999999998,72.870003,99.657326,76.129997,75.239998,59.380001,57.240002000000004,76.779999,37.5,32.650002,38.709998999999996,154.809998,22.959999,29.75,42.029999,47.049999,76.379997,27.540001,39.130001,43.759997999999996,109.08000200000001,60.549999,42.902008
2018-03-12,53.952,65.870003,10.74,82.199997,43.09,27.43,72.970001,100.034035,76.550003,75.690002,60.200001,57.060001,77.230003,37.529999,32.700001,39.209998999999996,154.389999,23.139999,29.889999,42.419998,47.580002,76.32,27.889999,39.080002,43.82,109.75,60.889998999999996,43.278690000000005
2018-03-13,54.09,66.040001,10.67,80.75,42.959998999999996,27.309998999999998,73.0,100.05385600000001,76.470001,75.489998,62.060001,56.68,77.089996,37.439999,32.990002000000004,39.299999,154.669998,23.139999,30.0,45.099998,47.389998999999996,76.41999799999999,27.76,39.0,43.59,110.699997,60.799999,43.129996999999996
2018-03-14,54.630001,66.589996,10.7,81.199997,43.32,27.049999,73.519997,100.88655899999999,77.0,75.970001,63.810001,57.189999,77.5,37.830002,33.419998,39.540001000000004,158.009995,23.309998999999998,30.200001,44.169998,48.450001,76.779999,27.93,39.419998,44.049999,112.860001,61.299999,43.540001000000004
2018-03-15,54.77,66.989998,10.69,81.470001,43.709998999999996,26.92,71.239998,100.836998,76.739998,76.58000200000001,64.0,57.580002,77.529999,37.869999,33.68,39.66,158.139999,23.389999,30.77,44.169998,48.650002,77.050003,27.84,40.380001,43.93,112.199997,61.970001,43.650002
2018-03-16,55.490002000000004,67.809998,10.84,82.160004,44.279999,27.15,70.610001,102.269997,77.589996,77.449997,65.150002,58.259997999999996,78.879997,38.380001,33.889998999999996,40.130001,161.03999299999998,23.43,30.299999,45.080002,49.290001000000004,77.970001,28.120001000000002,40.209998999999996,44.189999,113.019997,62.450001,44.130001
2018-03-19,55.200001,67.449997,10.77,81.519997,43.98,26.950001,69.150002,102.190002,77.040001,77.050003,64.029999,58.040001000000004,78.540001,38.220001,33.790001000000004,39.830002,159.929993,23.24,30.17,44.48,49.299999,77.730003,27.41,39.119999,44.169998,112.43,61.77,44.169998
2018-03-20,55.130001,67.449997,10.71,81.41999799999999,43.990002000000004,26.809998999999998,68.449997,102.150002,76.43,76.889999,62.740002000000004,57.669998,78.760002,38.310001,33.740002000000004,39.68,160.419998,23.18,30.299999,43.450001,48.98,77.989998,27.26,38.68,43.849998,110.599998,61.540001000000004,44.259997999999996
2018-03-21,54.900002,66.910004,10.8,80.849998,43.810001,26.84,67.639999,102.529999,76.18,76.66999799999999,61.93,57.459998999999996,78.25,38.07,34.060001,39.66,160.080002,23.290001,30.190001000000002,42.959998999999996,48.389998999999996,77.949997,27.219998999999998,37.419998,43.900002,110.410004,61.290001000000004,44.459998999999996
=======
2007-11-16,32.066944,29.922247,18.661102,,11.54978,11.007232,30.043428000000002,30.723846,35.569140999999995,29.597427000000003,39.91523,22.42527,74.509888,51.778957,41.235493,13.048798,48.065857,4.5229800000000004,35.792576000000004,30.195946000000003,30.075284999999997,26.900159999999996,27.648882,26.158096,22.791532999999998,43.657902,16.865643,14.547751000000002
2007-11-19,32.024601000000004,29.960936,18.601316,,11.778967,10.951137,29.954591999999998,30.692179,35.825306,30.020882,39.849422,22.5856,74.769424,51.791931,41.284264,13.067866,47.790065999999996,4.510394,35.70224,30.223098999999998,30.20229,26.680696,27.693878,26.226799,23.204021,44.231689,16.930204,14.534613
2007-11-20,32.375446000000004,30.489615999999998,18.601316,,11.917867999999999,11.082028,30.517273,31.135624,36.410796999999995,30.273701000000003,40.690132,22.885345,75.42147800000001,52.661407,41.668221,13.125069,48.900295,4.528013,35.72934,30.813852,30.518140999999996,27.050648,28.037034999999996,26.501619,23.530319,44.420528000000004,17.141832,14.541179999999999
2007-11-21,32.381508000000004,30.038307,17.798504,,11.883144,10.882574,30.418564,30.882225,36.282726000000004,30.336893,39.739773,22.320709,72.99691800000001,52.103390000000005,41.552414,12.985237,48.398212,4.530530000000001,35.404118,30.834209,29.782219,27.019309999999997,27.536369,26.339228000000002,23.431816,43.984737,17.088026,14.514909
2007-11-23,32.417789,29.948040000000002,18.071801999999998,,11.924813,10.901276,30.082909,30.888561,36.429103999999995,30.621294,39.864052,22.160376,72.88295,52.324013,41.363471999999994,12.889895,48.433571,4.608554,35.358948,30.908898999999998,30.023172,27.075734999999998,27.632004,26.214306,23.419501999999998,43.999283,17.091616000000002,14.55432
2007-11-26,32.036701,29.690136,17.721642000000003,,11.869254,10.870111,30.201376,30.749187,35.989975,30.652898999999998,39.864052,21.895483,72.44614399999999,51.98661,41.241596,12.839053999999999,47.924419,4.497808999999999,35.937129999999996,30.854588,29.691031,26.755936,27.345114000000002,26.270522999999997,23.167084,44.253487,17.159763,14.409823999999999
2007-11-27,32.448051,29.980268,17.798504,,11.90398,10.845181,30.629156,30.787198999999998,36.026569,30.804585999999997,40.068745,21.88155,73.629959,52.590045999999994,41.259871999999994,13.039263,48.04464,4.53808,36.045532,30.997184999999998,30.166458000000002,26.492584,28.177670000000003,26.445408,23.277903,44.594840999999995,17.321177,14.508339999999999
2007-11-28,32.605343,30.612112,18.43051,,12.105389,10.988533,31.057459,30.850548,36.483986,30.842489,40.609726,22.30949,75.14924599999999,53.401115000000004,41.259871999999994,13.185451,48.933941,4.626174,37.743916,31.241627,30.798183,26.868813,28.346434000000002,26.795196999999998,23.345617,45.379242,17.62965,14.843304000000002
2007-11-29,32.429901,30.625,18.490294,,12.042879,10.969836,31.011177000000004,30.711190999999996,36.172943,30.690825,40.543921999999995,22.148132,74.965683,53.063702,41.278172,13.042442999999999,49.2897,4.598488,38.150455,31.200879999999998,30.772135,26.724594,28.363314000000003,26.701494,23.284060999999998,45.219452000000004,17.278133,14.908978
2007-11-30,32.575081,30.734619,18.661102,,12.105389,11.125657,31.216071999999997,31.072271,36.209540999999994,30.621294,40.924061,22.155155,75.674713,52.603012,41.784012,13.194985999999998,49.63118,4.658894999999999,38.294994,31.418169,31.175919,26.87508,28.667074,26.614056,23.160925,45.48093,17.159763,15.178258999999999
2007-12-03,32.596519,30.805542,18.558615,,12.063716000000001,11.181753,31.321823,31.408015999999996,36.282726000000004,30.690825,40.931374,22.379648,75.769646,53.485455,42.314223999999996,13.166385,50.826443,4.661412,38.141415,31.635447999999997,31.765316,27.000494,28.959597,26.838902,23.277903,45.248505,17.217154,15.066607999999999
2007-12-04,32.774025,31.205282,18.490294,,12.174841,11.262782000000001,31.725004,31.62339,36.978008,31.114272999999997,40.865582,22.604145000000003,76.010216,54.55608,43.088234,13.303035000000001,51.317337,4.651343,37.554203,31.533597999999998,31.989997999999996,27.364176,29.409626,27.026293,23.505693,45.633441999999995,17.461067,15.250507
2007-12-05,33.073978000000004,31.791984999999997,18.780672,,12.369304,11.387438000000001,32.379337,32.180859000000005,37.417141,31.417639,41.757462,23.032097,77.459877,55.88625,43.947563,13.515958,51.623259999999995,4.7193,38.412434000000005,31.737309000000003,32.589775,27.690240999999997,30.073425,27.294865,23.89971,46.403324,17.75519,15.263639000000001
2007-12-06,32.920937,31.721056,18.336563,,12.40403,11.269012,32.346278999999996,32.307564,37.563507,31.196432,41.589317,22.997015,77.592842,55.568282999999994,44.441204,13.550917000000002,50.449371,4.79481,38.837029,31.859534999999997,32.69854,27.734122999999997,30.117283,27.395813,23.973589,46.352486,17.701387,15.309614000000002
2007-12-07,32.865845,31.701715000000004,18.73797,,12.417919,11.318876,32.233921,31.990816,37.618396999999995,31.278595000000003,41.962158,22.716394,77.523224,55.321723999999996,45.056759,13.474651999999999,50.655678,4.812428,39.144188,31.981742999999998,32.655689,27.66515,30.451223,27.433670000000003,23.948971,46.185429,17.823341,15.381855999999999
