Date,AEE,AEP,AES,AWK,CMS,CNP,D,DTE,DUK,ED,EIX,ES,ETR,EXC,FE,LNT,NEE,NI,NRG,PCG,PEG,PNW,PPL,SCG,SO,SRE,WEC,XEL
<<<<<<< HEAD
2017-12-11,62.670494,76.338509,10.738398,91.76429,49.671997,28.5504,83.191475,113.11393000000001,87.328011,88.831749,72.294403,64.64145699999999,83.559441,41.529228,32.762454999999996,44.697601,158.118759,26.950459999999996,29.096502,53.709998999999996,51.900318,90.420837,34.106091,41.749443,51.007324,117.1297,68.545799,50.606953000000004
2017-12-12,60.843498,75.288696,10.599965,88.849716,48.759674,28.085278999999996,82.489479,111.18303700000001,86.102631,87.27624499999999,67.93573,63.175461,82.255371,40.627712,32.287921999999995,43.636677,155.954254,26.167131,28.666998,53.43,51.514034,88.339233,33.534702,42.153343,50.523701,113.815178,67.04943100000001,49.721527
2017-12-13,60.734425,75.773987,10.530747999999999,89.456505,48.839008,28.105074,83.161819,110.99774199999999,86.527557,87.16726700000001,69.144272,64.031448,82.314644,40.746593,31.902366999999998,43.914303000000004,155.358505,26.206792999999998,28.11763,53.09,51.682415,88.51765400000001,33.367222,41.897209000000004,51.007324,114.360977,67.297173,50.006832
2017-12-14,60.317963,75.556107,10.510973,89.87429,48.660511,28.32279,83.428772,110.802704,86.527557,86.780869,68.639061,63.736279,81.66261300000001,40.429577,31.754074,43.577187,156.857773,26.256371,27.64817,52.720001,51.444702,88.19054399999999,33.298264,42.14349,50.849407,114.89685800000001,67.089066,49.573956
2017-12-15,60.427032,75.803696,10.67907,90.34182,48.839008,28.500919,83.952805,111.286751,86.804253,87.42486600000001,69.055115,64.04849200000001,82.788857,40.360229,31.467378999999998,44.053115999999996,157.304581,26.286118,27.468378,53.049999,51.80127,88.755554,33.465740000000004,43.75909,50.642143,115.64113600000002,67.554825,49.957642
2017-12-18,59.901497,74.773705,10.82739,90.01355,48.244019,28.16445,81.817146,109.25228100000001,85.51958499999999,86.513367,70.283463,63.344772,81.69225300000001,40.102654,31.151026,43.230152000000004,155.239365,25.760593,27.558275,52.5,51.474419,87.457031,33.465740000000004,42.340515,49.892033000000005,114.192276,66.861145,49.278816
2017-12-19,58.989243,73.793228,10.530747999999999,88.531403,47.321777000000004,27.719124,80.42304200000001,107.139175,84.00762900000001,84.769623,69.193802,62.036446,80.052277,39.250668,30.656721,42.407196,153.005341,25.086336,27.218666,52.049999,50.830616,85.83139,31.938745,41.276588000000004,49.161667,111.334251,65.533234,48.531128
2017-12-20,58.195972,73.783325,10.461533,88.869606,46.766449,27.729019,79.681496,106.39221200000001,83.493759,84.125633,67.658363,61.66972,79.232292,38.676079,30.241507000000002,42.149399,152.54861499999998,24.749207000000002,26.968952,51.119999,50.493858,85.048317,31.121069,40.705215,49.289970000000004,111.076225,65.344948,47.704727
2017-12-21,57.878666,73.030632,10.501085,89.227707,46.865612,27.481617,79.740822,106.39221200000001,83.306,84.006737,62.71524,61.431839000000004,79.15325899999999,38.705795,30.241507000000002,41.961014,153.382645,24.45174,27.428423,44.5,50.523571000000004,84.463486,30.727007,36.833687,48.845833,106.094521,65.02784,47.606346
2017-12-22,58.195972,72.941498,10.590077,90.033447,46.954861,27.7785,79.533188,106.85414899999999,83.17752800000001,83.967102,64.617203,61.81839,79.340965,38.646355,30.132759000000004,42.139484,153.442215,25.066505,28.127619,44.57,50.583,84.39409599999999,30.667896000000002,38.429584999999996,47.868717,107.483841,65.126938,47.468616
2017-12-26,57.80925799999999,72.287849,10.520862,89.943924,46.419373,27.738915999999996,79.42443100000001,106.274277,82.61425,83.42218000000001,63.43838100000001,61.412018,78.935913,38.448223,29.974581,41.832115,152.906052,24.848361999999998,28.397308000000002,44.450001,50.474049,83.55154399999999,30.303390999999998,38.508396000000005,47.424572,107.11666899999999,64.77018000000001,47.055415999999994
2017-12-27,58.205891,72.535439,10.550526,90.36171,46.816032,27.857670000000002,79.75071,106.873802,82.989777,83.877937,63.795002000000004,61.976974,79.528671,38.626545,29.974581,42.060162,154.186874,25.026842000000002,27.668148,44.68,50.523571000000004,83.878654,30.372351000000002,38.892590000000006,47.424572,107.007507,65.285484,47.382529999999996
2017-12-28,58.652103000000004,72.941498,10.639517999999999,91.13760400000001,46.99453,28.065489000000003,80.156082,107.728874,82.999649,84.303963,63.939999,62.393260999999995,80.18070999999999,38.933651,30.103102000000003,42.298126,155.239365,25.344141,27.977790999999996,44.810001,50.850426,84.453568,30.451162,39.129021,47.651577,107.08000200000001,65.830528,47.660088
2017-12-29,58.49345,72.862267,10.708734,91.008286,46.905281,28.065489000000003,80.146194,107.581451,83.11824,84.165253,63.240002000000004,62.621227000000005,80.40793599999999,39.042629,30.271165999999997,42.248554,155.08049,25.453211,28.44725,44.830002,51.0089,84.433746,30.49057,39.188126000000004,47.464054,106.91999799999999,65.830528,47.689827
2018-01-02,57.898499,71.713432,10.758174,88.610977,46.558201000000004,27.729019,79.374992,106.588783,82.24861899999999,82.80791500000001,63.25,62.591496,81.60333299999999,39.220951,30.468884999999997,41.752796000000004,153.988312,25.14583,28.866768,44.490002000000004,50.513668,83.155052,30.145765,38.291668,46.556026,105.349998,65.176476,47.392445
2018-01-03,57.601025,71.109299,10.748285000000001,87.984291,46.270621999999996,27.669641,76.31983199999999,106.24478899999998,81.99168399999999,82.02520799999999,62.75,62.036446,80.70431500000001,38.695892,30.033896999999996,41.385933,150.72168,24.987181,28.846790000000002,43.77,50.256149,82.3918,30.214725,46.941036,46.289543,108.139999,64.948555,47.075241
2018-01-04,56.94657900000001,70.267471,10.708734,87.14872,45.754959,27.699331,75.963882,104.475685,81.34934200000001,81.064171,62.290001000000004,61.164227000000004,79.56819200000001,38.151016,29.974581,40.900089,149.94722,24.878110999999997,28.51717,43.52,48.780357,81.78714000000001,30.293537,45.640675,46.092144,107.41999799999999,64.72063399999999,46.708469
2018-01-05,56.906918000000005,70.11891899999999,10.748285000000001,86.293243,45.427715,27.580578000000003,75.97377,104.37739599999999,80.973831,80.984909,62.98,61.273254,78.95566600000001,37.834,29.766975,40.731533,150.632324,24.580645,28.696962,44.290001000000004,49.186446999999994,81.697929,30.49057,44.350165999999994,46.171104,108.449997,64.284607,46.381355
2018-01-08,57.581192,70.732948,10.748285000000001,87.039299,45.953293,27.748814000000003,77.140465,105.14402,81.23075899999999,82.12428299999999,64.199997,61.699451,79.864563,38.240177,30.043783,41.18763,151.873444,24.788870000000003,29.136457,45.23,49.335018,82.322411,30.933889,44.842724,46.585636,108.480003,64.839554,46.728294
2018-01-09,56.83750500000001,69.901031,10.639517999999999,86.253456,45.328548,27.47172,76.3396,103.866318,80.28208199999999,81.25241899999999,63.52,61.233608,79.15325899999999,37.804279,29.717543,40.562973,150.76139799999999,24.491404,28.686974,44.84,49.156734,81.30143000000001,30.864927,44.133438,46.003319,107.620003,64.324249,46.183102000000005
2018-01-10,56.004578,68.83142099999999,10.659293,85.248772,44.604641,26.976912,75.350876,102.844177,79.165405,80.172485,62.84,60.777676,78.520981,37.596237,29.480278000000002,39.849078999999996,149.520264,23.926216,28.207527000000002,44.549999,48.928928000000006,79.864136,30.441311,43.601471000000004,45.361774,107.190002,63.095431999999995,45.727119
2018-01-11,55.67735699999999,68.068832,10.837278,84.293823,44.019566,27.145146999999998,75.350876,102.146355,78.345192,79.647377,62.32,60.97591,78.214722,38.051949,29.895493,39.502047999999995,149.43090800000002,23.926216,28.577103,43.880001,49.523205,79.219826,30.421608000000003,43.847752,44.661018,106.699997,63.006248,45.122444
2018-01-12,55.052657999999994,66.81104300000001,10.916382,80.40441899999999,43.642734999999995,27.08577,75.083923,102.136528,77.969673,78.75569200000001,61.419998,60.807411,77.276184,38.032135,29.72743,39.194679,149.252197,23.866723999999998,28.666998,43.82,49.62225,78.525963,30.618639,43.394596,44.256355,106.889999,63.05579399999999,44.755676
2018-01-16,54.993159999999996,66.850662,10.560413,81.787102,43.890648,27.234213,74.421471,102.352753,77.49533100000001,78.290031,61.330002,60.41095,76.73281899999999,38.111393,29.579140000000002,39.224426,149.470627,23.827063,27.867918,44.02,49.077496000000004,78.16912099999999,30.795966999999997,41.680485,44.078697,107.059998,62.580128,44.894455
2018-01-17,55.320384999999995,67.59344499999999,10.599965,82.07556899999999,44.17823,27.590473,74.64888,102.303604,77.485451,78.537727,61.709998999999996,61.104758999999994,77.56268299999999,38.725609000000006,29.579140000000002,39.720184,150.801117,23.946049,27.398458,44.200001,49.79063,78.833244,31.101366,41.897209000000004,44.463619,106.589996,62.996334,45.290958
2018-01-18,54.923752,67.14778100000001,11.400895,81.976097,43.731983,27.540993,74.045753,101.694252,76.428062,77.55686999999999,61.919998,60.27219,76.851372,38.230270000000004,29.223240000000004,39.343407,149.708923,23.777483,26.779171,44.5,49.265685999999995,78.516052,31.140772,41.838104,44.315575,106.019997,62.699043,44.983669
2018-01-19,54.695686,67.108162,11.618432,82.572937,43.6824,27.511303,74.144623,101.379745,75.9142,77.546959,62.119999,60.252365000000005,76.06102,37.616051,29.065063000000002,39.075695,149.093338,23.737822,26.869068,44.389998999999996,49.325111,78.387192,31.121069,42.705009000000004,43.861561,105.989998,62.540485,44.735851000000004
2018-01-22,54.834511,67.474602,11.252575,82.523201,43.791484999999994,27.501409999999996,74.045753,101.586136,76.042664,77.804565,62.139998999999996,60.22263,75.90295400000001,37.695305,32.080318,39.214508,148.95433,23.747738000000002,26.889046,43.939999,49.562824,78.268242,31.022552,42.714863,43.466770000000004,105.050003,62.441387,44.834976
2018-01-23,55.598026000000004,68.10844399999999,11.292128,83.756668,44.088982,27.788396999999996,74.85650600000001,102.873657,76.793701,78.924126,62.040001000000004,60.57944499999999,76.722946,38.17083,31.635443,39.819336,151.635147,23.965879,27.108790999999997,43.84,50.236340000000006,79.19009399999999,31.298396999999998,40.547596,43.891171,106.220001,63.006248,45.320698
2018-01-24,55.270809,67.821236,11.035038,83.309044,43.890648,27.847772999999997,74.708199,102.637772,76.329247,78.68634,61.700001,60.589358999999995,75.774521,37.853813,30.745696999999996,39.511963,149.778427,23.975796,27.218666,43.68,49.939198,79.517204,31.524982,40.114143,43.506248,105.68,62.669315000000005,45.152184000000005
2018-01-25,56.26239,69.029495,11.361343,84.08493,44.624474,28.085278999999996,75.825462,104.141518,77.969673,79.637474,62.41,63.998931999999996,77.13787099999999,38.319431,31.724417,40.047382,152.00251799999998,24.213767999999998,27.618206,43.490002000000004,50.632523,80.339935,31.790976,41.375099,44.039219,106.400002,63.561192000000005,45.598251
2018-01-26,56.440872,68.088638,11.588768,84.492775,44.416229,28.16445,74.64888,103.68940699999999,77.900497,79.657288,62.459998999999996,63.503356999999994,77.345337,38.497757,31.724417,39.958145,156.569839,24.293093,27.368492,43.540001000000004,50.711760999999996,80.230896,31.534832,42.783821,43.733253000000005,105.529999,63.432365000000004,45.300872999999996
