Date,ADM,BF.B,CAG,CHD,CL,CLX,COST,COTY,CPB,CVS,DPS,EL,GIS,HRL,HSY,K,KHC,KMB,KO,KR,MDLZ,MKC,MNST,MO,PEP,PG,PM,SJM,STZ,SYY,TAP,TSN,WBA,WMT
<<<<<<< HEAD
=======
2007-11-16,29.742341999999997,,13.211282,9.246775999999999,27.069187,48.491989000000004,51.395306,,26.335990999999996,36.334472999999996,,18.119112,19.475752,7.289157,30.484131,38.572165999999996,,45.569832,19.712183,10.717526,16.446682,30.203295,6.92,13.117197,54.748782999999996,53.436409,,37.041538,22.577507,23.791218,41.439785,13.356485999999999,32.635906,35.952431
2007-11-19,28.564884000000003,,12.972286,9.273777,26.619181,48.001442,51.133713,,26.096985,36.0504,,17.436293,18.97385,7.289157,29.912879999999998,38.330952,,45.260104999999996,19.611452,10.59034,16.340436999999998,29.58383,7.028333,13.235493,55.435444,53.16628299999999,,35.425518,22.247629,23.210594,40.355728000000006,13.161373000000001,32.072521,35.277454
2007-11-20,28.671197999999997,,13.277976,9.576122999999999,27.093237,48.86541,51.033684,,25.790751,35.723312,,17.436293,19.126457000000002,7.511404,29.989807,38.864540000000005,,45.418262,19.765701,10.579116,16.71986,30.004749,6.895,13.230120999999999,55.258236,53.451015000000005,,35.855995,22.655132000000002,23.540329,40.996677000000005,13.303276,32.472595,35.300728
2007-11-21,27.663256,,13.266862,9.504132,26.804676,47.767136,50.833652,,26.067106,35.137955,,17.163973000000002,19.102718,7.576645,29.466646,38.652557,,44.522048999999996,19.595715,10.560412,16.59845,29.766493,6.746666,12.979177,55.405914,52.757416000000006,,35.608982,21.975962,22.802013,40.363628000000006,13.019474,32.170494,34.804195
2007-11-23,28.025484000000002,,13.239069,9.480737,27.137885999999998,47.715897,51.526112,,26.186617000000002,36.102055,,17.050167000000002,19.363838,7.705097,29.920568,38.711037,,44.976738,19.611452,10.474373,16.917164,30.084164,6.8333330000000005,13.079556,55.752949,53.195488,,35.714844,22.810368,22.845024,40.980835,13.152505999999999,32.439949,35.479164000000004
2007-11-26,27.899488,,13.383575,9.604916000000001,26.869946000000002,47.042282,50.302769,,26.246368,35.327351,,17.135527,19.441841,7.76423,29.558969,38.338260999999996,,45.036049,19.432028,10.474373,16.704689000000002,29.607653000000003,6.778333,12.805308,55.147498999999996,52.706299,,35.333782,22.296143,22.386251,39.833473,12.638110000000001,32.015358,34.936077000000004
2007-11-27,28.112101000000003,,13.339115,9.889266000000001,27.189417,46.895855,50.741322,,26.731857,35.43063,,17.212749,19.682615,7.882486999999999,30.082132,38.798763,,45.55666,19.825508,10.414522,16.79575,30.330383,6.818333,13.147669,56.055668000000004,53.392596999999995,,34.952705,22.723047,22.551123,41.423953999999995,12.513946,31.264172,35.556754999999995
2007-11-28,28.324707,,13.794870000000001,10.020645,27.392091999999998,47.715897,51.647335,,27.292044,35.723312,,17.924015,20.238775,8.06395,30.936128999999998,39.595496999999995,,45.938862,20.04509,10.676378999999999,17.099283,30.727455,7.135,13.280308999999999,56.97121800000001,53.96209,,35.58078,23.266382,22.837849,43.535236,13.038697,31.280509999999996,36.642925
2007-11-29,28.474333,,13.794870000000001,10.042239,27.532942,47.964828000000004,51.732159,,27.224813,34.483748999999996,,17.806148999999998,20.330332000000002,8.106767999999999,30.713005,39.830729999999996,,45.714825,19.981448999999998,10.579116,17.367407,30.346228000000004,7.181667,13.619082999999998,56.513454,54.137306,,34.846844,22.917092999999998,23.081570000000003,42.408165000000004,13.145426,30.447662,36.883457
2007-11-30,28.623945000000003,,13.906025,10.099827000000001,27.508885999999997,47.503555,51.971207,,27.426486999999998,34.509567,,18.241042999999998,20.398160999999998,8.104728999999999,30.705323999999997,39.727806,,46.004771999999996,19.761875,10.754935000000001,17.478707999999997,30.346228000000004,7.235,13.902291,56.985985,54.02779399999999,,34.670425,22.84918,23.303783,42.733593,13.261045000000001,29.876096999999998,37.162754
2007-12-03,28.427094,,13.722615,10.096229,27.498583,47.342487,51.616489,,27.389136999999998,34.35463,,17.728924,20.337126,8.080263,30.336035,39.56609,,45.859798,19.793694,10.807307000000002,17.412939,30.227121,7.413333000000001,13.904082,56.54296899999999,53.677338,,34.536343,22.975307,23.203436,43.249508,12.940861,29.720963,37.139480999999996
2007-12-04,29.159423999999998,,13.544763,10.029641,27.151632,47.26194,53.336009999999995,,27.441421999999996,33.622944,,17.777697,20.313382999999998,8.18425,30.620690999999997,39.330833,,45.108540000000005,19.96871,10.582856,17.402822,30.211237,7.218333,13.875402,56.594668999999996,53.50943,,34.987999,23.062634,23.604853,43.336811,12.896393,29.239223,37.387745
2007-12-05,29.001921000000003,,13.555871,10.078237,27.213463,47.415699,53.70614200000001,,27.478769,33.717636,,18.144588,20.489717000000002,8.159781,31.066927000000003,39.970421,,46.257515000000005,20.064186,10.567894,17.620363,30.632162,7.66,13.945313,56.590945999999995,53.88906899999999,,35.552532,22.917092999999998,23.27511,43.17807,13.020907000000001,29.769957,37.938583
2007-12-06,29.828753000000003,,14.411798000000001,10.123223,27.302774,47.525513000000004,54.616043000000005,,27.613207,34.302971,,18.011175,20.720326999999997,8.172014,31.197718,40.176272999999995,,46.078178,20.070547,10.523004,17.807543,30.806879,7.876666999999999,13.945313,57.154865,54.159209999999995,,36.208824,24.120195000000002,23.576178,43.836849,13.670176000000001,29.876096999999998,38.225646999999995
2007-12-07,30.356346000000002,,14.406244000000001,10.103428,27.416135999999998,47.752514,55.387104,,27.628139,34.466534,,18.161274,20.523636,8.206676,31.005377000000003,39.860149,,46.044975,20.09601,10.620265,17.54447,30.46538,8.186666,13.909462,57.132603,54.115414,,36.766315000000006,23.208170000000003,23.246439000000002,44.035267,13.590129999999998,30.300691999999998,38.031693
