Date,A,ABBV,ABC,ABT,AET,AGN,ALGN,ALXN,AMGN,ANTM,BAX,BDX,BIIB,BMY,BSX,CAH,CELG,CERN,CI,CNC,COO,DGX,DHR,DVA,ESRX,EVHC,EW,GILD,HCA,HOLX,HSIC,HUM,IDXX,ILMN,INCY,IQV,ISRG,JNJ,LH,LLY,MCK,MDT,MRK,MTD,MYL,NKTR,PFE,PKI,PRGO,REGN,RMD,SYK,TMO,UHS,UNH,VAR,VRTX,WAT,XRAY,ZBH,ZTS
2007-12-11,24.299665,,18.924992,17.787865,52.819621999999995,27.964432000000002,18.120001000000002,18.725,42.932175,75.09597,22.214164999999998,68.004364,75.389999,19.414837,12.7,34.41346,25.105,14.5425,52.941254,12.395,42.132412,46.634338,21.229589,28.77,35.325001,,12.11,21.35957,,31.745001000000002,30.42,70.29003900000001,29.985001,28.225,10.07,,112.03333300000001,49.320370000000004,73.730003,35.939728,59.026633999999994,39.775135,40.619358,114.650002,13.54,7.03,15.629660000000001,22.864717000000002,30.853811,23.6,21.622053,64.661743,55.505756000000005,24.776253,50.319072999999996,43.888844,25.17,77.940002,41.910378,64.14447,
2007-12-12,24.712765,,18.993681,17.793986999999998,52.664577,27.371492,18.34,19.02,43.113293,74.94564799999999,22.214164999999998,68.185974,75.879997,19.543371,12.63,34.453995,24.995001000000002,14.345,53.218693,12.615,39.109505,46.599892,21.128527,28.459999,35.625,,12.2125,21.830187,,32.325001,30.465,71.641602,30.195,28.225,10.43,,111.74666599999999,49.429871,74.099998,35.953041,59.717484,39.975033,40.162064,114.5,13.53,7.02,15.616542,22.473944,30.086027,23.66,21.836931,65.35284399999999,55.467098,24.667149,50.671749,44.432522,25.129998999999998,79.620003,42.316193,64.38125600000001,
2007-12-13,24.626154,,18.757555,17.876667,52.846973,27.677528000000002,18.0,18.674999,42.621708,76.608147,22.402197,68.615143,57.91,19.489245999999998,12.22,34.303497,24.76,14.4625,54.695060999999995,12.4,38.435547,46.419033,21.320795,28.6,35.564999,,12.275,21.531973,,32.27,30.924999,72.073334,30.514999,27.92,10.78,,109.53333300000001,49.554001,74.769997,36.019508,58.943721999999994,40.063004,40.209137,115.389999,13.54,6.97,15.505048,22.37398,30.948618,22.99,21.868267000000003,65.589096,55.389782,24.928047,50.283798,45.020046,24.92,80.07,43.590206,64.48539699999999,
2007-12-14,24.193057999999997,,18.388327,17.610264,52.755768,26.730717,17.77,18.594998999999998,41.742020000000004,76.19253499999999,21.845623,68.062134,58.790001000000004,18.995424,11.95,33.851974,25.205,14.265,53.228603,12.825,38.356246999999996,46.109004999999996,21.204948,27.815001000000002,35.325001,,12.245,21.364227,,32.599998,30.514999,70.862572,30.485001,28.004998999999998,10.5,,108.296669,49.349575,74.599998,35.707054,58.22523100000001,39.503242,40.061184000000004,113.08000200000001,13.7,6.9,15.150869,23.319101,30.901218,22.200001,21.187813000000002,64.976669,55.36079,24.671885999999997,50.019290999999996,44.9762,24.85,80.07,42.957924,63.907692000000004,
2007-12-17,23.613386,,18.710333,17.383658999999998,52.071827,26.596821000000002,17.34,18.405001000000002,40.344864,75.13136300000001,21.642551,66.741516,55.57,18.812775,11.47,33.666729,24.965,13.9275,52.317017,12.895,38.058926,45.643951,20.973253,27.860001,35.465,,11.97,21.173185,,32.540001000000004,29.68,68.919701,29.504998999999998,27.195,10.51,,101.849998,49.320370000000004,74.639999,35.354702,58.759494999999994,39.303333,40.007374,111.459999,13.46,6.82,15.065607,22.701138,30.446226,21.360001,20.843119,64.250557,54.645584,24.240217,49.895855,45.511108,24.389999,78.050003,42.080242,64.078194,
2007-12-18,23.393507,,18.731794,17.665379,52.637221999999994,26.415112,17.24,18.67,40.78471,76.165993,21.826826,67.98786199999999,55.990002000000004,19.056303,11.67,34.10088,24.924999,14.3325,52.901623,13.285,37.474163,45.695621,21.126066,28.495001000000002,35.360001000000004,,11.7425,21.224439999999998,,33.110001000000004,30.360001,68.88217900000001,28.35,27.469998999999998,10.61,,102.533333,49.437168,75.019997,35.560802,59.459571999999994,39.599205,40.175503000000006,111.260002,13.77,6.7,15.327952,22.38307,30.95808,22.309998999999998,20.88789,64.810448,54.800219999999996,24.368296,50.433696999999995,44.818359,24.93,77.290001,41.929253,63.348946,
2007-12-19,23.653361999999998,,18.572935,17.524527,52.299812,26.128197,17.08,18.5,40.698475,76.555077,22.048698,67.731964,55.5,18.914244,11.51,33.909855,23.66,14.24,52.64400500000001,13.08,37.127258000000005,45.488941,21.12361,28.57,34.5,,11.76,21.331612,,33.759997999999996,30.08,69.642418,29.315001000000002,28.165001,10.66,,104.316666,49.152431,74.690002,35.354702,59.680645,39.65517,39.906513000000004,113.339996,13.74,6.69,15.262367000000001,22.810192,32.228252000000005,22.24,20.587951999999998,65.484116,54.96451999999999,24.429968,50.574764,44.213299,24.82,76.709999,41.721653,63.235287,
2007-12-20,24.266354,,18.723202,17.637821,52.974655000000006,26.013433,17.75,18.862499,41.017573999999996,78.252983,22.172804,67.872276,56.959998999999996,18.866898000000003,11.59,34.066146999999994,24.745001000000002,14.2975,53.00070600000001,13.12,36.948864,45.661171,21.360231,28.205,34.91,,11.83,21.396845000000003,,34.75,30.385,71.003357,29.01,28.98,10.75,,107.209999,49.159737,75.629997,35.387935999999996,60.058310999999996,39.895084000000004,39.3685,114.93,13.64,6.84,15.229576000000002,22.955597,32.920227000000004,22.959999,21.035614000000002,65.842804,55.138481000000006,24.486887,51.236053000000005,45.204193,24.99,77.279999,42.467186,63.500477000000004,
2007-12-21,24.779392,,19.126778,17.839920000000003,53.394138,26.405540000000002,17.620001000000002,18.92,41.414291,79.110748,22.379637,69.597351,57.669998,18.927774,11.83,33.89249,24.0,14.3325,53.902386,13.195,36.691181,45.59227,21.633831,28.395,35.544998,,11.905,21.64846,,34.744999,30.940001000000002,71.988884,29.334999,30.825001,10.59,,108.480003,49.670811,76.68,36.052757,60.739952,40.326893,39.778725,115.379997,13.5,6.98,15.242695999999999,23.519033,33.251984,23.99,23.766342,66.673927,56.50124,24.676634,52.011955,46.30032,24.92,77.860001,43.014542,64.172882,
2007-12-24,24.639477,,19.470245000000002,17.867476,53.257355000000004,26.386419,17.950001,19.2775,41.535027,79.340652,22.353315,69.787231,58.41,18.954838,11.47,33.799877,24.155001000000002,14.3975,54.00146899999999,13.4,36.671356,45.695621,21.843342,28.495001000000002,36.154999,,11.9225,21.858143,,35.525002,31.209999,72.354912,29.74,30.120001000000002,10.52,,111.26666999999999,49.554001,76.699997,36.225601,61.449238,40.222946,40.175503000000006,115.900002,13.75,6.98,15.301718,23.555386,33.744892,24.290001,23.506706,66.630196,56.230633,25.141514,51.914970000000004,46.449394,24.91,78.370003,43.189304,63.850882999999996,
2007-12-26,24.96596,,19.453075,17.723566,53.640373,26.367289000000003,18.15,19.4175,40.96582,79.208038,22.248009,69.671677,59.34,18.914244,11.86,33.533596,24.209999,14.465,54.090637,13.535,37.117354999999996,46.126225,21.838413,28.865,37.005001,,11.7675,21.965313000000002,,35.639998999999996,31.24,71.801132,29.639999,30.575001,10.56,,111.74666599999999,49.327667,76.699997,36.105934000000005,61.440002,40.510818,39.9603,117.41999799999999,13.87,6.93,15.216454999999998,23.65535,34.304138,24.65,23.658909,66.910149,57.1488,24.686121,51.976673,46.48447,24.780001000000002,79.629997,42.792545000000004,63.576243999999996,
2007-12-27,24.746086,,19.517475,17.447969,52.691948,25.898664,17.139999,19.0975,40.845089,77.589729,21.913313,69.89451600000001,58.330002,18.528658,11.71,33.301571,23.575001,14.2075,53.902386,13.675,36.988506,45.773129,21.6285,28.129998999999998,36.75,,11.635,21.578571,,34.91,31.014999,70.965836,29.76,29.795,10.2,,109.853333,49.159737,76.099998,35.820076,61.476836999999996,40.190945,39.388676000000004,114.849998,13.8,6.73,15.032808,23.600826,34.209354,24.120001000000002,23.417175,66.207207,55.853694999999995,24.548553,51.456474,46.116172999999996,23.84,78.949997,42.613068,62.89435600000001,
2007-12-28,24.979286,,19.534643,17.524527,52.774029000000006,26.262087,17.15,19.129998999999998,40.586349,77.908112,22.063738,70.117355,57.84,18.379832999999998,11.72,33.31897,23.5,14.395,54.100547999999996,13.78,37.266014,45.575072999999996,21.771584,28.004998999999998,36.465,,11.545,21.587887,,34.825001,31.025,71.3694,29.219998999999998,30.045,10.25,,108.379997,49.196239,75.550003,35.933083,60.739952,40.158962,39.482826,115.290001,14.05,6.63,15.019695,23.746222,33.744892,24.43,23.524608999999998,66.541084,56.240292000000004,24.752537,51.385944,46.317859999999996,23.469998999999998,79.43,42.613068,62.93224,
2007-12-31,24.479567000000003,,19.264162,17.193813000000002,52.646351,25.956039,16.68,18.7575,40.051636,77.58090200000001,21.830583999999998,68.986588,56.919998,17.940120999999998,11.63,33.498787,23.105,14.1,53.23850600000001,13.72,37.662471999999994,45.557823,21.645765,28.174999,36.5,,11.4975,21.438782,,34.32,30.700001,70.684242,29.315001000000002,29.629998999999998,10.05,,107.66666399999998,48.699757,75.529999,35.494301,60.343853,40.198956,39.079315,113.800003,14.06,6.71,14.908195000000001,23.646263,33.185627000000004,24.15,23.515660999999998,65.65365600000001,55.747375,24.287651,51.315403,45.739105,23.23,79.07,42.528048999999996,62.648117000000006,
2008-01-02,24.186398,,19.126778,17.089695000000003,51.652336,25.707386,16.469998999999998,18.877501000000002,40.189629,76.93534100000001,21.732805,71.627838,55.869999,17.885361,11.41,32.831718,23.15,14.18,53.66457,13.79,37.662471999999994,44.748287,21.258444,27.745001000000002,36.575001,,11.3,21.126589000000003,,33.755001,29.635,73.321648,29.09,29.780001000000002,9.98,,107.98333000000001,48.122944,75.010002,34.93586,58.870026,39.681881,38.581661,112.099998,13.88,6.6,15.026248999999998,23.200966,32.228252000000005,23.559998999999998,22.969513,64.66954,53.930374,23.955593,49.966384999999995,45.747871,23.15,76.75,41.300003000000004,62.780716000000005,
2008-01-03,23.946533,,19.242701,16.985585999999998,52.172138000000004,25.583063,16.549999,19.2775,39.404819,77.819649,22.041178,72.791664,56.299999,17.871679,11.39,32.947720000000004,24.924999,14.0525,53.030434,13.69,38.039093,44.877468,21.441001999999997,27.805,37.264998999999996,,11.425,21.848825,,35.165001000000004,29.780001000000002,75.668076,29.5,29.555,10.0,,107.25,48.13755,75.040001,35.228390000000005,58.897667000000006,39.882309,38.548031,112.370003,13.67,6.39,15.203342999999998,22.882898,32.266174,23.52,22.835209,64.871643,55.099823,23.837006,50.195629,45.318191999999996,21.440001000000002,77.790001,41.687305,62.847004000000005,
2008-01-04,23.166973000000002,,18.804773,17.083576,51.041344,24.942289000000002,16.5,18.6525,38.637238,77.43937700000001,21.6952,72.436729,55.220001,17.625263,11.31,32.640293,24.825001,13.9275,52.723263,13.725,38.108486,44.334915,20.905659,27.465,36.759997999999996,,11.3275,21.387526,,35.560001,29.459999,74.588722,28.68,28.555,9.38,,101.666664,48.071835,73.349998,34.437263,58.262066000000004,39.42535,38.231964000000005,108.709999,13.69,6.35,14.973783,22.25584,31.3088,22.49,22.181625,63.492146,54.065684999999995,23.704178,49.375656,45.651413,21.5,77.510002,40.884361,62.979591000000006,
2008-01-07,23.546754999999997,,19.053793,17.607195,52.819621999999995,25.057056,16.139999,17.872498999999998,39.146076,78.951584,22.413486,74.574516,59.220001,17.823760999999998,11.53,32.361851,25.245001000000002,14.285,54.130280000000006,13.97,37.563362,44.567886,20.375246,28.299999,38.790001000000004,,11.3325,22.230911,,35.255001,29.469998999999998,76.55036199999999,29.445,28.405001000000002,9.47,,99.993332,48.816565999999995,74.970001,36.265491,59.505611,39.898342,38.951546,111.93,14.14,6.51,15.236132999999999,22.519382,31.365686,23.25,21.787682999999998,63.887527,55.012840000000004,24.097908,50.151543,47.475365000000004,20.940001000000002,78.279999,41.866791,65.02523000000001,
2008-01-08,23.513447,,19.599049,18.069576,53.202633,25.372657999999998,15.34,17.8125,39.956768,78.244148,22.909887,73.196106,55.970001,18.234447,10.98,33.475578000000006,24.805,14.35,54.516707999999994,14.2,37.573260999999995,44.300407,19.918842,29.315001000000002,38.174999,,11.275,21.830187,,34.055,30.110001,76.888237,29.75,28.375,11.39,,90.57666800000001,48.874989,75.980003,37.26936,60.868904,39.601719,40.121704,109.510002,14.22,6.35,15.39355,22.61026,31.346728999999996,23.040001,21.926462,63.615147,54.97419,23.813288,49.560787,46.712463,21.860001,79.709999,42.093506,63.68989200000001,
2008-01-09,23.57341,,19.775074,18.384970000000003,53.257355000000004,26.003872,15.93,17.647499,41.095196,78.023064,24.132095,75.16055300000001,58.400002,18.535614000000002,10.98,33.974453000000004,25.75,14.54,55.844448,13.665,37.880508,45.844967,20.01012,29.395,37.540001000000004,,11.455,22.59902,,34.165001000000004,30.514999,80.520538,29.825001,30.225,11.05,,87.879997,49.502888,77.959999,37.801208,62.388763,40.691975,40.686603999999996,108.550003,14.84,6.52,15.688692000000001,23.110086,31.526827,24.01,22.078663,62.341106,53.611427,23.7279,49.543163,47.563057,21.709999,80.110001,43.27433,64.030838,
2008-01-10,24.632813,,20.054138000000002,18.406414,53.977787,26.166449,15.26,17.174999,41.017573999999996,78.146851,23.710911,73.889412,59.18,18.432942999999998,11.7,35.204182,26.4,14.8975,55.784996,13.68,38.167934,46.569782000000004,20.372774,29.615,36.705002,,11.46,22.468552,,34.869999,30.764999,79.844757,30.195,35.009997999999996,11.18,,89.209999,49.58321,77.970001,37.794559,62.057190000000006,40.732037,40.666439000000004,109.5,15.1,7.31,15.793626999999999,23.3918,32.607422,24.75,22.239822,61.190056000000006,54.133334999999995,23.372122,49.454987,47.194759000000005,22.360001,80.029999,43.727740999999995,64.883186,
2008-01-11,23.986511,,20.311743,18.736973000000003,53.266464,26.635073,14.77,16.6875,41.069313,77.492447,23.959107999999997,75.284355,59.02,18.124929,11.74,35.534817,27.135,14.4275,54.546429,13.385,37.910252,46.431721,19.664735999999998,29.540001,35.674999,,11.4675,22.682892000000002,,35.18,30.469998999999998,79.103279,29.91,35.255001,10.82,,87.39666700000001,49.561306,78.550003,37.767975,62.453289,40.146846999999994,40.720238,108.690002,15.4,7.13,15.754283,23.037385999999998,31.669003999999997,24.290001,22.015989,63.351551,53.147518000000005,22.840834,49.296288,47.580593,22.6,78.699997,44.067822,66.246941,
2008-01-14,24.412937,,20.277388000000002,18.560451999999998,52.746666000000005,26.568127,14.7,17.0175,41.336684999999996,76.34285,23.940306,75.597992,59.98,18.474014,11.93,35.430412,26.99,14.36,55.537289,13.55,38.009365,46.302292,19.69681,29.344998999999998,35.41,,11.61,22.440594,,34.5,30.674999,81.63745899999999,30.225,35.084998999999996,11.36,,88.56333199999999,49.612404,77.849998,38.013954,61.808464,39.802135,40.202404,110.019997,15.04,7.04,15.721485999999999,23.437246,31.934401,24.540001,22.132385,63.667866000000004,53.766071,22.855057000000002,48.86425,47.229836,22.41,80.43,43.387688,65.14836899999999,
2008-01-15,23.979848999999998,,19.693495000000002,18.479923,51.314910999999995,26.338597999999998,13.96,16.5375,40.862331,74.07016,23.846289000000002,75.35865,59.310001,17.864828,11.51,34.769131,26.74,13.2,53.912285,13.365,38.227406,45.059746000000004,19.694345000000002,28.865,35.615002000000004,,11.625,22.002589999999998,,33.555,30.815001000000002,81.111847,30.695,35.005001,11.16,,85.40666999999999,49.473690000000005,76.050003,37.621722999999996,60.445175,38.808075,39.126408000000005,108.309998,14.96,6.83,15.472253,23.191876999999998,31.6311,24.15,21.899593,62.481655,52.915562,22.992632,48.449844,45.826794,22.73,80.769997,42.726414,64.097107,
2008-01-16,23.766634,,20.157175,18.736973000000003,53.111435,26.568127,14.22,16.870001000000002,40.957203,73.804886,24.410391,76.21704100000001,59.990002000000004,17.673176,12.05,35.233191999999995,27.33,12.9125,55.368839,13.855,38.385975,45.46529,19.612923000000002,28.715,36.125,,11.7825,22.188976,,33.310001,31.34,81.03675799999999,30.084999,34.575001,11.5,,88.349998,49.875259,76.309998,37.276012,62.56381999999999,38.816082,39.240719,108.16999799999999,15.35,7.32,15.347632999999998,23.374132,32.323048,24.43,21.778728,61.286705000000005,52.954207999999994,22.883523999999998,48.740809999999996,46.73,23.700001,77.459999,43.774986,64.040306,
2008-01-17,23.553423000000002,,20.024079999999998,18.5047,51.8256,26.099505999999998,13.5,16.735001,40.89682,72.876343,23.613121,73.947197,61.049999,17.016081,12.35,34.687923,27.809998999999998,12.9875,52.792625,13.52,38.029175,44.585152,19.02084,28.045,35.474998,,11.7675,22.00725,,32.689999,31.32,79.09389499999999,29.27,34.0,11.98,,87.11333499999999,49.524788,74.650002,36.458282000000004,61.375530000000005,38.33511,36.900402,104.300003,15.21,7.36,15.059045999999999,22.781797,32.190346000000005,24.33,21.393742,60.29381899999999,51.987724,22.930964000000003,47.929646000000005,46.589698999999996,23.52,76.400002,42.849224,64.116051,
2008-01-18,22.427387,,20.002619,18.405602,51.150757,25.401346,13.4,16.545,40.922703000000006,73.291962,23.752272,72.321159,59.91,16.755978,12.13,34.519718,27.375,13.1775,51.395523,13.185,37.404781,44.576523,18.988770000000002,27.76,34.599998,,11.6275,21.513334,,32.09,31.450001,79.168976,28.715,33.884997999999996,11.39,,87.356667,48.400391,74.940002,35.707054,59.68985,37.669734999999996,35.858021,100.889999,15.1,7.15,14.75734,22.180367999999998,30.920164,24.6,20.632715,57.868694,50.277035,22.94519,47.964912,45.011276,22.83,73.230003,42.405228,63.775127000000005,
