Date,AIV,AMT,ARE,AVB,BXP,CBRE,CCI,DLR,DRE,EQIX,EQR,ESS,EXR,FRT,GGP,HCP,HST,IRM,KIM,MAA,MAC,O,PLD,PSA,REG,SBAC,SLG,SPG,UDR,VNO,VTR,WELL,WY
2018-02-27,38.43,140.699997,119.948402,154.651733,118.719002,,109.326118,99.34124,24.83,391.209991,55.325428,220.06636,84.12688399999999,112.51273300000001,21.059998999999998,21.75,18.49,30.500408,14.85,85.589996,57.849998,49.150997,59.902802,190.98509199999998,57.91,163.199997,95.889999,153.929993,33.580002,66.400002,48.91,0.145,34.937897
2018-02-28,38.66,139.330002,120.41493999999999,154.59226999999998,118.08323700000001,,109.02892299999999,99.677986,24.77,392.100006,55.72180899999999,222.05046099999998,84.29538000000001,112.96881100000002,21.17,21.639999,18.559998999999998,30.903151,14.96,85.82,58.939999,49.18,60.220375,192.489838,58.110001000000004,157.270004,96.91999799999999,153.509995,33.619999,66.470001,48.32,52.5,34.709998999999996
2018-03-01,38.48,135.369995,121.695419,153.631149,117.218994,,105.076302,97.95461999999999,24.75,386.290009,55.810997,222.189346,85.09819,114.96167,21.190001000000002,21.93,18.41,31.070142999999998,15.16,85.910004,59.130001,49.610001000000004,60.260075,194.14309699999998,58.330002,154.96000700000002,96.66999799999999,154.940002,33.700001,66.300003,49.580002,52.650002,34.360001000000004
2018-03-02,38.41,134.0,122.57885700000001,152.491669,118.14283799999998,,103.580444,97.28112,24.59,381.820007,55.45425,220.45326200000002,84.29538000000001,115.368179,21.059998999999998,21.84,18.440001000000002,30.991558,15.29,85.68,59.040001000000004,49.73,59.763863,193.04422,58.93,152.91000400000001,97.849998,155.520004,33.380001,66.389999,49.860001000000004,52.93,34.650002
2018-03-05,38.759997999999996,136.809998,124.06778700000001,154.651733,120.55675500000001,,106.71084599999999,99.400665,24.98,388.51001,55.959644,223.915512,85.45500200000001,115.516907,21.35,22.26,18.120001000000002,31.531822,15.14,86.75,59.16,50.310001,60.627269999999996,195.370667,58.720001,156.679993,98.410004,157.46000700000002,33.669998,67.220001,50.77,54.07,34.009997999999996
2018-03-06,38.619999,138.880005,124.484695,154.532822,121.291855,,106.720757,100.212822,24.940001000000002,391.619995,56.375847,228.221008,85.484734,115.963066,21.360001,22.290001,18.200001,31.81669,14.96,86.220001,59.18,50.540001000000004,61.133407999999996,196.172531,58.950001,156.5,99.83000200000001,157.630005,33.880001,67.599998,50.450001,52.860001000000004,34.23
2018-03-07,38.82,140.0,124.85195900000001,156.663147,121.92761999999999,,106.591972,102.074852,25.190001000000002,391.380005,57.307354000000004,229.639633,85.425262,116.28034199999999,21.25,22.629998999999998,18.540001,32.131027,15.21,86.699997,59.27,50.849998,61.450981000000006,196.024033,58.849998,158.770004,100.08000200000001,155.919998,34.150002,67.639999,51.220001,53.970001,34.279999
2018-03-08,39.0,142.740005,124.71298999999999,158.040421,121.50046499999999,,109.207237,102.728546,25.440001000000002,389.420013,57.743373999999996,232.288406,86.27763399999999,116.19110900000001,21.110001,22.860001,18.610001,32.131027,15.14,87.029999,58.779999,50.580002,61.907501,197.805984,58.959998999999996,164.21000700000002,99.470001,156.279999,34.48,67.620003,50.52,53.57,34.470001
2018-03-09,39.990002000000004,143.580002,125.050491,159.942856,122.801804,,109.95021100000001,102.154083,25.76,395.160004,58.972168,235.63162200000002,87.407516,115.32852199999999,21.129998999999998,22.6,18.91,32.661469,14.48,89.360001,58.02,50.869999,63.207577,197.954483,59.099998,166.490005,99.610001,156.570007,35.240002000000004,68.209999,49.689999,53.560001,34.860001000000004
2018-03-12,40.040001000000004,145.080002,125.100113,160.061752,124.728958,,110.34646599999999,103.35251600000001,25.73,395.350006,58.962256999999994,236.841919,86.78310400000001,116.32,21.360001,23.120001000000002,18.73,32.425715999999994,14.69,89.339996,58.099998,51.25,63.078564,197.41000400000001,59.119999,168.91000400000001,99.790001,156.740005,35.32,68.360001,50.380001,54.73,35.119999
