date_,IC4WSA
2010-05-01,462000.0
2010-05-08,455000.0
2010-05-15,456250.0
2010-05-22,459750.0
2010-05-29,461500.0
2010-06-05,463500.0
2010-06-12,461750.0
2010-06-19,459000.0
2010-06-26,460500.0
2010-07-03,459250.0
2010-07-10,452250.0
2010-07-17,454750.0
2010-07-24,455000.0
2010-07-31,460500.0
2010-08-07,471500.0
2010-08-14,477500.0
2010-08-21,477250.0
2010-08-28,475000.0
2010-09-04,467250.0
2010-09-11,456750.0
2010-09-18,455500.0
2010-09-25,453500.0
2010-10-02,452000.0
2010-10-09,455750.0
2010-10-16,452000.0
2010-10-23,445250.0
2010-10-30,447000.0
2010-11-06,440750.0
2010-11-13,437750.0
2010-11-20,431500.0
2010-11-27,426250.0
2010-12-04,424750.0
2010-12-11,423000.0
2010-12-18,427250.0
2010-12-25,420250.0
2011-01-01,416500.0
2011-01-08,418750.0
2011-01-15,418000.0
2011-01-22,428500.0
2011-01-29,430250.0
2011-02-05,422250.0
2011-02-12,423250.0
2011-02-19,410250.0
2011-02-26,401500.0
2011-03-05,404500.0
2011-03-12,399250.0
2011-03-19,402500.0
2011-03-26,406000.0
2011-04-02,401250.0
2011-04-09,404250.0
2011-04-16,403000.0
2011-04-23,408750.0
2011-04-30,427000.0
2011-05-07,431750.0
2011-05-14,434750.0
2011-05-21,435000.0
2011-05-28,422500.0
2011-06-04,419500.0
2011-06-11,419250.0
2011-06-18,417500.0
2011-06-25,418250.0
2011-07-02,417000.0
2011-07-09,415750.0
2011-07-16,416750.0
2011-07-23,414250.0
2011-07-30,411250.0
2011-08-06,410500.0
2011-08-13,407750.0
2011-08-20,408750.0
2011-08-27,409500.0
2011-09-03,411750.0
2011-09-10,416750.0
2011-09-17,418500.0
2011-09-24,417750.0
2011-10-01,415500.0
2011-10-08,410750.0
2011-10-15,404000.0
2011-10-22,403250.0
2011-10-29,401750.0
2011-11-05,397250.0
2011-11-12,394250.0
2011-11-19,389750.0
2011-11-26,389250.0
2011-12-03,388000.0
2011-12-10,384250.0
2011-12-17,380000.0
2011-12-24,377250.0
2011-12-31,374500.0
2012-01-07,398750.0
2012-01-14,384500.0
2012-01-21,378750.0
2012-01-28,377750.0
2012-02-04,372000.0
2012-02-11,370500.0
2012-02-18,365000.0
2012-02-25,363250.0
2012-03-03,365000.0
2012-03-10,367000.0
2012-03-17,369250.0
2012-03-24,368750.0
2012-03-31,364500.0
2012-04-07,369000.0
2012-04-14,372250.0
2012-04-21,378250.0
2012-04-28,381750.0
2012-05-05,378250.0
2012-05-12,375250.0
2012-05-19,371250.0
2012-05-26,373500.0
2012-06-02,374500.0
2012-06-09,378000.0
2012-06-16,381250.0
2012-06-23,381000.0
2012-06-30,379750.0
2012-07-07,374000.0
2012-07-14,375500.0
2012-07-21,372500.0
2012-07-28,372500.0
2012-08-04,375250.0
2012-08-11,370000.0
2012-08-18,372000.0
2012-08-25,373250.0
2012-09-01,373250.0
2012-09-08,379250.0
2012-09-15,383250.0
2012-09-22,383250.0
2012-09-29,384500.0
2012-10-06,373750.0
2012-10-13,372250.0
2012-10-20,371500.0
2012-10-27,368500.0
2012-11-03,372250.0
2012-11-10,387250.0
2012-11-17,395250.0
2012-11-24,401250.0
2012-12-01,403750.0
2012-12-08,377250.0
2012-12-15,364750.0
2012-12-22,358250.0
2012-12-29,355000.0
2013-01-05,369750.0
2013-01-12,363750.0
2013-01-19,352000.0
2013-01-26,353000.0
2013-02-02,352500.0
2013-02-09,353250.0
2013-02-16,359000.0
2013-02-23,353000.0
2013-03-02,347750.0
2013-03-09,346750.0
2013-03-16,342000.0
2013-03-23,346000.0
2013-03-30,354750.0
2013-04-06,358750.0
2013-04-13,362000.0
2013-04-20,358250.0
2013-04-27,347250.0
2013-05-04,341250.0
2013-05-11,342250.0
2013-05-18,342250.0
2013-05-25,347750.0
2013-06-01,350500.0
2013-06-08,344750.0
2013-06-15,347250.0
2013-06-22,345750.0
2013-06-29,344250.0
2013-07-06,347750.0
2013-07-13,345500.0
2013-07-20,347500.0
2013-07-27,346000.0
2013-08-03,343000.0
2013-08-10,338750.0
2013-08-17,335000.0
2013-08-24,335500.0
2013-08-31,332000.0
2013-09-07,325250.0
2013-09-14,321000.0
2013-09-21,315500.0
2013-09-28,314000.0
2013-10-05,331000.0
2013-10-12,342250.0
2013-10-19,351500.0
2013-10-26,358500.0
2013-11-02,352000.0
2013-11-09,345000.0
2013-11-16,340000.0
2013-11-23,332250.0
2013-11-30,324750.0
2013-12-07,328250.0
2013-12-14,336500.0
2013-12-21,341000.0
2013-12-28,346000.0
2014-01-04,338000.0
2014-01-11,326000.0
2014-01-18,323500.0
2014-01-25,326250.0
2014-02-01,329250.0
2014-02-08,335250.0
2014-02-15,337750.0
2014-02-22,337500.0
2014-03-01,334250.0
2014-03-08,330500.0
2014-03-15,327500.0
2014-03-22,320500.0
2014-03-29,323250.0
2014-04-05,320250.0
2014-04-12,317250.0
2014-04-19,321000.0
2014-04-26,324000.0
2014-05-03,327000.0
2014-05-10,325250.0
2014-05-17,324500.0
2014-05-24,315000.0
2014-05-31,312000.0
2014-06-07,315750.0
2014-06-14,312750.0
2014-06-21,315250.0
2014-06-28,314500.0
2014-07-05,310750.0
2014-07-12,308750.0
2014-07-19,303500.0
2014-07-26,301750.0
2014-08-02,299750.0
2014-08-09,300500.0
2014-08-16,302250.0
2014-08-23,301250.0
2014-08-30,302750.0
2014-09-06,302000.0
2014-09-13,298250.0
2014-09-20,296750.0
2014-09-27,293750.0
2014-10-04,290250.0
2014-10-11,288250.0
2014-10-18,287500.0
2014-10-25,287750.0
2014-11-01,284750.0
2014-11-08,287500.0
2014-11-15,288250.0
2014-11-22,292000.0
2014-11-29,295000.0
2014-12-06,294750.0
2014-12-13,293000.0
2014-12-20,285500.0
2014-12-27,284000.0
2015-01-03,285000.0
2015-01-10,288750.0
2015-01-17,294250.0
2015-01-24,288250.0
2015-01-31,286750.0
2015-02-07,286750.0
2015-02-14,284250.0
2015-02-21,295250.0
2015-02-28,303000.0
2015-03-07,301750.0
2015-03-14,302750.0
2015-03-21,297750.0
2015-03-28,285500.0
2015-04-04,283250.0
2015-04-11,284750.0
2015-04-18,287250.0
2015-04-25,287000.0
2015-05-02,282500.0
2015-05-09,275750.0
2015-05-16,271250.0
2015-05-23,274750.0
2015-05-30,276500.0
2015-06-06,279000.0
2015-06-13,276500.0
2015-06-20,275000.0
2015-06-27,275250.0
2015-07-04,278500.0
2015-07-11,282000.0
2015-07-18,279250.0
2015-07-25,276750.0
2015-08-01,271000.0
2015-08-08,268750.0
2015-08-15,271750.0
2015-08-22,273250.0
2015-08-29,275250.0
2015-09-05,274250.0
2015-09-12,270500.0
2015-09-19,269000.0
2015-09-26,267250.0
2015-10-03,266500.0
2015-10-10,266750.0
2015-10-17,266000.0
2015-10-24,264000.0
2015-10-31,266000.0
2015-11-07,268750.0
2015-11-14,271500.0
2015-11-21,271000.0
2015-11-28,269000.0
2015-12-05,270500.0
2015-12-12,269000.0
2015-12-19,268750.0
2015-12-26,271500.0
2016-01-02,270000.0
2016-01-09,272250.0
2016-01-16,280000.0
2016-01-23,277500.0
2016-01-30,281750.0
2016-02-06,279250.0
2016-02-13,273500.0
2016-02-20,274750.0
2016-02-27,269750.0
2016-03-05,268000.0
2016-03-12,267000.0
2016-03-19,265750.0
2016-03-26,266500.0
2016-04-02,270250.0
2016-04-09,269500.0
2016-04-16,267000.0
2016-04-23,263000.0
2016-04-30,264000.0
2016-05-07,270750.0
2016-05-14,276750.0
2016-05-21,279500.0
2016-05-28,275750.0
2016-06-04,270500.0
2016-06-11,268500.0
2016-06-18,267000.0
2016-06-25,267000.0
2016-07-02,264750.0
2016-07-09,259750.0
2016-07-16,259000.0
2016-07-23,258250.0
2016-07-30,260500.0
2016-08-06,263000.0
2016-08-13,263750.0
2016-08-20,263750.0
2016-08-27,262000.0
2016-09-03,259500.0
2016-09-10,255750.0
2016-09-17,252500.0
2016-09-24,248750.0
2016-10-01,246750.0
2016-10-08,246500.0
2016-10-15,250000.0
2016-10-22,252500.0
2016-10-29,257250.0
2016-11-05,257750.0
2016-11-12,250750.0
2016-11-19,249000.0
2016-11-26,248500.0
2016-12-03,249250.0
2016-12-10,253750.0
2016-12-17,257500.0
2016-12-24,255500.0
2016-12-31,252000.0
2017-01-07,248250.0
2017-01-14,244250.0
2017-01-21,243500.0
2017-01-28,247500.0
2017-02-04,247250.0
2017-02-11,248250.0
2017-02-18,247000.0
2017-02-25,242250.0
2017-03-04,245750.0
2017-03-11,244750.0
2017-03-18,248000.0
2017-03-25,252500.0
2017-04-01,250000.0
2017-04-08,247250.0
2017-04-15,244250.0
2017-04-22,244000.0
2017-04-29,244250.0
2017-05-06,244500.0
2017-05-13,242250.0
2017-05-20,238500.0
2017-05-27,241250.0
2017-06-03,243500.0
2017-06-10,244000.0
2017-06-17,245750.0
2017-06-24,243250.0
2017-07-01,244500.0
2017-07-08,245500.0
2017-07-15,244250.0
2017-07-22,244000.0
2017-07-29,242000.0
2017-08-05,241500.0
2017-08-12,240750.0
2017-08-19,239500.0
2017-08-26,238250.0
2017-09-02,251000.0
2017-09-09,258750.0
2017-09-16,263250.0
2017-09-23,268250.0
2017-09-30,258500.0
2017-10-07,252000.0
2017-10-14,245750.0
2017-10-21,239750.0
2017-10-28,234750.0
2017-11-04,233750.0
2017-11-11,238750.0
2017-11-18,240000.0
2017-11-25,241250.0
2017-12-02,240750.0
2017-12-09,235500.0
2017-12-16,236250.0
2017-12-23,237000.0
2017-12-30,240250.0
2018-01-06,244750.0
2018-01-13,240750.0
2018-01-20,237500.0
2018-01-27,234000.0
2018-02-03,228000.0
2018-02-10,230000.0
2018-02-17,227250.0
2018-02-24,223000.0
2018-03-03,224750.0
2018-03-10,222750.0
2018-03-17,225000.0
2018-03-24,225250.0
2018-03-31,228250.0
2018-04-07,230000.0
2018-04-14,231500.0
2018-04-21,229250.0
2018-04-28,221500.0
2018-05-05,216000.0
2018-05-12,213500.0
2018-05-19,219750.0
2018-05-26,222250.0
2018-06-02,225500.0
