,Price,Allocation,Dollar Value,Shares
VAW,131.869995,-0.062381478539213074,-13723,-104
VCR,158.71000700000005,0.18014620464237383,39632,249
VDC,136.119995,-0.03174282289630092,-6983,-51
VDE,98.0,0.08018352092112807,17640,180
VFH,69.120003,0.030718039862571492,6757,97
VGT,173.220001,0.14297137983118363,31453,181
VHT,154.520004,-0.0656740915367456,-14448,-93
VNQ,74.660004,-0.17936096793155107,-39459,-528
VOX,85.690002,-0.16083996058564817,-35384,-412
VPU,110.339996,0.06290729454828425,13839,125
