,Price,Allocation,Dollar Value,Shares
AGG,106.800003,0.09999999749177328,21999,205
BNDX,54.650002,0.09999999896185158,21999,402
EMB,112.410004,0.09999999734275015,21999,195
IBDH,25.110001,0.09999999773096928,21999,876
JNK,36.16,0.09999999836274064,21999,608
LQD,116.959999,0.09999999338633597,21999,188
MUB,108.470001,0.09999999738684873,21999,202
TIP,113.110001,0.09999999888831888,21999,194
VCSH,78.269997,0.09999999600260151,21999,281
XLE,71.410004,0.09999999811552747,21999,308
