,ticker,date_,category,value,instrument_id,data_vendor_id
0,USTREASURY/YIELD,2018-04-18,1 MO,1.67,14,1
1,USTREASURY/YIELD,2018-04-18,3 MO,1.81,14,1
2,USTREASURY/YIELD,2018-04-18,6 MO,2.01,14,1
3,USTREASURY/YIELD,2018-04-18,1 YR,2.17,14,1
4,USTREASURY/YIELD,2018-04-18,2 YR,2.42,14,1
5,USTREASURY/YIELD,2018-04-18,3 YR,2.57,14,1
6,USTREASURY/YIELD,2018-04-18,5 YR,2.73,14,1
7,USTREASURY/YIELD,2018-04-18,7 YR,2.83,14,1
8,USTREASURY/YIELD,2018-04-18,10 YR,2.87,14,1
9,USTREASURY/YIELD,2018-04-18,20 YR,2.95,14,1
10,USTREASURY/YIELD,2018-04-18,30 YR,3.06,14,1
