Date,ABBV,ADBE,ADS,ADSK,AES,AMZN,BA,BBY,BXP,CCI,CCL,CHD,CHTR,CL,COTY,CRM,CTSH,DVN,EA,EL,EQT,ES,ETN,ETR,EVHC,EW,FCX,FE,FFIV,FLR,FLS,GILD,GWW,HCA,HPE,HRS,HUM,IDXX,ILMN,IP,IPG,IPGP,ISRG,LB,LOW,M,MAR,MAT,MGM,MLM,MON,MRK,MSI,MTB,MU,NDAQ,NFLX,NFX,NI,NKTR,NOV,NVDA,PM,PNR,PVH,QRVO,RE,RHT,RL,RRC,SBAC,SPG,SRCL,STX,TRIP,TWX,UA,UAL,UPS,V,VFC,VMC,WDC,WU,WYNN,XRX,XYL
2018-03-09,,0.049999999999262544,,0.04999999999986507,,0.04999999999990262,,,,,,,,,,0.04999999999859491,,-0.029718096341577807,0.049999999996477036,,,,,,0.04999999999990583,0.049999999999661635,,,,,,,0.04999999997393234,,0.049999999999836724,,,0.049999999999593155,,,,,,-0.02028190364612217,,,,,,,,,0.04999999999931947,,0.04999999999921888,,0.049999999999978256,-0.04999999999949744,,0.04999999999997965,,,,,,0.04999999999979618,,0.04999999999985311,,,,,,0.04999999999991836,0.049999999999749474,,,,,,,,,,,,
2018-03-12,,0.049999999999262544,,0.04999999999986507,,0.04999999999990262,,,,,,,,,,0.04999999999859491,,-0.029718096341577807,0.049999999996477036,,,,,,0.04999999999990583,0.049999999999661635,,,,,,,0.04999999997393234,,0.049999999999836724,,,0.049999999999593155,,,,,,-0.02028190364612217,,,,,,,,,0.04999999999931947,,0.04999999999921888,,0.049999999999978256,-0.04999999999949744,,0.04999999999997965,,,,,,0.04999999999979618,,0.04999999999985311,,,,,,0.04999999999991836,0.049999999999749474,,,,,,,,,,,,
2018-03-13,,0.049999999999262544,,0.04999999999986507,,0.04999999999990262,,,,,,,,,,0.04999999999859491,,-0.029718096341577807,0.049999999996477036,,,,,,0.04999999999990583,0.049999999999661635,,,,,,,0.04999999997393234,,0.049999999999836724,,,0.049999999999593155,,,,,,-0.02028190364612217,,,,,,,,,0.04999999999931947,,0.04999999999921888,,0.049999999999978256,-0.04999999999949744,,0.04999999999997965,,,,,,0.04999999999979618,,0.04999999999985311,,,,,,0.04999999999991836,0.049999999999749474,,,,,,,,,,,,
2018-03-14,,0.049999999992419095,,0.04999999999872296,,0.04999999999958541,,,,,,,,,,0.04999999999706643,,,0.021382738485568223,,,,,,0.024481980650314813,0.04999999999890504,,,,,,,0.04999999999694891,,0.04999999999816806,,,0.0499999999991976,,,,,,-0.049999999996933504,,,,,,,,,0.04999999999571933,,0.04999999999959526,,0.04999999999988067,-0.04999999994356538,,0.04999999999990255,,,,,,0.0499999999943806,,0.04999999999921878,,,,,,0.04999999999972303,0.04999999999921327,,,,,,,,0.049999999998831014,,,,
2018-03-15,,0.049999999992419095,,0.04999999999872296,,0.04999999999958541,,,,,,,,,,0.04999999999706643,,,0.021382738485568223,,,,,,0.024481980650314813,0.04999999999890504,,,,,,,0.04999999999694891,,0.04999999999816806,,,0.0499999999991976,,,,,,-0.049999999996933504,,,,,,,,,0.04999999999571933,,0.04999999999959526,,0.04999999999988067,-0.04999999994356538,,0.04999999999990255,,,,,,0.0499999999943806,,0.04999999999921878,,,,,,0.04999999999972303,0.04999999999921327,,,,,,,,0.049999999998831014,,,,
2018-03-16,,0.049999999992419095,,0.04999999999872296,,0.04999999999958541,,,,,,,,,,0.04999999999706643,,,0.021382738485568223,,,,,,0.024481980650314813,0.04999999999890504,,,,,,,0.04999999999694891,,0.04999999999816806,,,0.0499999999991976,,,,,,-0.049999999996933504,,,,,,,,,0.04999999999571933,,0.04999999999959526,,0.04999999999988067,-0.04999999994356538,,0.04999999999990255,,,,,,0.0499999999943806,,0.04999999999921878,,,,,,0.04999999999972303,0.04999999999921327,,,,,,,,0.049999999998831014,,,,
2018-03-19,,0.049999999992419095,,0.04999999999872296,,0.04999999999958541,,,,,,,,,,0.04999999999706643,,,0.021382738485568223,,,,,,0.024481980650314813,0.04999999999890504,,,,,,,0.04999999999694891,,0.04999999999816806,,,0.0499999999991976,,,,,,-0.049999999996933504,,,,,,,,,0.04999999999571933,,0.04999999999959526,,0.04999999999988067,-0.04999999994356538,,0.04999999999990255,,,,,,0.0499999999943806,,0.04999999999921878,,,,,,0.04999999999972303,0.04999999999921327,,,,,,,,0.049999999998831014,,,,
2018-03-20,,0.049999999992419095,,0.04999999999872296,,0.04999999999958541,,,,,,,,,,0.04999999999706643,,,0.021382738485568223,,,,,,0.024481980650314813,0.04999999999890504,,,,,,,0.04999999999694891,,0.04999999999816806,,,0.0499999999991976,,,,,,-0.049999999996933504,,,,,,,,,0.04999999999571933,,0.04999999999959526,,0.04999999999988067,-0.04999999994356538,,0.04999999999990255,,,,,,0.0499999999943806,,0.04999999999921878,,,,,,0.04999999999972303,0.04999999999921327,,,,,,,,0.049999999998831014,,,,
2018-03-21,,0.04999999999978094,,0.049999999999730774,,0.04999999999988391,,,,,,,,,,,,,0.03349717396780458,,,,,,,0.049999999999620834,,,,,,,0.04999999999973419,,0.04999999999963416,,,0.0499999999997557,,,,,,-0.04999999999987336,,,,,,,,,0.04999999999949993,,0.04999999999991671,,0.04999999999996409,-0.04999999997250756,,0.04999999999997575,,0.018222834606806185,,,,,0.04742772650098963,0.04999999999980738,,,,,,0.049999999999935214,0.04999999999571404,,,,,,,,0.04999999999972108,,,,0.04999999999511384
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
