Date,ABBV,ADBE,ADS,ADSK,AES,AMZN,BA,BBY,BXP,CCI,CCL,CHD,CHTR,CL,COTY,CRM,CTSH,DVN,EA,EL,EQT,ES,ETN,ETR,EVHC,EW,FCX,FE,FFIV,FLR,FLS,GILD,GWW,HCA,HPE,HRS,HUM,IDXX,ILMN,IP,IPG,IPGP,ISRG,LB,LOW,M,MAR,MAT,MGM,MLM,MON,MRK,MSI,MTB,MU,NDAQ,NFLX,NFX,NI,NKTR,NOV,NVDA,PM,PNR,PVH,QRVO,RE,RHT,RL,RRC,SBAC,SPG,SRCL,STX,TRIP,TWX,UA,UAL,UPS,V,VFC,VMC,WDC,WU,WYNN,XRX,XYL
2018-01-10,,,0.04745992396872644,,0.04515710731206447,,,0.017422080340261,0.014578345089085737,,0.03702706877320471,,,,,,,,,,,0.04636042508966192,0.04891500870685175,,0.04962901697718164,,,,,,,,,,,,0.014276101752542382,,0.048487944914463434,,,,0.020140455892266967,-0.012056120679270482,,-0.020175934429766767,0.03175552908832811,,,0.04934350033499439,,,,,,,0.030897459518438804,,,,,,0.04873589583684485,0.048103324774765255,,,,,0.04868605357164654,,,,,,,,-0.03190638258649426,0.03158528719972791,,,,,,0.04750606492846663,,,
2018-01-11,,,0.04745992396872644,,0.04515710731206447,,,0.017422080340261,0.014578345089085737,,0.03702706877320471,,,,,,,,,,,0.04636042508966192,0.04891500870685175,,0.04962901697718164,,,,,,,,,,,,0.014276101752542382,,0.048487944914463434,,,,0.020140455892266967,-0.012056120679270482,,-0.020175934429766767,0.03175552908832811,,,0.04934350033499439,,,,,,,0.030897459518438804,,,,,,0.04873589583684485,0.048103324774765255,,,,,0.04868605357164654,,,,,,,,-0.03190638258649426,0.03158528719972791,,,,,,0.04750606492846663,,,
2018-01-12,,,0.04745992396872644,,0.04515710731206447,,,0.017422080340261,0.014578345089085737,,0.03702706877320471,,,,,,,,,,,0.04636042508966192,0.04891500870685175,,0.04962901697718164,,,,,,,,,,,,0.014276101752542382,,0.048487944914463434,,,,0.020140455892266967,-0.012056120679270482,,-0.020175934429766767,0.03175552908832811,,,0.04934350033499439,,,,,,,0.030897459518438804,,,,,,0.04873589583684485,0.048103324774765255,,,,,0.04868605357164654,,,,,,,,-0.03190638258649426,0.03158528719972791,,,,,,0.04750606492846663,,,
2018-01-16,,,0.04745992396872644,,0.04515710731206447,,,0.017422080340261,0.014578345089085737,,0.03702706877320471,,,,,,,,,,,0.04636042508966192,0.04891500870685175,,0.04962901697718164,,,,,,,,,,,,0.014276101752542382,,0.048487944914463434,,,,0.020140455892266967,-0.012056120679270482,,-0.020175934429766767,0.03175552908832811,,,0.04934350033499439,,,,,,,0.030897459518438804,,,,,,0.04873589583684485,0.048103324774765255,,,,,0.04868605357164654,,,,,,,,-0.03190638258649426,0.03158528719972791,,,,,,0.04750606492846663,,,
2018-01-17,,,,,,,0.021286476321189948,0.04999999997371179,,0.04117162318868725,,,,,,,,,,,,0.04999999978915019,0.04999999998934435,,0.049999999991322146,,,,,,,,,,,,0.04999999998766605,,0.0355091898310034,,,0.03345507117357644,0.0499999999909485,-0.04931827782735976,0.028045210026129967,,0.02242855274271684,,,0.04999999998090228,,0.04392905135197666,,,,,0.04999999999268517,,,,,,0.04999999998642661,0.0499999999848992,,,,,0.012011958390815954,,0.04999999998054762,,,,,,-0.04999999999867664,0.049999999987743106,0.04851029715745097,,,,,,,,
2018-01-18,,,,,,,0.021286476321189948,0.04999999997371179,,0.04117162318868725,,,,,,,,,,,,0.04999999978915019,0.04999999998934435,,0.049999999991322146,,,,,,,,,,,,0.04999999998766605,,0.0355091898310034,,,0.03345507117357644,0.0499999999909485,-0.04931827782735976,0.028045210026129967,,0.02242855274271684,,,0.04999999998090228,,0.04392905135197666,,,,,0.04999999999268517,,,,,,0.04999999998642661,0.0499999999848992,,,,,0.012011958390815954,,0.04999999998054762,,,,,,-0.04999999999867664,0.049999999987743106,0.04851029715745097,,,,,,,,
2018-01-19,,,,,,,0.021286476321189948,0.04999999997371179,,0.04117162318868725,,,,,,,,,,,,0.04999999978915019,0.04999999998934435,,0.049999999991322146,,,,,,,,,,,,0.04999999998766605,,0.0355091898310034,,,0.03345507117357644,0.0499999999909485,-0.04931827782735976,0.028045210026129967,,0.02242855274271684,,,0.04999999998090228,,0.04392905135197666,,,,,0.04999999999268517,,,,,,0.04999999998642661,0.0499999999848992,,,,,0.012011958390815954,,0.04999999998054762,,,,,,-0.04999999999867664,0.049999999987743106,0.04851029715745097,,,,,,,,
2018-01-22,,,,,,,0.021286476321189948,0.04999999997371179,,0.04117162318868725,,,,,,,,,,,,0.04999999978915019,0.04999999998934435,,0.049999999991322146,,,,,,,,,,,,0.04999999998766605,,0.0355091898310034,,,0.03345507117357644,0.0499999999909485,-0.04931827782735976,0.028045210026129967,,0.02242855274271684,,,0.04999999998090228,,0.04392905135197666,,,,,0.04999999999268517,,,,,,0.04999999998642661,0.0499999999848992,,,,,0.012011958390815954,,0.04999999998054762,,,,,,-0.04999999999867664,0.049999999987743106,0.04851029715745097,,,,,,,,
2018-01-23,,,,,,,0.021286476321189948,0.04999999997371179,,0.04117162318868725,,,,,,,,,,,,0.04999999978915019,0.04999999998934435,,0.049999999991322146,,,,,,,,,,,,0.04999999998766605,,0.0355091898310034,,,0.03345507117357644,0.0499999999909485,-0.04931827782735976,0.028045210026129967,,0.02242855274271684,,,0.04999999998090228,,0.04392905135197666,,,,,0.04999999999268517,,,,,,0.04999999998642661,0.0499999999848992,,,,,0.012011958390815954,,0.04999999998054762,,,,,,-0.04999999999867664,0.049999999987743106,0.04851029715745097,,,,,,,,
2018-01-24,,,,,0.022962661356880805,,,,,,0.03697182590989413,,,,,,,,0.019143561338011105,,,,0.04999999999759217,,0.04999999996950653,,0.021387543215142548,,,0.04999999999396653,0.017616679133557675,,,,,,0.04999999999674906,,0.03605130009440674,,,,0.04999999999954334,-0.014169619404081405,,-0.028290382940231572,,,,0.04999999999713086,,0.02351987163617007,,,,0.0499999999833565,0.049999999999633345,,,,,,0.04999999999710877,0.049999999991898886,,,,,0.04999999999794468,,0.04999999999469964,,,0.034163351146345715,,,-0.049999999999777056,,,0.04999999998187894,,,,,0.020339794885279424,,
2018-01-25,,,,,0.022962661356880805,,,,,,0.03697182590989413,,,,,,,,0.019143561338011105,,,,0.04999999999759217,,0.04999999996950653,,0.021387543215142548,,,0.04999999999396653,0.017616679133557675,,,,,,0.04999999999674906,,0.03605130009440674,,,,0.04999999999954334,-0.014169619404081405,,-0.028290382940231572,,,,0.04999999999713086,,0.02351987163617007,,,,0.0499999999833565,0.049999999999633345,,,,,,0.04999999999710877,0.049999999991898886,,,,,0.04999999999794468,,0.04999999999469964,,,0.034163351146345715,,,-0.049999999999777056,,,0.04999999998187894,,,,,0.020339794885279424,,
2018-01-26,,,,,0.022962661356880805,,,,,,0.03697182590989413,,,,,,,,0.019143561338011105,,,,0.04999999999759217,,0.04999999996950653,,0.021387543215142548,,,0.04999999999396653,0.017616679133557675,,,,,,0.04999999999674906,,0.03605130009440674,,,,0.04999999999954334,-0.014169619404081405,,-0.028290382940231572,,,,0.04999999999713086,,0.02351987163617007,,,,0.0499999999833565,0.049999999999633345,,,,,,0.04999999999710877,0.049999999991898886,,,,,0.04999999999794468,,0.04999999999469964,,,0.034163351146345715,,,-0.049999999999777056,,,0.04999999998187894,,,,,0.020339794885279424,,
2018-01-29,,,,,0.022962661356880805,,,,,,0.03697182590989413,,,,,,,,0.019143561338011105,,,,0.04999999999759217,,0.04999999996950653,,0.021387543215142548,,,0.04999999999396653,0.017616679133557675,,,,,,0.04999999999674906,,0.03605130009440674,,,,0.04999999999954334,-0.014169619404081405,,-0.028290382940231572,,,,0.04999999999713086,,0.02351987163617007,,,,0.0499999999833565,0.049999999999633345,,,,,,0.04999999999710877,0.049999999991898886,,,,,0.04999999999794468,,0.04999999999469964,,,0.034163351146345715,,,-0.049999999999777056,,,0.04999999998187894,,,,,0.020339794885279424,,
2018-01-30,,,,,0.022962661356880805,,,,,,0.03697182590989413,,,,,,,,0.019143561338011105,,,,0.04999999999759217,,0.04999999996950653,,0.021387543215142548,,,0.04999999999396653,0.017616679133557675,,,,,,0.04999999999674906,,0.03605130009440674,,,,0.04999999999954334,-0.014169619404081405,,-0.028290382940231572,,,,0.04999999999713086,,0.02351987163617007,,,,0.0499999999833565,0.049999999999633345,,,,,,0.04999999999710877,0.049999999991898886,,,,,0.04999999999794468,,0.04999999999469964,,,0.034163351146345715,,,-0.049999999999777056,,,0.04999999998187894,,,,,0.020339794885279424,,
2018-01-31,,,,,,0.035053746096916874,,,,,0.04999999999402685,,,0.04191178874606415,,,,,0.049999999993701964,,,,0.027368521313452444,,0.014842662081353639,,,,0.04672418239304107,0.04999999992949078,,,,0.013554517555571136,,0.04999999999957427,,,0.012716340355905595,0.01955400002029264,,,0.049999999998742974,,,-0.03390004878659542,0.013020590208551593,,0.01973717778372751,,,,,0.0499999999885213,,0.04999999999853161,0.04999999999971397,,,0.011373928611161653,,,,,0.049999999999068415,,,,0.0431769123284634,-0.010060379042198036,0.04999999999671036,,0.049999999994734305,,,,-0.0499999999993683,,,,,0.01813404712327736,,,,,
2018-02-01,,,,,,0.035053746096916874,,,,,0.04999999999402685,,,0.04191178874606415,,,,,0.049999999993701964,,,,0.027368521313452444,,0.014842662081353639,,,,0.04672418239304107,0.04999999992949078,,,,0.013554517555571136,,0.04999999999957427,,,0.012716340355905595,0.01955400002029264,,,0.049999999998742974,,,-0.03390004878659542,0.013020590208551593,,0.01973717778372751,,,,,0.0499999999885213,,0.04999999999853161,0.04999999999971397,,,0.011373928611161653,,,,,0.049999999999068415,,,,0.0431769123284634,-0.010060379042198036,0.04999999999671036,,0.049999999994734305,,,,-0.0499999999993683,,,,,0.01813404712327736,,,,,
2018-02-02,,,,,,0.035053746096916874,,,,,0.04999999999402685,,,0.04191178874606415,,,,,0.049999999993701964,,,,0.027368521313452444,,0.014842662081353639,,,,0.04672418239304107,0.04999999992949078,,,,0.013554517555571136,,0.04999999999957427,,,0.012716340355905595,0.01955400002029264,,,0.049999999998742974,,,-0.03390004878659542,0.013020590208551593,,0.01973717778372751,,,,,0.0499999999885213,,0.04999999999853161,0.04999999999971397,,,0.011373928611161653,,,,,0.049999999999068415,,,,0.0431769123284634,-0.010060379042198036,0.04999999999671036,,0.049999999994734305,,,,-0.0499999999993683,,,,,0.01813404712327736,,,,,
2018-02-05,,,,,,0.035053746096916874,,,,,0.04999999999402685,,,0.04191178874606415,,,,,0.049999999993701964,,,,0.027368521313452444,,0.014842662081353639,,,,0.04672418239304107,0.04999999992949078,,,,0.013554517555571136,,0.04999999999957427,,,0.012716340355905595,0.01955400002029264,,,0.049999999998742974,,,-0.03390004878659542,0.013020590208551593,,0.01973717778372751,,,,,0.0499999999885213,,0.04999999999853161,0.04999999999971397,,,0.011373928611161653,,,,,0.049999999999068415,,,,0.0431769123284634,-0.010060379042198036,0.04999999999671036,,0.049999999994734305,,,,-0.0499999999993683,,,,,0.01813404712327736,,,,,
2018-02-06,,,,,,0.035053746096916874,,,,,0.04999999999402685,,,0.04191178874606415,,,,,0.049999999993701964,,,,0.027368521313452444,,0.014842662081353639,,,,0.04672418239304107,0.04999999992949078,,,,0.013554517555571136,,0.04999999999957427,,,0.012716340355905595,0.01955400002029264,,,0.049999999998742974,,,-0.03390004878659542,0.013020590208551593,,0.01973717778372751,,,,,0.0499999999885213,,0.04999999999853161,0.04999999999971397,,,0.011373928611161653,,,,,0.049999999999068415,,,,0.0431769123284634,-0.010060379042198036,0.04999999999671036,,0.049999999994734305,,,,-0.0499999999993683,,,,,0.01813404712327736,,,,,
2018-02-07,,,,,,0.04999999999961571,,,,,,,0.012569790342534812,,,,,,0.04999999999976068,0.049999999994599184,,,,,,0.04999999999943038,,,,,,0.018714676180418048,0.022718566385216625,,,,,0.049999999993549406,,,,,,-0.017470361068909902,,,,0.04419594093021635,,,0.049999999995556876,,0.049999999999508854,,,,0.049999999999862425,,,0.04700797212284347,,,,,,0.028839672904072404,0.04227681882328032,,,-0.049999999999276665,,,0.017906010266298025,0.049999999996732686,0.049999999999719415,0.049999999998304796,-0.023679441391786203,,,,0.049999999997937986,,,,0.02663591477216295,0.026233039268092857,
2018-02-08,,,,,,0.04999999999961571,,,,,,,0.012569790342534812,,,,,,0.04999999999976068,0.049999999994599184,,,,,,0.04999999999943038,,,,,,0.018714676180418048,0.022718566385216625,,,,,0.049999999993549406,,,,,,-0.017470361068909902,,,,0.04419594093021635,,,0.049999999995556876,,0.049999999999508854,,,,0.049999999999862425,,,0.04700797212284347,,,,,,0.028839672904072404,0.04227681882328032,,,-0.049999999999276665,,,0.017906010266298025,0.049999999996732686,0.049999999999719415,0.049999999998304796,-0.023679441391786203,,,,0.049999999997937986,,,,0.02663591477216295,0.026233039268092857,
2018-02-09,,,,,,0.04999999999961571,,,,,,,0.012569790342534812,,,,,,0.04999999999976068,0.049999999994599184,,,,,,0.04999999999943038,,,,,,0.018714676180418048,0.022718566385216625,,,,,0.049999999993549406,,,,,,-0.017470361068909902,,,,0.04419594093021635,,,0.049999999995556876,,0.049999999999508854,,,,0.049999999999862425,,,0.04700797212284347,,,,,,0.028839672904072404,0.04227681882328032,,,-0.049999999999276665,,,0.017906010266298025,0.049999999996732686,0.049999999999719415,0.049999999998304796,-0.023679441391786203,,,,0.049999999997937986,,,,0.02663591477216295,0.026233039268092857,
2018-02-12,,,,,,0.04999999999961571,,,,,,,0.012569790342534812,,,,,,0.04999999999976068,0.049999999994599184,,,,,,0.04999999999943038,,,,,,0.018714676180418048,0.022718566385216625,,,,,0.049999999993549406,,,,,,-0.017470361068909902,,,,0.04419594093021635,,,0.049999999995556876,,0.049999999999508854,,,,0.049999999999862425,,,0.04700797212284347,,,,,,0.028839672904072404,0.04227681882328032,,,-0.049999999999276665,,,0.017906010266298025,0.049999999996732686,0.049999999999719415,0.049999999998304796,-0.023679441391786203,,,,0.049999999997937986,,,,0.02663591477216295,0.026233039268092857,
2018-02-13,,,,,,0.04999999999961571,,,,,,,0.012569790342534812,,,,,,0.04999999999976068,0.049999999994599184,,,,,,0.04999999999943038,,,,,,0.018714676180418048,0.022718566385216625,,,,,0.049999999993549406,,,,,,-0.017470361068909902,,,,0.04419594093021635,,,0.049999999995556876,,0.049999999999508854,,,,0.049999999999862425,,,0.04700797212284347,,,,,,0.028839672904072404,0.04227681882328032,,,-0.049999999999276665,,,0.017906010266298025,0.049999999996732686,0.049999999999719415,0.049999999998304796,-0.023679441391786203,,,,0.049999999997937986,,,,0.02663591477216295,0.026233039268092857,
2018-02-14,,,,,,0.0499999999999486,,,,,,0.012409566958963565,,,0.04999999999991864,,0.049999999999507716,,0.04999999999994689,0.04999999999989145,,,,,0.012751440962237693,0.04999999999987164,,0.018635914584745013,,,,,0.04999999999986264,,,,0.04999999999946897,,,,0.04999999999977647,,,,,,,,,,0.04999999999977362,,0.04999999999991215,,,,0.04999999999998057,-0.049999999994311574,,0.04999999999989987,,,,,,0.049999999999949515,,,,-0.04999999999980032,,,,0.04718278654034069,0.049999999999967765,,,,,,0.04999999999985726,,,,,,
2018-02-15,,,,,,0.0499999999999486,,,,,,0.012409566958963565,,,0.04999999999991864,,0.049999999999507716,,0.04999999999994689,0.04999999999989145,,,,,0.012751440962237693,0.04999999999987164,,0.018635914584745013,,,,,0.04999999999986264,,,,0.04999999999946897,,,,0.04999999999977647,,,,,,,,,,0.04999999999977362,,0.04999999999991215,,,,0.04999999999998057,-0.049999999994311574,,0.04999999999989987,,,,,,0.049999999999949515,,,,-0.04999999999980032,,,,0.04718278654034069,0.049999999999967765,,,,,,0.04999999999985726,,,,,,
2018-02-16,,,,,,0.0499999999999486,,,,,,0.012409566958963565,,,0.04999999999991864,,0.049999999999507716,,0.04999999999994689,0.04999999999989145,,,,,0.012751440962237693,0.04999999999987164,,0.018635914584745013,,,,,0.04999999999986264,,,,0.04999999999946897,,,,0.04999999999977647,,,,,,,,,,0.04999999999977362,,0.04999999999991215,,,,0.04999999999998057,-0.049999999994311574,,0.04999999999989987,,,,,,0.049999999999949515,,,,-0.04999999999980032,,,,0.04718278654034069,0.049999999999967765,,,,,,0.04999999999985726,,,,,,
2018-02-20,,,,,,0.0499999999999486,,,,,,0.012409566958963565,,,0.04999999999991864,,0.049999999999507716,,0.04999999999994689,0.04999999999989145,,,,,0.012751440962237693,0.04999999999987164,,0.018635914584745013,,,,,0.04999999999986264,,,,0.04999999999946897,,,,0.04999999999977647,,,,,,,,,,0.04999999999977362,,0.04999999999991215,,,,0.04999999999998057,-0.049999999994311574,,0.04999999999989987,,,,,,0.049999999999949515,,,,-0.04999999999980032,,,,0.04718278654034069,0.049999999999967765,,,,,,0.04999999999985726,,,,,,
2018-02-21,,,,,,0.04999999999978632,,,,,,,,,0.04999999999894552,,0.04999999999939527,-0.02644439984792876,0.04999999999963343,0.04999999999929036,,,,,,0.04999999999939576,,0.026724718488547235,,,,,0.0457133611349512,,,,0.04624010819020976,0.02866130808851491,,,0.03392204117988266,,,,,,,,,,0.049999999996742546,,0.04999999999947246,,,,0.049999999999912496,-0.049999999996735656,,0.04999999999980258,,,,,,0.049999999999707334,,0.04999999999959018,,-0.02355560013751557,,,,0.04846737796229471,0.04999999999984619,,,,,,,,,,,,0.01947783426697884
2018-02-22,,,,,,0.04999999999978632,,,,,,,,,0.04999999999894552,,0.04999999999939527,-0.02644439984792876,0.04999999999963343,0.04999999999929036,,,,,,0.04999999999939576,,0.026724718488547235,,,,,0.0457133611349512,,,,0.04624010819020976,0.02866130808851491,,,0.03392204117988266,,,,,,,,,,0.049999999996742546,,0.04999999999947246,,,,0.049999999999912496,-0.049999999996735656,,0.04999999999980258,,,,,,0.049999999999707334,,0.04999999999959018,,-0.02355560013751557,,,,0.04846737796229471,0.04999999999984619,,,,,,,,,,,,0.01947783426697884
2018-02-23,,,,,,0.04999999999978632,,,,,,,,,0.04999999999894552,,0.04999999999939527,-0.02644439984792876,0.04999999999963343,0.04999999999929036,,,,,,0.04999999999939576,,0.026724718488547235,,,,,0.0457133611349512,,,,0.04624010819020976,0.02866130808851491,,,0.03392204117988266,,,,,,,,,,0.049999999996742546,,0.04999999999947246,,,,0.049999999999912496,-0.049999999996735656,,0.04999999999980258,,,,,,0.049999999999707334,,0.04999999999959018,,-0.02355560013751557,,,,0.04846737796229471,0.04999999999984619,,,,,,,,,,,,0.01947783426697884
2018-02-26,,,,,,0.04999999999978632,,,,,,,,,0.04999999999894552,,0.04999999999939527,-0.02644439984792876,0.04999999999963343,0.04999999999929036,,,,,,0.04999999999939576,,0.026724718488547235,,,,,0.0457133611349512,,,,0.04624010819020976,0.02866130808851491,,,0.03392204117988266,,,,,,,,,,0.049999999996742546,,0.04999999999947246,,,,0.049999999999912496,-0.049999999996735656,,0.04999999999980258,,,,,,0.049999999999707334,,0.04999999999959018,,-0.02355560013751557,,,,0.04846737796229471,0.04999999999984619,,,,,,,,,,,,0.01947783426697884
2018-02-27,,,,,,0.04999999999978632,,,,,,,,,0.04999999999894552,,0.04999999999939527,-0.02644439984792876,0.04999999999963343,0.04999999999929036,,,,,,0.04999999999939576,,0.026724718488547235,,,,,0.0457133611349512,,,,0.04624010819020976,0.02866130808851491,,,0.03392204117988266,,,,,,,,,,0.049999999996742546,,0.04999999999947246,,,,0.049999999999912496,-0.049999999996735656,,0.04999999999980258,,,,,,0.049999999999707334,,0.04999999999959018,,-0.02355560013751557,,,,0.04846737796229471,0.04999999999984619,,,,,,,,,,,,0.01947783426697884
2018-02-28,0.02194683059697768,0.04999999999712997,,,,0.049999999999816955,0.04999999999932612,,,,,,,,,,0.04196751864546326,-0.04999999997751784,0.04999999999009268,,,,,,0.04999999999092801,0.04999999999871047,,,,,,,0.028522648679741473,,0.04999999999963225,,,0.04999999999855678,,,,,,,,,,,,,,,0.049999999997620684,,,,0.04999999999994334,-0.049999999996676876,,0.04999999999992549,,0.04999999999049732,,,,0.0499999999995795,,0.04999999999964265,,,,,,0.04999999999972594,0.049999999998100356,,,,,,,,,,,,
2018-03-01,0.02194683059697768,0.04999999999712997,,,,0.049999999999816955,0.04999999999932612,,,,,,,,,,0.04196751864546326,-0.04999999997751784,0.04999999999009268,,,,,,0.04999999999092801,0.04999999999871047,,,,,,,0.028522648679741473,,0.04999999999963225,,,0.04999999999855678,,,,,,,,,,,,,,,0.049999999997620684,,,,0.04999999999994334,-0.049999999996676876,,0.04999999999992549,,0.04999999999049732,,,,0.0499999999995795,,0.04999999999964265,,,,,,0.04999999999972594,0.049999999998100356,,,,,,,,,,,,
2018-03-02,0.02194683059697768,0.04999999999712997,,,,0.049999999999816955,0.04999999999932612,,,,,,,,,,0.04196751864546326,-0.04999999997751784,0.04999999999009268,,,,,,0.04999999999092801,0.04999999999871047,,,,,,,0.028522648679741473,,0.04999999999963225,,,0.04999999999855678,,,,,,,,,,,,,,,0.049999999997620684,,,,0.04999999999994334,-0.049999999996676876,,0.04999999999992549,,0.04999999999049732,,,,0.0499999999995795,,0.04999999999964265,,,,,,0.04999999999972594,0.049999999998100356,,,,,,,,,,,,
2018-03-05,0.02194683059697768,0.04999999999712997,,,,0.049999999999816955,0.04999999999932612,,,,,,,,,,0.04196751864546326,-0.04999999997751784,0.04999999999009268,,,,,,0.04999999999092801,0.04999999999871047,,,,,,,0.028522648679741473,,0.04999999999963225,,,0.04999999999855678,,,,,,,,,,,,,,,0.049999999997620684,,,,0.04999999999994334,-0.049999999996676876,,0.04999999999992549,,0.04999999999049732,,,,0.0499999999995795,,0.04999999999964265,,,,,,0.04999999999972594,0.049999999998100356,,,,,,,,,,,,
2018-03-06,0.02194683059697768,0.04999999999712997,,,,0.049999999999816955,0.04999999999932612,,,,,,,,,,0.04196751864546326,-0.04999999997751784,0.04999999999009268,,,,,,0.04999999999092801,0.04999999999871047,,,,,,,0.028522648679741473,,0.04999999999963225,,,0.04999999999855678,,,,,,,,,,,,,,,0.049999999997620684,,,,0.04999999999994334,-0.049999999996676876,,0.04999999999992549,,0.04999999999049732,,,,0.0499999999995795,,0.04999999999964265,,,,,,0.04999999999972594,0.049999999998100356,,,,,,,,,,,,
2018-03-07,,0.049999999999262544,,0.04999999999986507,,0.04999999999990262,,,,,,,,,,0.04999999999859491,,-0.029718096341577807,0.049999999996477036,,,,,,0.04999999999990583,0.049999999999661635,,,,,,,0.04999999997393234,,0.049999999999836724,,,0.049999999999593155,,,,,,-0.02028190364612217,,,,,,,,,0.04999999999931947,,0.04999999999921888,,0.049999999999978256,-0.04999999999949744,,0.04999999999997965,,,,,,0.04999999999979618,,0.04999999999985311,,,,,,0.04999999999991836,0.049999999999749474,,,,,,,,,,,,
2018-03-08,,0.049999999999262544,,0.04999999999986507,,0.04999999999990262,,,,,,,,,,0.04999999999859491,,-0.029718096341577807,0.049999999996477036,,,,,,0.04999999999990583,0.049999999999661635,,,,,,,0.04999999997393234,,0.049999999999836724,,,0.049999999999593155,,,,,,-0.02028190364612217,,,,,,,,,0.04999999999931947,,0.04999999999921888,,0.049999999999978256,-0.04999999999949744,,0.04999999999997965,,,,,,0.04999999999979618,,0.04999999999985311,,,,,,0.04999999999991836,0.049999999999749474,,,,,,,,,,,,
