Date,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AES,AET,AFL,AGN,AIG,AIV,AIZ,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMD,AME,AMG,AMGN,AMP,AMT,AMZN,ANDV,ANSS,ANTM,AON,AOS,APA,APC,APD,APH,APTV,ARE,ARNC,ATVI,AVB,AVGO,AVY,AWK,AXP,AYI,AZO,BA,BAC,BAX,BBT,BBY,BDX,BEN,BHF,BHGE,BIIB,BLK,BLL,BMY,BSX,BWA,BXP,C,CA,CAG,CAH,CAT,CB,CBOE,CBS,CCI,CCL,CDNS,CELG,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COL,COO,COP,COTY,CPB,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CXO,D,DAL,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISH,DLR,DLTR,DOV,DRE,DRI,DVA,DVN,DWDP,DXC,EA,EBAY,ED,EFX,EIX,EL,EMN,EOG,EQIX,EQT,ESRX,ESS,ETFC,ETN,ETR,EVHC,EW,EXC,EXPD,EXPE,EXR,F,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FITB,FL,FLIR,FLR,FLS,FMC,FOX,FOXA,FRT,FTI,FTV,GE,GGP,GILD,GIS,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GT,GWW,HAL,HAS,HBAN,HBI,HCA,HCP,HD,HES,HIG,HII,HOG,HOLX,HP,HPE,HPQ,HRB,HRL,HRS,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IFF,ILMN,INCY,INFO,INTC,INTU,IP,IPG,IPGP,IQV,IR,IRM,ISRG,IT,IVZ,JBHT,JCI,JEC,JNJ,JNPR,JPM,JWN,KEY,KHC,KIM,KLAC,KMB,KMI,KMX,KORS,KR,KSS,KSU,L,LB,LEG,LEN,LH,LKQ,LLL,LLY,LMT,LNC,LNT,LOW,LRCX,LUK,LUV,LYB,M,MA,MAA,MAC,MAR,MAS,MAT,MCD,MCHP,MCK,MCO,MDT,MET,MGM,MHK,MLM,MMC,MMM,MNST,MO,MON,MOS,MPC,MRK,MRO,MS,MSFT,MSI,MTB,MTD,MU,MYL,NAVI,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NFX,NKE,NKTR,NLSN,NOC,NOV,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,NWS,NWSA,O,OKE,OMC,ORCL,ORLY,OXY,PBCT,PCAR,PCG,PEG,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PX,PXD,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RHT,RJF,RL,RMD,ROK,ROP,ROST,RRC,SBAC,SBUX,SCG,SCHW,SEE,SHW,SIVB,SJM,SLB,SLG,SO,SPG,SPGI,SRCL,SRE,STI,STT,STX,STZ,SWK,SWKS,SYF,SYMC,SYY,T,TAP,TDG,TEL,TGT,TIF,TJX,TMO,TPR,TRIP,TRV,TSCO,TSN,TSS,TTWO,TWX,TXN,TXT,UA,UAL,UDR,UHS,ULTA,UNH,UNM,UNP,UPS,URI,USB,UTX,V,VAR,VFC,VIAB,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAT,WBA,WDC,WEC,WFC,WHR,WLTW,WMB,WMT,WRK,WU,WY,WYN,WYNN,XEC,XLNX,XOM,XRAY,XRX,XYL,YUM,ZBH,ZION,ZTS
2007-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-02,,-0.049999999999975744,,,,,,,,,,,,,,,,,,,,,-0.04999999999964051,,-0.04999999999977271,-0.04999999999995839,,,,,,,,,,,0.049999999999692464,,,,,-0.04999999999957377,0.04999999999950402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026953474937862175,,,,,0.047097332112989,,,,,,,,,-0.04999999999766413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999856993,,,,,,,,,,,,,,,,,,,,,,0.049999999999523835,,-0.049999999999902164,,,,,,,,,,,,,,,,0.04999999999990101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999994941,,,,,0.025949192917235298,,,,,,,,,,,,,,,,,0.04999999999987696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999996132,,,,,,,,,,,,,-0.04999999998640631,,,,-0.049999999999939385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999892623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-03,,-0.049999999999975744,,,,,,,,,,,,,,,,,,,,,-0.04999999999964051,,-0.04999999999977271,-0.04999999999995839,,,,,,,,,,,0.049999999999692464,,,,,-0.04999999999957377,0.04999999999950402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026953474937862175,,,,,0.047097332112989,,,,,,,,,-0.04999999999766413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999856993,,,,,,,,,,,,,,,,,,,,,,0.049999999999523835,,-0.049999999999902164,,,,,,,,,,,,,,,,0.04999999999990101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999994941,,,,,0.025949192917235298,,,,,,,,,,,,,,,,,0.04999999999987696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999996132,,,,,,,,,,,,,-0.04999999998640631,,,,-0.049999999999939385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999892623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-04,,-0.049999999999975744,,,,,,,,,,,,,,,,,,,,,-0.04999999999964051,,-0.04999999999977271,-0.04999999999995839,,,,,,,,,,,0.049999999999692464,,,,,-0.04999999999957377,0.04999999999950402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026953474937862175,,,,,0.047097332112989,,,,,,,,,-0.04999999999766413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999856993,,,,,,,,,,,,,,,,,,,,,,0.049999999999523835,,-0.049999999999902164,,,,,,,,,,,,,,,,0.04999999999990101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999994941,,,,,0.025949192917235298,,,,,,,,,,,,,,,,,0.04999999999987696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999996132,,,,,,,,,,,,,-0.04999999998640631,,,,-0.049999999999939385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999892623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,,-0.049999999999975744,,,,,,,,,,,,,,,,,,,,,-0.04999999999964051,,-0.04999999999977271,-0.04999999999995839,,,,,,,,,,,0.049999999999692464,,,,,-0.04999999999957377,0.04999999999950402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026953474937862175,,,,,0.047097332112989,,,,,,,,,-0.04999999999766413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999856993,,,,,,,,,,,,,,,,,,,,,,0.049999999999523835,,-0.049999999999902164,,,,,,,,,,,,,,,,0.04999999999990101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999994941,,,,,0.025949192917235298,,,,,,,,,,,,,,,,,0.04999999999987696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999996132,,,,,,,,,,,,,-0.04999999998640631,,,,-0.049999999999939385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999892623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-08,,-0.049999999999975744,,,,,,,,,,,,,,,,,,,,,-0.04999999999964051,,-0.04999999999977271,-0.04999999999995839,,,,,,,,,,,0.049999999999692464,,,,,-0.04999999999957377,0.04999999999950402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026953474937862175,,,,,0.047097332112989,,,,,,,,,-0.04999999999766413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999856993,,,,,,,,,,,,,,,,,,,,,,0.049999999999523835,,-0.049999999999902164,,,,,,,,,,,,,,,,0.04999999999990101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999994941,,,,,0.025949192917235298,,,,,,,,,,,,,,,,,0.04999999999987696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999996132,,,,,,,,,,,,,-0.04999999998640631,,,,-0.049999999999939385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999892623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-09,,-0.04999999999986045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999980542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999998960945,,,0.04999999999844116,,,,,,,,,,,,,,,,,,,,,,0.04999999999696524,,,,,,,,,,,,,-0.049999999998233194,,,,,,,,,,,,,,,,,,,,0.049999999999245634,,,,,,,-0.04999999999888608,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999990015,,0.04999999973933797,,,,,,,,,,,,,,-0.04999999999976227,,,,,,,,,,,,,,,,,,,,,,,,-0.0499999999996871,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999599934,,,,,,,,,,,,,,,,-0.04999999999202018,,,,,,,,,,,,,,,,,,,,,,,,-0.04999999999890538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999803036,,,,,,0.049999999998604855,,,,,,,,,,,,,,,,,-0.02984523311321776,0.04999999999847446,,,,,,,,,,,,,,,,,,,,,0.049999999994155414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020154766756146646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
