Date,ABBV,ADBE,ADS,ADSK,AES,AMD,AMZN,BA,BBY,BXP,CCI,CCL,CHD,CHTR,CL,COTY,CRM,CTSH,DVN,EA,EIX,EL,EQT,ES,ETN,ETR,EVHC,EW,FCX,FE,FFIV,FLR,FLS,GILD,GWW,HCA,HPE,HRS,HUM,IDXX,ILMN,IP,IPG,IPGP,ISRG,LB,LOW,M,MAR,MAT,MGM,MLM,MON,MRK,MSI,MTB,MU,NDAQ,NEE,NFLX,NFX,NI,NKTR,NOV,NRG,NVDA,PCG,PGR,PM,PNR,PVH,QRVO,RE,RHT,RL,RRC,RTN,SBAC,SPG,SRCL,SRE,STX,SYF,TPR,TRIP,TSCO,TWX,UA,UAL,ULTA,UPS,V,VFC,VMC,WDC,WU,WYNN,XRX,XYL
2017-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,,,,,0.04829016758511648,,,,,0.04765232855941555,0.04311899248306374,,,,,,,,,,,,0.02353761229442969,0.04753694549832724,0.04788409102500883,0.0488534378497374,0.04855200528737578,,,,,,,,,,,,,,0.04866924843582865,,,,,,,-0.029092176075373878,,,,0.04924725687367207,,,,,,,,0.012351047429331621,,0.04771568448588979,,0.04046346540239122,,,,,,,,,,,0.015971979182226873,,,,0.012463249200124144,,,,,,,,,-0.013643438677622029,,,,,,0.047664716058030965,,,,,
2018-01-04,,,,,0.04829016758511648,,,,,0.04765232855941555,0.04311899248306374,,,,,,,,,,,,0.02353761229442969,0.04753694549832724,0.04788409102500883,0.0488534378497374,0.04855200528737578,,,,,,,,,,,,,,0.04866924843582865,,,,,,,-0.029092176075373878,,,,0.04924725687367207,,,,,,,,0.012351047429331621,,0.04771568448588979,,0.04046346540239122,,,,,,,,,,,0.015971979182226873,,,,0.012463249200124144,,,,,,,,,-0.013643438677622029,,,,,,0.047664716058030965,,,,,
2018-01-05,,,,,0.04829016758511648,,,,,0.04765232855941555,0.04311899248306374,,,,,,,,,,,,0.02353761229442969,0.04753694549832724,0.04788409102500883,0.0488534378497374,0.04855200528737578,,,,,,,,,,,,,,0.04866924843582865,,,,,,,-0.029092176075373878,,,,0.04924725687367207,,,,,,,,0.012351047429331621,,0.04771568448588979,,0.04046346540239122,,,,,,,,,,,0.015971979182226873,,,,0.012463249200124144,,,,,,,,,-0.013643438677622029,,,,,,0.047664716058030965,,,,,
2018-01-08,,,,,0.04829016758511648,,,,,0.04765232855941555,0.04311899248306374,,,,,,,,,,,,0.02353761229442969,0.04753694549832724,0.04788409102500883,0.0488534378497374,0.04855200528737578,,,,,,,,,,,,,,0.04866924843582865,,,,,,,-0.029092176075373878,,,,0.04924725687367207,,,,,,,,0.012351047429331621,,0.04771568448588979,,0.04046346540239122,,,,,,,,,,,0.015971979182226873,,,,0.012463249200124144,,,,,,,,,-0.013643438677622029,,,,,,0.047664716058030965,,,,,
2018-01-09,,,,,0.04829016758511648,,,,,0.04765232855941555,0.04311899248306374,,,,,,,,,,,,0.02353761229442969,0.04753694549832724,0.04788409102500883,0.0488534378497374,0.04855200528737578,,,,,,,,,,,,,,0.04866924843582865,,,,,,,-0.029092176075373878,,,,0.04924725687367207,,,,,,,,0.012351047429331621,,0.04771568448588979,,0.04046346540239122,,,,,,,,,,,0.015971979182226873,,,,0.012463249200124144,,,,,,,,,-0.013643438677622029,,,,,,0.047664716058030965,,,,,
