Date,ADS,AIZ,ALB,ALGN,ALK,AMD,AMZN,ANDV,APA,BA,BHGE,CAH,CELG,CF,COG,COTY,CTSH,DVN,EA,EL,ETN,EVHC,EW,FCX,FLR,FMC,GE,GILD,GPS,GT,GWW,HCA,HCP,HPE,HSY,HUM,IDXX,ILMN,IPG,IPGP,ISRG,KIM,LB,M,MAT,MLM,MON,MSI,MU,NFLX,NFX,NKTR,NVDA,PFG,PVH,QRVO,RE,REGN,RHT,RRC,SLB,SRE,STT,STX,TGT,TRIP,TTWO,TXN,UA,UAL,UPS,VFC,VIAB,WU,WYNN,XEC
2018-01-10,0.04999999999780732,,,,,,,,,,,,,,,,,,0.04999999999624632,,0.01929179570775388,,,0.03352372451882341,,,0.02829272317754233,,-0.049999999999381685,,,,,,,,,0.049999999999777354,,0.049999999999877365,0.049999999999913614,,-0.04999999999996245,-0.049999999997010595,,,,,,0.04999999999989826,,0.04217908604260354,,,,,,-0.049999999962431894,,,0.04999999999783313,,,0.02671267050600969,,,0.04999999999775223,,-0.04999999999964953,0.049999999999774766,0.049999999998974684,,-0.04999999999960703,0.04999999999980283,,
2018-01-11,0.04999999999780732,,,,,,,,,,,,,,,,,,0.04999999999624632,,0.01929179570775388,,,0.03352372451882341,,,0.02829272317754233,,-0.049999999999381685,,,,,,,,,0.049999999999777354,,0.049999999999877365,0.049999999999913614,,-0.04999999999996245,-0.049999999997010595,,,,,,0.04999999999989826,,0.04217908604260354,,,,,,-0.049999999962431894,,,0.04999999999783313,,,0.02671267050600969,,,0.04999999999775223,,-0.04999999999964953,0.049999999999774766,0.049999999998974684,,-0.04999999999960703,0.04999999999980283,,
2018-01-12,0.04999999999780732,,,,,,,,,,,,,,,,,,0.04999999999624632,,0.01929179570775388,,,0.03352372451882341,,,0.02829272317754233,,-0.049999999999381685,,,,,,,,,0.049999999999777354,,0.049999999999877365,0.049999999999913614,,-0.04999999999996245,-0.049999999997010595,,,,,,0.04999999999989826,,0.04217908604260354,,,,,,-0.049999999962431894,,,0.04999999999783313,,,0.02671267050600969,,,0.04999999999775223,,-0.04999999999964953,0.049999999999774766,0.049999999998974684,,-0.04999999999960703,0.04999999999980283,,
2018-01-16,0.04999999999780732,,,,,,,,,,,,,,,,,,0.04999999999624632,,0.01929179570775388,,,0.03352372451882341,,,0.02829272317754233,,-0.049999999999381685,,,,,,,,,0.049999999999777354,,0.049999999999877365,0.049999999999913614,,-0.04999999999996245,-0.049999999997010595,,,,,,0.04999999999989826,,0.04217908604260354,,,,,,-0.049999999962431894,,,0.04999999999783313,,,0.02671267050600969,,,0.04999999999775223,,-0.04999999999964953,0.049999999999774766,0.049999999998974684,,-0.04999999999960703,0.04999999999980283,,
2018-01-17,,,,0.049999999999286886,,,,,,0.04999999999946971,,,-0.04999999999555324,-0.02526275551096565,,,,,,,,,,,0.028606072098521493,,,,,,,,-0.014925548189898701,,-0.049999999997392054,0.04999999999737156,0.04999999994078744,0.049999999996242744,,0.049999999999591774,0.04999999999954027,,-0.04999999999991005,-0.04999999999819578,,,,,,0.049999999999650054,,,,,,,,,,,0.02328171814348811,,,0.04999999999956633,0.04999999999874229,,,0.03531038424708437,-0.049999999999860954,0.04999999999951186,0.04999999999443049,,,,,
2018-01-18,,,,0.049999999999286886,,,,,,0.04999999999946971,,,-0.04999999999555324,-0.02526275551096565,,,,,,,,,,,0.028606072098521493,,,,,,,,-0.014925548189898701,,-0.049999999997392054,0.04999999999737156,0.04999999994078744,0.049999999996242744,,0.049999999999591774,0.04999999999954027,,-0.04999999999991005,-0.04999999999819578,,,,,,0.049999999999650054,,,,,,,,,,,0.02328171814348811,,,0.04999999999956633,0.04999999999874229,,,0.03531038424708437,-0.049999999999860954,0.04999999999951186,0.04999999999443049,,,,,
2018-01-19,,,,0.049999999999286886,,,,,,0.04999999999946971,,,-0.04999999999555324,-0.02526275551096565,,,,,,,,,,,0.028606072098521493,,,,,,,,-0.014925548189898701,,-0.049999999997392054,0.04999999999737156,0.04999999994078744,0.049999999996242744,,0.049999999999591774,0.04999999999954027,,-0.04999999999991005,-0.04999999999819578,,,,,,0.049999999999650054,,,,,,,,,,,0.02328171814348811,,,0.04999999999956633,0.04999999999874229,,,0.03531038424708437,-0.049999999999860954,0.04999999999951186,0.04999999999443049,,,,,
2018-01-22,,,,0.049999999999286886,,,,,,0.04999999999946971,,,-0.04999999999555324,-0.02526275551096565,,,,,,,,,,,0.028606072098521493,,,,,,,,-0.014925548189898701,,-0.049999999997392054,0.04999999999737156,0.04999999994078744,0.049999999996242744,,0.049999999999591774,0.04999999999954027,,-0.04999999999991005,-0.04999999999819578,,,,,,0.049999999999650054,,,,,,,,,,,0.02328171814348811,,,0.04999999999956633,0.04999999999874229,,,0.03531038424708437,-0.049999999999860954,0.04999999999951186,0.04999999999443049,,,,,
2018-01-23,,,,0.049999999999286886,,,,,,0.04999999999946971,,,-0.04999999999555324,-0.02526275551096565,,,,,,,,,,,0.028606072098521493,,,,,,,,-0.014925548189898701,,-0.049999999997392054,0.04999999999737156,0.04999999994078744,0.049999999996242744,,0.049999999999591774,0.04999999999954027,,-0.04999999999991005,-0.04999999999819578,,,,,,0.049999999999650054,,,,,,,,,,,0.02328171814348811,,,0.04999999999956633,0.04999999999874229,,,0.03531038424708437,-0.049999999999860954,0.04999999999951186,0.04999999999443049,,,,,
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-31,,,-0.049999999999379326,,-0.049999999995600224,0.04999999999984021,0.04999999999968839,,,0.026414394695116843,,,,,,,,,0.04999999999961937,,,,,,0.049999999998667465,,,,,,0.034476065887338925,0.043579939885461466,,,,,0.049999999999325855,,,,0.035739889011577285,,-0.049999999999654626,,,,,,,0.049999999999966176,,0.04999999999984423,0.04999999999902644,-0.04630261533792359,0.039967163259626536,,,,,-0.03557014751462231,,,0.04616665182056005,0.04999999999989934,,,0.017850747501594606,,-0.03943314483033843,,,,,,,
2018-02-01,,,-0.049999999999379326,,-0.049999999995600224,0.04999999999984021,0.04999999999968839,,,0.026414394695116843,,,,,,,,,0.04999999999961937,,,,,,0.049999999998667465,,,,,,0.034476065887338925,0.043579939885461466,,,,,0.049999999999325855,,,,0.035739889011577285,,-0.049999999999654626,,,,,,,0.049999999999966176,,0.04999999999984423,0.04999999999902644,-0.04630261533792359,0.039967163259626536,,,,,-0.03557014751462231,,,0.04616665182056005,0.04999999999989934,,,0.017850747501594606,,-0.03943314483033843,,,,,,,
2018-02-02,,,-0.049999999999379326,,-0.049999999995600224,0.04999999999984021,0.04999999999968839,,,0.026414394695116843,,,,,,,,,0.04999999999961937,,,,,,0.049999999998667465,,,,,,0.034476065887338925,0.043579939885461466,,,,,0.049999999999325855,,,,0.035739889011577285,,-0.049999999999654626,,,,,,,0.049999999999966176,,0.04999999999984423,0.04999999999902644,-0.04630261533792359,0.039967163259626536,,,,,-0.03557014751462231,,,0.04616665182056005,0.04999999999989934,,,0.017850747501594606,,-0.03943314483033843,,,,,,,
2018-02-05,,,-0.049999999999379326,,-0.049999999995600224,0.04999999999984021,0.04999999999968839,,,0.026414394695116843,,,,,,,,,0.04999999999961937,,,,,,0.049999999998667465,,,,,,0.034476065887338925,0.043579939885461466,,,,,0.049999999999325855,,,,0.035739889011577285,,-0.049999999999654626,,,,,,,0.049999999999966176,,0.04999999999984423,0.04999999999902644,-0.04630261533792359,0.039967163259626536,,,,,-0.03557014751462231,,,0.04616665182056005,0.04999999999989934,,,0.017850747501594606,,-0.03943314483033843,,,,,,,
2018-02-06,,,-0.049999999999379326,,-0.049999999995600224,0.04999999999984021,0.04999999999968839,,,0.026414394695116843,,,,,,,,,0.04999999999961937,,,,,,0.049999999998667465,,,,,,0.034476065887338925,0.043579939885461466,,,,,0.049999999999325855,,,,0.035739889011577285,,-0.049999999999654626,,,,,,,0.049999999999966176,,0.04999999999984423,0.04999999999902644,-0.04630261533792359,0.039967163259626536,,,,,-0.03557014751462231,,,0.04616665182056005,0.04999999999989934,,,0.017850747501594606,,-0.03943314483033843,,,,,,,
2018-02-07,,-0.023155001047596116,-0.02219708753798391,,,0.021423490029303494,0.049999999998805895,,,,,,-0.049999999939642215,,-0.04999999999778312,,,,0.04999999999885919,,,,0.04999999999627884,,,,,0.017732834886565386,,,0.035121318409158796,,,,,,0.04999999996113044,,,,,-0.011159661244389637,-0.04999999999823939,,0.049999999988622985,,,0.04999999998704378,,0.04999999999968205,,0.04999999999830574,,,,0.042443098225609696,0.04999999999141691,,,-0.049999999998817365,,,,0.04999999999862226,,0.049999999999190414,,,-0.02833267289585796,,,,,,0.01742668534448631,
2018-02-08,,-0.023155001047596116,-0.02219708753798391,,,0.021423490029303494,0.049999999998805895,,,,,,-0.049999999939642215,,-0.04999999999778312,,,,0.04999999999885919,,,,0.04999999999627884,,,,,0.017732834886565386,,,0.035121318409158796,,,,,,0.04999999996113044,,,,,-0.011159661244389637,-0.04999999999823939,,0.049999999988622985,,,0.04999999998704378,,0.04999999999968205,,0.04999999999830574,,,,0.042443098225609696,0.04999999999141691,,,-0.049999999998817365,,,,0.04999999999862226,,0.049999999999190414,,,-0.02833267289585796,,,,,,0.01742668534448631,
2018-02-09,,-0.023155001047596116,-0.02219708753798391,,,0.021423490029303494,0.049999999998805895,,,,,,-0.049999999939642215,,-0.04999999999778312,,,,0.04999999999885919,,,,0.04999999999627884,,,,,0.017732834886565386,,,0.035121318409158796,,,,,,0.04999999996113044,,,,,-0.011159661244389637,-0.04999999999823939,,0.049999999988622985,,,0.04999999998704378,,0.04999999999968205,,0.04999999999830574,,,,0.042443098225609696,0.04999999999141691,,,-0.049999999998817365,,,,0.04999999999862226,,0.049999999999190414,,,-0.02833267289585796,,,,,,0.01742668534448631,
2018-02-12,,-0.023155001047596116,-0.02219708753798391,,,0.021423490029303494,0.049999999998805895,,,,,,-0.049999999939642215,,-0.04999999999778312,,,,0.04999999999885919,,,,0.04999999999627884,,,,,0.017732834886565386,,,0.035121318409158796,,,,,,0.04999999996113044,,,,,-0.011159661244389637,-0.04999999999823939,,0.049999999988622985,,,0.04999999998704378,,0.04999999999968205,,0.04999999999830574,,,,0.042443098225609696,0.04999999999141691,,,-0.049999999998817365,,,,0.04999999999862226,,0.049999999999190414,,,-0.02833267289585796,,,,,,0.01742668534448631,
2018-02-13,,-0.023155001047596116,-0.02219708753798391,,,0.021423490029303494,0.049999999998805895,,,,,,-0.049999999939642215,,-0.04999999999778312,,,,0.04999999999885919,,,,0.04999999999627884,,,,,0.017732834886565386,,,0.035121318409158796,,,,,,0.04999999996113044,,,,,-0.011159661244389637,-0.04999999999823939,,0.049999999988622985,,,0.04999999998704378,,0.04999999999968205,,0.04999999999830574,,,,0.042443098225609696,0.04999999999141691,,,-0.049999999998817365,,,,0.04999999999862226,,0.049999999999190414,,,-0.02833267289585796,,,,,,0.01742668534448631,
2018-02-14,,,,,,0.024759584063683178,0.04999999999774997,,,,-0.04080812057971793,,-0.019127138983141632,,,0.042693585848753844,,-0.04999999997466985,0.049999999995427126,,,,0.044986477987981784,,,,-0.012094375916723694,,,,0.03664705171821344,,,,,,0.03695694923255884,,0.04999999999408032,,,-0.027970363891761534,-0.04999999997618605,,0.02191525440637173,,,0.025752486945435735,,0.04999999999948169,-0.04999999999689095,0.04999999999814708,,,,0.04999999998580214,,,,-0.04999999999752383,,,,0.0499999999913506,,0.049999999998037316,,,,,,0.04224666158556492,,,,
2018-02-15,,,,,,0.024759584063683178,0.04999999999774997,,,,-0.04080812057971793,,-0.019127138983141632,,,0.042693585848753844,,-0.04999999997466985,0.049999999995427126,,,,0.044986477987981784,,,,-0.012094375916723694,,,,0.03664705171821344,,,,,,0.03695694923255884,,0.04999999999408032,,,-0.027970363891761534,-0.04999999997618605,,0.02191525440637173,,,0.025752486945435735,,0.04999999999948169,-0.04999999999689095,0.04999999999814708,,,,0.04999999998580214,,,,-0.04999999999752383,,,,0.0499999999913506,,0.049999999998037316,,,,,,0.04224666158556492,,,,
2018-02-16,,,,,,0.024759584063683178,0.04999999999774997,,,,-0.04080812057971793,,-0.019127138983141632,,,0.042693585848753844,,-0.04999999997466985,0.049999999995427126,,,,0.044986477987981784,,,,-0.012094375916723694,,,,0.03664705171821344,,,,,,0.03695694923255884,,0.04999999999408032,,,-0.027970363891761534,-0.04999999997618605,,0.02191525440637173,,,0.025752486945435735,,0.04999999999948169,-0.04999999999689095,0.04999999999814708,,,,0.04999999998580214,,,,-0.04999999999752383,,,,0.0499999999913506,,0.049999999998037316,,,,,,0.04224666158556492,,,,
2018-02-20,,,,,,0.024759584063683178,0.04999999999774997,,,,-0.04080812057971793,,-0.019127138983141632,,,0.042693585848753844,,-0.04999999997466985,0.049999999995427126,,,,0.044986477987981784,,,,-0.012094375916723694,,,,0.03664705171821344,,,,,,0.03695694923255884,,0.04999999999408032,,,-0.027970363891761534,-0.04999999997618605,,0.02191525440637173,,,0.025752486945435735,,0.04999999999948169,-0.04999999999689095,0.04999999999814708,,,,0.04999999998580214,,,,-0.04999999999752383,,,,0.0499999999913506,,0.049999999998037316,,,,,,0.04224666158556492,,,,
2018-02-21,,,,,,,0.04999999999953751,-0.04999999999675995,,,,0.02633447612616063,,,,0.020447128711958015,0.04999999999260352,-0.049999999999503136,0.04999999999927287,,,,0.049999999987085986,,,,-0.016700160904172034,,,,0.024805415145016316,,,,,,0.049999999996824314,,0.049999999998890966,,,,-0.04999999999922399,,0.015220433140865216,,,,,0.0499999999998638,-0.04999999999959024,0.049999999999649256,,,,0.04999999999910166,,,0.049999999999038834,-0.04999999999932058,,,,0.049999999998955165,,0.04999999999974487,,,,,,,,,,-0.029869976084400517
2018-02-22,,,,,,,0.04999999999953751,-0.04999999999675995,,,,0.02633447612616063,,,,0.020447128711958015,0.04999999999260352,-0.049999999999503136,0.04999999999927287,,,,0.049999999987085986,,,,-0.016700160904172034,,,,0.024805415145016316,,,,,,0.049999999996824314,,0.049999999998890966,,,,-0.04999999999922399,,0.015220433140865216,,,,,0.0499999999998638,-0.04999999999959024,0.049999999999649256,,,,0.04999999999910166,,,0.049999999999038834,-0.04999999999932058,,,,0.049999999998955165,,0.04999999999974487,,,,,,,,,,-0.029869976084400517
2018-02-23,,,,,,,0.04999999999953751,-0.04999999999675995,,,,0.02633447612616063,,,,0.020447128711958015,0.04999999999260352,-0.049999999999503136,0.04999999999927287,,,,0.049999999987085986,,,,-0.016700160904172034,,,,0.024805415145016316,,,,,,0.049999999996824314,,0.049999999998890966,,,,-0.04999999999922399,,0.015220433140865216,,,,,0.0499999999998638,-0.04999999999959024,0.049999999999649256,,,,0.04999999999910166,,,0.049999999999038834,-0.04999999999932058,,,,0.049999999998955165,,0.04999999999974487,,,,,,,,,,-0.029869976084400517
2018-02-26,,,,,,,0.04999999999953751,-0.04999999999675995,,,,0.02633447612616063,,,,0.020447128711958015,0.04999999999260352,-0.049999999999503136,0.04999999999927287,,,,0.049999999987085986,,,,-0.016700160904172034,,,,0.024805415145016316,,,,,,0.049999999996824314,,0.049999999998890966,,,,-0.04999999999922399,,0.015220433140865216,,,,,0.0499999999998638,-0.04999999999959024,0.049999999999649256,,,,0.04999999999910166,,,0.049999999999038834,-0.04999999999932058,,,,0.049999999998955165,,0.04999999999974487,,,,,,,,,,-0.029869976084400517
2018-02-27,,,,,,,0.04999999999953751,-0.04999999999675995,,,,0.02633447612616063,,,,0.020447128711958015,0.04999999999260352,-0.049999999999503136,0.04999999999927287,,,,0.049999999987085986,,,,-0.016700160904172034,,,,0.024805415145016316,,,,,,0.049999999996824314,,0.049999999998890966,,,,-0.04999999999922399,,0.015220433140865216,,,,,0.0499999999998638,-0.04999999999959024,0.049999999999649256,,,,0.04999999999910166,,,0.049999999999038834,-0.04999999999932058,,,,0.049999999998955165,,0.04999999999974487,,,,,,,,,,-0.029869976084400517
2018-02-28,,,,,,,0.04999999999573913,-0.02536393042919814,-0.04999999999034961,,,0.010734896581638077,-0.04999999999370741,,,,,-0.030630129741601574,0.047234706673121706,0.010958735691645263,,0.049999999934261484,,,,-0.010108411540741997,,,-0.013412227516034969,,0.016338271856732613,,,0.04999999998010777,,0.049999999968168424,0.029714254461437484,,,,,,-0.019090210196889362,,,,0.04999999996853577,0.019794384155100635,,0.049999999998524364,-0.04999999999515092,0.03982737356593505,,,,0.03415967450376451,,,0.04999999999690178,-0.041239727506840684,,,,0.04999999998807138,,0.049999999993909194,,,,,,,,,,
2018-03-01,,,,,,,0.04999999999573913,-0.02536393042919814,-0.04999999999034961,,,0.010734896581638077,-0.04999999999370741,,,,,-0.030630129741601574,0.047234706673121706,0.010958735691645263,,0.049999999934261484,,,,-0.010108411540741997,,,-0.013412227516034969,,0.016338271856732613,,,0.04999999998010777,,0.049999999968168424,0.029714254461437484,,,,,,-0.019090210196889362,,,,0.04999999996853577,0.019794384155100635,,0.049999999998524364,-0.04999999999515092,0.03982737356593505,,,,0.03415967450376451,,,0.04999999999690178,-0.041239727506840684,,,,0.04999999998807138,,0.049999999993909194,,,,,,,,,,
2018-03-02,,,,,,,0.04999999999573913,-0.02536393042919814,-0.04999999999034961,,,0.010734896581638077,-0.04999999999370741,,,,,-0.030630129741601574,0.047234706673121706,0.010958735691645263,,0.049999999934261484,,,,-0.010108411540741997,,,-0.013412227516034969,,0.016338271856732613,,,0.04999999998010777,,0.049999999968168424,0.029714254461437484,,,,,,-0.019090210196889362,,,,0.04999999996853577,0.019794384155100635,,0.049999999998524364,-0.04999999999515092,0.03982737356593505,,,,0.03415967450376451,,,0.04999999999690178,-0.041239727506840684,,,,0.04999999998807138,,0.049999999993909194,,,,,,,,,,
2018-03-05,,,,,,,0.04999999999573913,-0.02536393042919814,-0.04999999999034961,,,0.010734896581638077,-0.04999999999370741,,,,,-0.030630129741601574,0.047234706673121706,0.010958735691645263,,0.049999999934261484,,,,-0.010108411540741997,,,-0.013412227516034969,,0.016338271856732613,,,0.04999999998010777,,0.049999999968168424,0.029714254461437484,,,,,,-0.019090210196889362,,,,0.04999999996853577,0.019794384155100635,,0.049999999998524364,-0.04999999999515092,0.03982737356593505,,,,0.03415967450376451,,,0.04999999999690178,-0.041239727506840684,,,,0.04999999998807138,,0.049999999993909194,,,,,,,,,,
2018-03-06,,,,,,,0.04999999999573913,-0.02536393042919814,-0.04999999999034961,,,0.010734896581638077,-0.04999999999370741,,,,,-0.030630129741601574,0.047234706673121706,0.010958735691645263,,0.049999999934261484,,,,-0.010108411540741997,,,-0.013412227516034969,,0.016338271856732613,,,0.04999999998010777,,0.049999999968168424,0.029714254461437484,,,,,,-0.019090210196889362,,,,0.04999999996853577,0.019794384155100635,,0.049999999998524364,-0.04999999999515092,0.03982737356593505,,,,0.03415967450376451,,,0.04999999999690178,-0.041239727506840684,,,,0.04999999998807138,,0.049999999993909194,,,,,,,,,,
2018-03-07,,,-0.010715999888374165,,,,0.04999999999926429,,-0.04999999999850154,,,,-0.049999999997934315,,,,0.03791178155719378,-0.04999999999829553,0.04999999999745402,,,0.04999999999966197,,,,,,,,-0.026414641666775335,0.035361660329304274,,,0.0499999999985263,,,0.049999999995279126,,,,,,-0.049999999999684804,,,,,0.049999999996402124,,0.04999999999985616,-0.049999999999598,0.04999999999958534,,,,0.026726540689981433,0.03203882824000498,,0.04999999999949243,,,,,0.04999999999965756,,0.04898282250768316,,,,,,,,,,
2018-03-08,,,-0.010715999888374165,,,,0.04999999999926429,,-0.04999999999850154,,,,-0.049999999997934315,,,,0.03791178155719378,-0.04999999999829553,0.04999999999745402,,,0.04999999999966197,,,,,,,,-0.026414641666775335,0.035361660329304274,,,0.0499999999985263,,,0.049999999995279126,,,,,,-0.049999999999684804,,,,,0.049999999996402124,,0.04999999999985616,-0.049999999999598,0.04999999999958534,,,,0.026726540689981433,0.03203882824000498,,0.04999999999949243,,,,,0.04999999999965756,,0.04898282250768316,,,,,,,,,,
2018-03-09,,,-0.010715999888374165,,,,0.04999999999926429,,-0.04999999999850154,,,,-0.049999999997934315,,,,0.03791178155719378,-0.04999999999829553,0.04999999999745402,,,0.04999999999966197,,,,,,,,-0.026414641666775335,0.035361660329304274,,,0.0499999999985263,,,0.049999999995279126,,,,,,-0.049999999999684804,,,,,0.049999999996402124,,0.04999999999985616,-0.049999999999598,0.04999999999958534,,,,0.026726540689981433,0.03203882824000498,,0.04999999999949243,,,,,0.04999999999965756,,0.04898282250768316,,,,,,,,,,
2018-03-12,,,-0.010715999888374165,,,,0.04999999999926429,,-0.04999999999850154,,,,-0.049999999997934315,,,,0.03791178155719378,-0.04999999999829553,0.04999999999745402,,,0.04999999999966197,,,,,,,,-0.026414641666775335,0.035361660329304274,,,0.0499999999985263,,,0.049999999995279126,,,,,,-0.049999999999684804,,,,,0.049999999996402124,,0.04999999999985616,-0.049999999999598,0.04999999999958534,,,,0.026726540689981433,0.03203882824000498,,0.04999999999949243,,,,,0.04999999999965756,,0.04898282250768316,,,,,,,,,,
2018-03-13,,,-0.010715999888374165,,,,0.04999999999926429,,-0.04999999999850154,,,,-0.049999999997934315,,,,0.03791178155719378,-0.04999999999829553,0.04999999999745402,,,0.04999999999966197,,,,,,,,-0.026414641666775335,0.035361660329304274,,,0.0499999999985263,,,0.049999999995279126,,,,,,-0.049999999999684804,,,,,0.049999999996402124,,0.04999999999985616,-0.049999999999598,0.04999999999958534,,,,0.026726540689981433,0.03203882824000498,,0.04999999999949243,,,,,0.04999999999965756,,0.04898282250768316,,,,,,,,,,
2018-03-14,,,,,,,0.04999999997210658,,-0.049999999982304796,,,,-0.04023680308411487,,,,,-0.015713879278623447,0.021059010832158685,,,0.046412533559051644,0.024096758593733916,,,,-0.029322676649032525,,,-0.049999999748216735,0.022636610341854484,,,,,0.02191649810496714,0.049999999984589226,,,,,,-0.04999999999678337,,,,0.049999999942363885,0.049999999558012174,0.049999999969960345,0.04999999999757286,-0.04999999999580631,0.049999999964757166,,,,,,,0.049999999989274374,,,0.032610163351604944,,0.04999999999715026,,0.036829262668299376,,,,,,,,,0.0180555441230843,
2018-03-15,,,,,,,0.04999999997210658,,-0.049999999982304796,,,,-0.04023680308411487,,,,,-0.015713879278623447,0.021059010832158685,,,0.046412533559051644,0.024096758593733916,,,,-0.029322676649032525,,,-0.049999999748216735,0.022636610341854484,,,,,0.02191649810496714,0.049999999984589226,,,,,,-0.04999999999678337,,,,0.049999999942363885,0.049999999558012174,0.049999999969960345,0.04999999999757286,-0.04999999999580631,0.049999999964757166,,,,,,,0.049999999989274374,,,0.032610163351604944,,0.04999999999715026,,0.036829262668299376,,,,,,,,,0.0180555441230843,
2018-03-16,,,,,,,0.04999999997210658,,-0.049999999982304796,,,,-0.04023680308411487,,,,,-0.015713879278623447,0.021059010832158685,,,0.046412533559051644,0.024096758593733916,,,,-0.029322676649032525,,,-0.049999999748216735,0.022636610341854484,,,,,0.02191649810496714,0.049999999984589226,,,,,,-0.04999999999678337,,,,0.049999999942363885,0.049999999558012174,0.049999999969960345,0.04999999999757286,-0.04999999999580631,0.049999999964757166,,,,,,,0.049999999989274374,,,0.032610163351604944,,0.04999999999715026,,0.036829262668299376,,,,,,,,,0.0180555441230843,
2018-03-19,,,,,,,0.04999999997210658,,-0.049999999982304796,,,,-0.04023680308411487,,,,,-0.015713879278623447,0.021059010832158685,,,0.046412533559051644,0.024096758593733916,,,,-0.029322676649032525,,,-0.049999999748216735,0.022636610341854484,,,,,0.02191649810496714,0.049999999984589226,,,,,,-0.04999999999678337,,,,0.049999999942363885,0.049999999558012174,0.049999999969960345,0.04999999999757286,-0.04999999999580631,0.049999999964757166,,,,,,,0.049999999989274374,,,0.032610163351604944,,0.04999999999715026,,0.036829262668299376,,,,,,,,,0.0180555441230843,
2018-03-20,,,,,,,0.04999999997210658,,-0.049999999982304796,,,,-0.04023680308411487,,,,,-0.015713879278623447,0.021059010832158685,,,0.046412533559051644,0.024096758593733916,,,,-0.029322676649032525,,,-0.049999999748216735,0.022636610341854484,,,,,0.02191649810496714,0.049999999984589226,,,,,,-0.04999999999678337,,,,0.049999999942363885,0.049999999558012174,0.049999999969960345,0.04999999999757286,-0.04999999999580631,0.049999999964757166,,,,,,,0.049999999989274374,,,0.032610163351604944,,0.04999999999715026,,0.036829262668299376,,,,,,,,,0.0180555441230843,
