Date,AAL,AAP,AAPL,ABBV,ACN,ADBE,ADM,ADS,ADSK,AES,AFL,AGN,AIG,AIV,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMD,AMG,AMZN,ANDV,ANSS,ANTM,AOS,APA,APC,ARNC,ATVI,AVGO,AXP,AYI,AZO,BA,BAC,BBT,BBY,BEN,BHGE,BIIB,BLL,BMY,BSX,BWA,BXP,C,CA,CAG,CBOE,CBS,CCL,CDNS,CELG,CERN,CF,CHRW,CHTR,CI,CINF,CME,CMG,CMI,CNC,COG,COO,COTY,CRM,CSCO,CSX,CTL,CTSH,CTXS,CVS,CXO,DAL,DE,DG,DGX,DHI,DISCA,DISH,DLR,DLTR,DRI,DVA,DVN,DWDP,DXC,EA,EBAY,EFX,EL,EMN,EOG,EQT,ESRX,ESS,ETFC,ETN,EVHC,EW,EXC,EXPE,EXR,F,FAST,FB,FBHS,FCX,FE,FFIV,FITB,FL,FLIR,FLR,FLS,FMC,FOX,FTI,GE,GGP,GILD,GLW,GM,GOOG,GOOGL,GPN,GPS,GRMN,GS,GT,GWW,HAL,HAS,HBAN,HBI,HCA,HCP,HD,HES,HIG,HII,HOG,HOLX,HP,HPQ,HRB,HRL,HST,HUM,IBM,ICE,IDXX,ILMN,INCY,INFO,INTC,IP,IPGP,IRM,ISRG,IVZ,JBHT,JEC,JNPR,JWN,KEY,KIM,KLAC,KMI,KMX,KORS,KR,KSS,KSU,LB,LEG,LEN,LKQ,LLY,LMT,LNC,LOW,LRCX,LUV,LYB,M,MA,MAA,MAC,MAR,MAS,MAT,MCO,MGM,MLM,MNST,MO,MON,MOS,MPC,MRO,MS,MSI,MU,MYL,NAVI,NBL,NCLH,NDAQ,NEM,NFLX,NFX,NKTR,NOV,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,NWS,NWSA,OKE,OMC,ORCL,ORLY,PBCT,PCG,PEG,PFE,PFG,PHM,PKG,PNC,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,QCOM,QRVO,RCL,REG,REGN,RF,RHI,RL,RMD,ROST,RRC,RTN,SBAC,SHW,SIVB,SJM,SLG,SRCL,STT,STX,STZ,SWKS,SYMC,TAP,TDG,TGT,TIF,TJX,TMO,TPR,TRIP,TROW,TSCO,TSN,TSS,TTWO,TWX,TXT,UA,UAL,UDR,ULTA,UNH,UPS,URI,VFC,VIAB,VLO,VMC,VNO,VRSN,VRTX,VTR,WAT,WBA,WDC,WFC,WHR,WMB,WMT,WRK,WU,WY,WYN,WYNN,XEC,XLNX,XRX,ZION
2007-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,-0.049999999999199754,,,,,,0.049999999999354935,0.04999999999953739,,,,,,-0.049999999999885185,,,-0.04999999999996672,-0.0499999999999339,,,,,,,,,,-0.049999999997405085,,,,,,,,,,,,,,,,,,,,-0.049999999999970395,,,,,,,,,,,,,,,,,,,,0.049999999990204866,,,,,,,,,,,,,,,,,,,0.0499999999982247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999947774,,,,,0.04999999999971394,,,-0.04999999999984508,,,,,,,,,0.04999999999991557,,,,,,,,,-0.04999999999951196,,,,,,,,,,,,,,,-0.04999999999991112,,,,,,,,,,,,,,,,,0.049999999999929844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999995073215,0.04999999999804858,,,,,,,,,,,,,,,,
2008-01-02,-0.049999999999199754,,,,,,0.049999999999354935,0.04999999999953739,,,,,,-0.049999999999885185,,,-0.04999999999996672,-0.0499999999999339,,,,,,,,,,-0.049999999997405085,,,,,,,,,,,,,,,,,,,,-0.049999999999970395,,,,,,,,,,,,,,,,,,,,0.049999999990204866,,,,,,,,,,,,,,,,,,,0.0499999999982247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999947774,,,,,0.04999999999971394,,,-0.04999999999984508,,,,,,,,,0.04999999999991557,,,,,,,,,-0.04999999999951196,,,,,,,,,,,,,,,-0.04999999999991112,,,,,,,,,,,,,,,,,0.049999999999929844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999995073215,0.04999999999804858,,,,,,,,,,,,,,,,
2008-01-03,-0.049999999999199754,,,,,,0.049999999999354935,0.04999999999953739,,,,,,-0.049999999999885185,,,-0.04999999999996672,-0.0499999999999339,,,,,,,,,,-0.049999999997405085,,,,,,,,,,,,,,,,,,,,-0.049999999999970395,,,,,,,,,,,,,,,,,,,,0.049999999990204866,,,,,,,,,,,,,,,,,,,0.0499999999982247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999947774,,,,,0.04999999999971394,,,-0.04999999999984508,,,,,,,,,0.04999999999991557,,,,,,,,,-0.04999999999951196,,,,,,,,,,,,,,,-0.04999999999991112,,,,,,,,,,,,,,,,,0.049999999999929844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999995073215,0.04999999999804858,,,,,,,,,,,,,,,,
2008-01-04,-0.049999999999199754,,,,,,0.049999999999354935,0.04999999999953739,,,,,,-0.049999999999885185,,,-0.04999999999996672,-0.0499999999999339,,,,,,,,,,-0.049999999997405085,,,,,,,,,,,,,,,,,,,,-0.049999999999970395,,,,,,,,,,,,,,,,,,,,0.049999999990204866,,,,,,,,,,,,,,,,,,,0.0499999999982247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999947774,,,,,0.04999999999971394,,,-0.04999999999984508,,,,,,,,,0.04999999999991557,,,,,,,,,-0.04999999999951196,,,,,,,,,,,,,,,-0.04999999999991112,,,,,,,,,,,,,,,,,0.049999999999929844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999995073215,0.04999999999804858,,,,,,,,,,,,,,,,
2008-01-07,-0.049999999999199754,,,,,,0.049999999999354935,0.04999999999953739,,,,,,-0.049999999999885185,,,-0.04999999999996672,-0.0499999999999339,,,,,,,,,,-0.049999999997405085,,,,,,,,,,,,,,,,,,,,-0.049999999999970395,,,,,,,,,,,,,,,,,,,,0.049999999990204866,,,,,,,,,,,,,,,,,,,0.0499999999982247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999947774,,,,,0.04999999999971394,,,-0.04999999999984508,,,,,,,,,0.04999999999991557,,,,,,,,,-0.04999999999951196,,,,,,,,,,,,,,,-0.04999999999991112,,,,,,,,,,,,,,,,,0.049999999999929844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999995073215,0.04999999999804858,,,,,,,,,,,,,,,,
2008-01-08,-0.049999999999199754,,,,,,0.049999999999354935,0.04999999999953739,,,,,,-0.049999999999885185,,,-0.04999999999996672,-0.0499999999999339,,,,,,,,,,-0.049999999997405085,,,,,,,,,,,,,,,,,,,,-0.049999999999970395,,,,,,,,,,,,,,,,,,,,0.049999999990204866,,,,,,,,,,,,,,,,,,,0.0499999999982247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999947774,,,,,0.04999999999971394,,,-0.04999999999984508,,,,,,,,,0.04999999999991557,,,,,,,,,-0.04999999999951196,,,,,,,,,,,,,,,-0.04999999999991112,,,,,,,,,,,,,,,,,0.049999999999929844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999995073215,0.04999999999804858,,,,,,,,,,,,,,,,
2008-01-09,-0.049999999999199754,,,,,,0.049999999999354935,0.04999999999953739,,,,,,-0.049999999999885185,,,-0.04999999999996672,-0.0499999999999339,,,,,,,,,,-0.049999999997405085,,,,,,,,,,,,,,,,,,,,-0.049999999999970395,,,,,,,,,,,,,,,,,,,,0.049999999990204866,,,,,,,,,,,,,,,,,,,0.0499999999982247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999947774,,,,,0.04999999999971394,,,-0.04999999999984508,,,,,,,,,0.04999999999991557,,,,,,,,,-0.04999999999951196,,,,,,,,,,,,,,,-0.04999999999991112,,,,,,,,,,,,,,,,,0.049999999999929844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999995073215,0.04999999999804858,,,,,,,,,,,,,,,,
