Date,A,AAL,AAP,AAPL,ABBV,ABC,ADBE,ADM,ADP,ADS,ADSK,AEE,AES,AFL,AGN,AIG,AIV,AJG,AKAM,ALB,ALGN,ALK,ALXN,AMAT,AMD,AMG,AMGN,AMT,AMZN,ANDV,ANSS,AON,APA,APC,APD,APTV,ARE,ARNC,ATVI,AVGO,AVY,AWK,AYI,AZO,BA,BAC,BAX,BBT,BBY,BEN,BHF,BHGE,BIIB,BLL,BMY,BSX,BWA,BXP,C,CAG,CAH,CAT,CBOE,CBS,CCI,CCL,CELG,CERN,CF,CHD,CHRW,CHTR,CI,CLX,CMA,CME,CMG,CMI,CMS,CNC,CNP,COG,COL,COO,COP,COTY,CPB,CRM,CSCO,CSX,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DE,DFS,DG,DGX,DISH,DLR,DLTR,DRE,DRI,DUK,DVA,DVN,DWDP,DXC,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EOG,EQIX,EQT,ES,ESS,ETFC,ETR,EVHC,EW,EXC,EXPD,EXPE,EXR,F,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FITB,FL,FLIR,FLS,FMC,FOX,FOXA,FTI,FTV,GD,GE,GGP,GILD,GIS,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GT,GWW,HAL,HAS,HBAN,HBI,HCA,HCP,HD,HES,HIG,HII,HLT,HOG,HOLX,HP,HPE,HPQ,HRB,HRL,HRS,HSY,HUM,IBM,IDXX,ILMN,INCY,INFO,INTC,IPGP,IQV,IRM,ISRG,IT,JBHT,JCI,JEC,JNJ,JNPR,JWN,K,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KORS,KR,KSS,KSU,LB,LEG,LEN,LKQ,LLL,LMT,LNC,LOW,LUK,LUV,LYB,M,MA,MAA,MAC,MAR,MAS,MAT,MCD,MCK,MCO,MDLZ,MGM,MKC,MLM,MNST,MO,MON,MOS,MPC,MRK,MRO,MS,MSFT,MSI,MTB,MTD,MU,MYL,NAVI,NCLH,NDAQ,NEE,NEM,NFLX,NFX,NI,NKE,NKTR,NOV,NRG,NTAP,NVDA,NWL,NWS,O,OKE,OMC,ORCL,ORLY,OXY,PBCT,PCG,PEG,PFG,PGR,PHM,PKG,PKI,PM,PNC,PNR,PNW,PPL,PRGO,PRU,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RHT,RJF,RMD,ROK,ROST,RRC,RSG,SBAC,SCG,SEE,SHW,SIVB,SJM,SO,SRCL,STT,STX,STZ,SWK,SWKS,SYK,SYMC,SYY,T,TAP,TDG,TGT,TIF,TJX,TPR,TRIP,TRV,TSCO,TSN,TSS,TTWO,TWX,TXT,UA,UAL,UDR,UHS,ULTA,UNP,URI,V,VAR,VFC,VIAB,VLO,VMC,VRSK,VRSN,VRTX,VTR,VZ,WBA,WDC,WEC,WHR,WLTW,WM,WMB,WMT,WRK,WU,WYN,WYNN,XEC,XRAY,XRX,ZBH,ZION
2007-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,,,,,,,0.04999999999833865,,0.049999999999018364,,,,,,,,,,,-0.04999999999755279,-0.049999999999530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999833226,,,,,,0.04999999999709851,,,,,,,,,,,,,,,,0.04999999999616664,,,,0.049999999998057716,,,,,,,,,,,,,,,,,,,,,,,0.049999999997994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999985416,,,,,,,,,,,0.04999999999392164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999842226,,,,,,0.04999999999927453,,,,,,,,,,,,0.04999999999977318,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999638052,,,,,,-0.049999999989033594,,0.049999999994892005,,,,,,,,,,,,,,,0.049999999999846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518277,,,,,,,,,,,,,,,,,,,,0.0499999999988241,,,,,,,,,,,,,,,,,,
2008-01-02,,,,,,,,0.04999999999833865,,0.049999999999018364,,,,,,,,,,,-0.04999999999755279,-0.049999999999530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999833226,,,,,,0.04999999999709851,,,,,,,,,,,,,,,,0.04999999999616664,,,,0.049999999998057716,,,,,,,,,,,,,,,,,,,,,,,0.049999999997994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999985416,,,,,,,,,,,0.04999999999392164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999842226,,,,,,0.04999999999927453,,,,,,,,,,,,0.04999999999977318,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999638052,,,,,,-0.049999999989033594,,0.049999999994892005,,,,,,,,,,,,,,,0.049999999999846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518277,,,,,,,,,,,,,,,,,,,,0.0499999999988241,,,,,,,,,,,,,,,,,,
2008-01-03,,,,,,,,0.04999999999833865,,0.049999999999018364,,,,,,,,,,,-0.04999999999755279,-0.049999999999530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999833226,,,,,,0.04999999999709851,,,,,,,,,,,,,,,,0.04999999999616664,,,,0.049999999998057716,,,,,,,,,,,,,,,,,,,,,,,0.049999999997994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999985416,,,,,,,,,,,0.04999999999392164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999842226,,,,,,0.04999999999927453,,,,,,,,,,,,0.04999999999977318,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999638052,,,,,,-0.049999999989033594,,0.049999999994892005,,,,,,,,,,,,,,,0.049999999999846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518277,,,,,,,,,,,,,,,,,,,,0.0499999999988241,,,,,,,,,,,,,,,,,,
2008-01-04,,,,,,,,0.04999999999833865,,0.049999999999018364,,,,,,,,,,,-0.04999999999755279,-0.049999999999530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999833226,,,,,,0.04999999999709851,,,,,,,,,,,,,,,,0.04999999999616664,,,,0.049999999998057716,,,,,,,,,,,,,,,,,,,,,,,0.049999999997994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999985416,,,,,,,,,,,0.04999999999392164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999842226,,,,,,0.04999999999927453,,,,,,,,,,,,0.04999999999977318,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999638052,,,,,,-0.049999999989033594,,0.049999999994892005,,,,,,,,,,,,,,,0.049999999999846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518277,,,,,,,,,,,,,,,,,,,,0.0499999999988241,,,,,,,,,,,,,,,,,,
2008-01-07,,,,,,,,0.04999999999833865,,0.049999999999018364,,,,,,,,,,,-0.04999999999755279,-0.049999999999530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999833226,,,,,,0.04999999999709851,,,,,,,,,,,,,,,,0.04999999999616664,,,,0.049999999998057716,,,,,,,,,,,,,,,,,,,,,,,0.049999999997994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999985416,,,,,,,,,,,0.04999999999392164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999842226,,,,,,0.04999999999927453,,,,,,,,,,,,0.04999999999977318,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999638052,,,,,,-0.049999999989033594,,0.049999999994892005,,,,,,,,,,,,,,,0.049999999999846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518277,,,,,,,,,,,,,,,,,,,,0.0499999999988241,,,,,,,,,,,,,,,,,,
2008-01-08,,,,,,,,0.04999999999833865,,0.049999999999018364,,,,,,,,,,,-0.04999999999755279,-0.049999999999530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999833226,,,,,,0.04999999999709851,,,,,,,,,,,,,,,,0.04999999999616664,,,,0.049999999998057716,,,,,,,,,,,,,,,,,,,,,,,0.049999999997994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999985416,,,,,,,,,,,0.04999999999392164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999842226,,,,,,0.04999999999927453,,,,,,,,,,,,0.04999999999977318,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999638052,,,,,,-0.049999999989033594,,0.049999999994892005,,,,,,,,,,,,,,,0.049999999999846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518277,,,,,,,,,,,,,,,,,,,,0.0499999999988241,,,,,,,,,,,,,,,,,,
2008-01-09,,,,,,,,0.04999999999833865,,0.049999999999018364,,,,,,,,,,,-0.04999999999755279,-0.049999999999530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999833226,,,,,,0.04999999999709851,,,,,,,,,,,,,,,,0.04999999999616664,,,,0.049999999998057716,,,,,,,,,,,,,,,,,,,,,,,0.049999999997994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999985416,,,,,,,,,,,0.04999999999392164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999842226,,,,,,0.04999999999927453,,,,,,,,,,,,0.04999999999977318,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999638052,,,,,,-0.049999999989033594,,0.049999999994892005,,,,,,,,,,,,,,,0.049999999999846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518277,,,,,,,,,,,,,,,,,,,,0.0499999999988241,,,,,,,,,,,,,,,,,,
