Date,AAP,ADS,AIZ,ALB,ALGN,ALK,AMD,AMZN,ANDV,APA,APC,ARNC,ATVI,BBY,BHF,BIIB,CAH,CBS,CELG,CF,CLX,COG,CPB,CVS,DISCA,DUK,DVN,EA,EIX,EQT,EVHC,EW,F,FCX,FE,FLR,GE,GIS,GM,GPS,GT,GWW,HII,HPE,HRL,HRS,HSY,IDXX,ILMN,INCY,IPG,IPGP,ISRG,KHC,KIM,LB,LOW,M,MAT,MCHP,MCK,MLM,MON,MOS,MSI,MU,MYL,NEE,NEM,NFLX,NFX,NKTR,NOV,NRG,NVDA,OKE,PCG,PFG,QCOM,QRVO,RE,REGN,RHT,RMD,RRC,RTN,SCG,SEE,SLB,SO,SRE,STT,STX,SYF,TPR,TRIP,TSCO,TTWO,TWX,TXT,UA,UAL,ULTA,UPS,VIAB,VMC,WDC,WFC,WU,WYNN,XEC,XRAY
2017-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-03,,,,,,,,,,,,,,,-0.04999999993445456,,,,,,,,,,-0.04999999999890308,,,,,0.049999999999477705,0.049999999992444685,,,0.04999999999875019,,,,,,-0.04999999999243305,,,-0.0499999998920907,,,,,,0.04999999999908537,0.04412579559987565,,0.04999999999559212,,,,-0.04999999999974222,,-0.04999999999948393,,,,0.01920370322582846,,,,,,,,0.049999999999710776,,,0.03965907885500226,,,,,,,,,,,,,,0.037703605293243216,,,,,,,,,,,0.04999999999564196,,,-0.04999999999424804,,,0.049999999996344135,-0.04999999999485137,0.04999999999429043,,,,,,
2018-01-04,,,,,,,,,,,,,,,-0.04999999993445456,,,,,,,,,,-0.04999999999890308,,,,,0.049999999999477705,0.049999999992444685,,,0.04999999999875019,,,,,,-0.04999999999243305,,,-0.0499999998920907,,,,,,0.04999999999908537,0.04412579559987565,,0.04999999999559212,,,,-0.04999999999974222,,-0.04999999999948393,,,,0.01920370322582846,,,,,,,,0.049999999999710776,,,0.03965907885500226,,,,,,,,,,,,,,0.037703605293243216,,,,,,,,,,,0.04999999999564196,,,-0.04999999999424804,,,0.049999999996344135,-0.04999999999485137,0.04999999999429043,,,,,,
2018-01-05,,,,,,,,,,,,,,,-0.04999999993445456,,,,,,,,,,-0.04999999999890308,,,,,0.049999999999477705,0.049999999992444685,,,0.04999999999875019,,,,,,-0.04999999999243305,,,-0.0499999998920907,,,,,,0.04999999999908537,0.04412579559987565,,0.04999999999559212,,,,-0.04999999999974222,,-0.04999999999948393,,,,0.01920370322582846,,,,,,,,0.049999999999710776,,,0.03965907885500226,,,,,,,,,,,,,,0.037703605293243216,,,,,,,,,,,0.04999999999564196,,,-0.04999999999424804,,,0.049999999996344135,-0.04999999999485137,0.04999999999429043,,,,,,
2018-01-08,,,,,,,,,,,,,,,-0.04999999993445456,,,,,,,,,,-0.04999999999890308,,,,,0.049999999999477705,0.049999999992444685,,,0.04999999999875019,,,,,,-0.04999999999243305,,,-0.0499999998920907,,,,,,0.04999999999908537,0.04412579559987565,,0.04999999999559212,,,,-0.04999999999974222,,-0.04999999999948393,,,,0.01920370322582846,,,,,,,,0.049999999999710776,,,0.03965907885500226,,,,,,,,,,,,,,0.037703605293243216,,,,,,,,,,,0.04999999999564196,,,-0.04999999999424804,,,0.049999999996344135,-0.04999999999485137,0.04999999999429043,,,,,,
2018-01-09,,,,,,,,,,,,,,,-0.04999999993445456,,,,,,,,,,-0.04999999999890308,,,,,0.049999999999477705,0.049999999992444685,,,0.04999999999875019,,,,,,-0.04999999999243305,,,-0.0499999998920907,,,,,,0.04999999999908537,0.04412579559987565,,0.04999999999559212,,,,-0.04999999999974222,,-0.04999999999948393,,,,0.01920370322582846,,,,,,,,0.049999999999710776,,,0.03965907885500226,,,,,,,,,,,,,,0.037703605293243216,,,,,,,,,,,0.04999999999564196,,,-0.04999999999424804,,,0.049999999996344135,-0.04999999999485137,0.04999999999429043,,,,,,
