Date,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMD,AMGN,AMP,AMT,AMZN,ANDV,ANSS,ANTM,AON,AOS,APA,APC,APD,APH,APTV,ARE,ARNC,ATVI,AVB,AVGO,AVY,AWK,AXP,AYI,AZO,BA,BAC,BAX,BBT,BBY,BDX,BHF,BHGE,BIIB,BK,BLL,BMY,BSX,BXP,C,CAG,CAH,CAT,CBOE,CBS,CCI,CCL,CDNS,CELG,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMS,CNC,CNP,COG,COL,COO,COP,COST,COTY,CPB,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISH,DLR,DLTR,DOV,DRE,DRI,DTE,DUK,DVA,DVN,DWDP,DXC,EA,EBAY,ED,EFX,EIX,EL,EMN,EOG,EQIX,EQR,EQT,ES,ESRX,ESS,ETFC,ETR,EVHC,EW,EXC,EXPD,EXPE,EXR,F,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FL,FLIR,FLR,FMC,FOX,FOXA,FTI,FTV,GD,GE,GGP,GILD,GIS,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GT,GWW,HAL,HAS,HBAN,HBI,HCA,HCP,HD,HES,HIG,HII,HLT,HOLX,HP,HPE,HPQ,HRB,HRL,HRS,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IFF,ILMN,INCY,INFO,INTC,INTU,IPG,IPGP,IQV,IR,IRM,ISRG,JBHT,JCI,JNJ,JNPR,JPM,JWN,K,KEY,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KORS,KR,KSS,KSU,LB,LEG,LEN,LH,LKQ,LLL,LLY,LMT,LNC,LNT,LOW,LRCX,LUK,LUV,LYB,M,MA,MAA,MAC,MAR,MAS,MAT,MCD,MCK,MCO,MDLZ,MDT,MET,MGM,MKC,MLM,MMC,MMM,MNST,MO,MON,MOS,MPC,MRK,MRO,MS,MSFT,MSI,MTB,MTD,MU,MYL,NAVI,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NFX,NI,NKE,NKTR,NLSN,NOC,NOV,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,NWS,NWSA,O,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PCG,PEG,PEP,PFE,PFG,PG,PGR,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RHT,RL,RMD,ROK,ROP,ROST,RRC,RSG,RTN,SBAC,SBUX,SCG,SCHW,SEE,SHW,SIVB,SJM,SLB,SNA,SNPS,SO,SPG,SPGI,SRCL,SRE,STI,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYMC,SYY,T,TAP,TDG,TGT,TIF,TJX,TMK,TMO,TPR,TRIP,TRV,TSCO,TSN,TSS,TTWO,TWX,TXN,TXT,UA,UAL,UDR,UHS,ULTA,UNH,URI,USB,UTX,V,VAR,VFC,VIAB,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAT,WBA,WDC,WEC,WHR,WLTW,WM,WMB,WMT,WRK,WU,WY,WYN,WYNN,XEC,XEL,XOM,XRAY,XRX,XYL,YUM,ZBH,ZION,ZTS
2007-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-02,,,,,,,,,,,,,0.04999999999165701,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999893127,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999702017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999833096,,,,0.04999999999318689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999992425076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518598,,,,,,,,,,,0.04999999986574988,,,,,,,0.049999999993848035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999938731,,,,,,,,,,,,,,,,,,,,,,0.0499999999986816,,,,,,,,,,,,,,,,,,,,0.04999999999844906,,,,,,,,,,,,0.049999999995015566,,,,,,0.011783625295351437,0.049999999978011286,,,,,,0.0499999998636075,,,,,,,,,,,,,,,,0.049999999992983664,,,,,,,,0.049999999997313894,,,,,,,,,,,,,,,0.049999999997809665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999968682,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-03,,,,,,,,,,,,,0.04999999999165701,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999893127,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999702017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999833096,,,,0.04999999999318689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999992425076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518598,,,,,,,,,,,0.04999999986574988,,,,,,,0.049999999993848035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999938731,,,,,,,,,,,,,,,,,,,,,,0.0499999999986816,,,,,,,,,,,,,,,,,,,,0.04999999999844906,,,,,,,,,,,,0.049999999995015566,,,,,,0.011783625295351437,0.049999999978011286,,,,,,0.0499999998636075,,,,,,,,,,,,,,,,0.049999999992983664,,,,,,,,0.049999999997313894,,,,,,,,,,,,,,,0.049999999997809665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999968682,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-04,,,,,,,,,,,,,0.04999999999165701,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999893127,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999702017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999833096,,,,0.04999999999318689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999992425076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518598,,,,,,,,,,,0.04999999986574988,,,,,,,0.049999999993848035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999938731,,,,,,,,,,,,,,,,,,,,,,0.0499999999986816,,,,,,,,,,,,,,,,,,,,0.04999999999844906,,,,,,,,,,,,0.049999999995015566,,,,,,0.011783625295351437,0.049999999978011286,,,,,,0.0499999998636075,,,,,,,,,,,,,,,,0.049999999992983664,,,,,,,,0.049999999997313894,,,,,,,,,,,,,,,0.049999999997809665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999968682,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,,,,,,,,,,,,,0.04999999999165701,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999893127,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999702017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999833096,,,,0.04999999999318689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999992425076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518598,,,,,,,,,,,0.04999999986574988,,,,,,,0.049999999993848035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999938731,,,,,,,,,,,,,,,,,,,,,,0.0499999999986816,,,,,,,,,,,,,,,,,,,,0.04999999999844906,,,,,,,,,,,,0.049999999995015566,,,,,,0.011783625295351437,0.049999999978011286,,,,,,0.0499999998636075,,,,,,,,,,,,,,,,0.049999999992983664,,,,,,,,0.049999999997313894,,,,,,,,,,,,,,,0.049999999997809665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999968682,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-08,,,,,,,,,,,,,0.04999999999165701,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999893127,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999702017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999833096,,,,0.04999999999318689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999992425076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518598,,,,,,,,,,,0.04999999986574988,,,,,,,0.049999999993848035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999938731,,,,,,,,,,,,,,,,,,,,,,0.0499999999986816,,,,,,,,,,,,,,,,,,,,0.04999999999844906,,,,,,,,,,,,0.049999999995015566,,,,,,0.011783625295351437,0.049999999978011286,,,,,,0.0499999998636075,,,,,,,,,,,,,,,,0.049999999992983664,,,,,,,,0.049999999997313894,,,,,,,,,,,,,,,0.049999999997809665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999968682,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-09,,,,,0.016831049571382994,,,,,,,,,,,,,,,,,,,,,,,,,0.016831049499252147,,,,,,,,,,,,,,,,,0.016831049499252147,,,,,0.016831049499252147,,0.016831049499252147,,,,,,,,,,0.016831049499252147,,,,,,,,,,,,0.016831049499252147,,,,,,,,0.016831049499252147,,,0.016831049499252147,,,,,,,,,,0.04999999999779608,,,,0.04999999999634591,,,0.016831049499252147,,,,,,,,,,,,,,,,0.016831049499252147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016831049499252147,,,,,,,,0.016831049499252147,0.016831049499252147,,,,,,,,,,,,,,,0.016831049499252147,,,,,,,0.016831049499252147,,,,,,,,,,,,,,0.016831049499252147,,,,,0.016831049499252147,0.016831049499252147,,,0.016831049499252147,,,,,,,,0.011724718719574326,,,,,,,0.016831049499252147,,,,,0.016831049499252147,,,,,,,,,,,,0.016831049499252147,,,,0.016831049499252147,0.04999999999900112,,0.016831049499252147,,,,,,,,,,,,,,,,,,0.016831049499252147,,,,,,,,,,,,,,,,,,,,,,,0.016831049499252147,,,,,,,,,,0.016831049499252147,,0.016831049499252147,,,0.01172454102622891,,,,,,0.016831049499252147,,,,,,,,,,0.016831049499252147,0.016831049499252147,,,,,,,,,,,,,,,,,,,,0.016831049499252147,,,,0.04128056758007205,,,,0.016831049499252147,,,,0.016831049499252147,,0.016831049499252147,,0.03762633387897328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016831049499252147,,,,,,,,,,,,,0.016831049499252147,,,,,,,,,0.016831049499252147,,,,,,,,,0.016831049499252147,,,,,,,0.016831049499252147,,,,,,,,,,,,,,0.016831049499252147,,,,,,,,,,0.016831049499252147,,,,0.016831049499252147
