Date,AAL,AAP,AAPL,ABBV,ABC,ACN,ADBE,ADM,ADP,ADS,ADSK,AEE,AES,AET,AFL,AGN,AIG,AIV,AIZ,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMD,AME,AMG,AMGN,AMT,AMZN,ANDV,ANSS,ANTM,AON,AOS,APA,APC,APH,APTV,ARE,ARNC,ATVI,AVB,AVGO,AVY,AXP,AYI,AZO,BA,BAC,BBT,BBY,BDX,BEN,BHGE,BIIB,BLK,BLL,BMY,BSX,BWA,BXP,C,CA,CAG,CAH,CAT,CBOE,CBS,CCI,CCL,CDNS,CELG,CERN,CF,CFG,CHRW,CHTR,CI,CINF,CMA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COO,COP,COTY,CPB,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,DAL,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISH,DLR,DLTR,DOV,DRE,DRI,DUK,DVA,DVN,DWDP,DXC,EA,EBAY,EFX,EIX,EL,EMN,EOG,EQIX,EQT,ESRX,ESS,ETFC,ETN,ETR,EVHC,EW,EXC,EXPD,EXPE,EXR,F,FAST,FB,FBHS,FCX,FE,FFIV,FIS,FITB,FL,FLIR,FLR,FLS,FMC,FOX,FOXA,FTI,GE,GGP,GILD,GIS,GLW,GM,GOOG,GOOGL,GPN,GPS,GRMN,GS,GT,GWW,HAL,HAS,HBAN,HBI,HCA,HCP,HD,HES,HIG,HII,HOG,HOLX,HP,HPE,HPQ,HRB,HRL,HRS,HST,HUM,IBM,ICE,IDXX,IFF,ILMN,INCY,INFO,INTC,INTU,IP,IPGP,IQV,IRM,ISRG,IT,IVZ,JBHT,JEC,JNPR,JWN,KEY,KHC,KIM,KLAC,KMI,KMX,KORS,KR,KSS,KSU,LB,LEG,LEN,LKQ,LLY,LMT,LNC,LOW,LRCX,LUK,LUV,LYB,M,MA,MAA,MAC,MAR,MAS,MAT,MCD,MCK,MCO,MET,MGM,MHK,MLM,MMC,MNST,MO,MON,MOS,MPC,MRK,MRO,MS,MSFT,MSI,MTB,MU,MYL,NAVI,NBL,NCLH,NDAQ,NEM,NFLX,NFX,NKTR,NOC,NOV,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWL,NWS,NWSA,O,OKE,OMC,ORCL,ORLY,PBCT,PCG,PEG,PFE,PFG,PGR,PHM,PKG,PKI,PM,PNC,PNR,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RHT,RJF,RL,RMD,ROK,ROP,ROST,RRC,RTN,SBAC,SBUX,SCG,SCHW,SEE,SHW,SIVB,SJM,SLG,SNPS,SPGI,SRCL,STI,STT,STX,STZ,SWKS,SYF,SYMC,TAP,TDG,TGT,TIF,TJX,TMO,TPR,TRIP,TROW,TRV,TSCO,TSN,TSS,TTWO,TWX,TXN,TXT,UA,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,V,VAR,VFC,VIAB,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,WAT,WBA,WDC,WFC,WHR,WMB,WMT,WRK,WU,WY,WYN,WYNN,XEC,XLNX,XOM,XRX,XYL,YUM,ZBH,ZION,ZTS
2007-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,-0.049999999999199754,,,,,,,0.049999999999354935,,0.04999999999953739,,,,,,,,-0.049999999999885185,,,,-0.04999999999996672,-0.0499999999999339,,,,,,,,,,,,,,,-0.049999999997405085,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999970395,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999990204866,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999982247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999947774,,,,,0.04999999999971394,,,-0.04999999999984508,,,,,,,,,,0.04999999999991557,,,,,,,,,,,,,,-0.04999999999951196,,,,,,,,,,,,,,,,,,-0.04999999999991112,,,,,,,,,,,,,,,,,,,0.049999999999929844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999995073215,0.04999999999804858,,,,,,,,,,,,,,,,,,,,,
2008-01-02,-0.049999999999199754,,,,,,,0.049999999999354935,,0.04999999999953739,,,,,,,,-0.049999999999885185,,,,-0.04999999999996672,-0.0499999999999339,,,,,,,,,,,,,,,-0.049999999997405085,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999970395,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999990204866,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999982247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999947774,,,,,0.04999999999971394,,,-0.04999999999984508,,,,,,,,,,0.04999999999991557,,,,,,,,,,,,,,-0.04999999999951196,,,,,,,,,,,,,,,,,,-0.04999999999991112,,,,,,,,,,,,,,,,,,,0.049999999999929844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999995073215,0.04999999999804858,,,,,,,,,,,,,,,,,,,,,
2008-01-03,-0.049999999999199754,,,,,,,0.049999999999354935,,0.04999999999953739,,,,,,,,-0.049999999999885185,,,,-0.04999999999996672,-0.0499999999999339,,,,,,,,,,,,,,,-0.049999999997405085,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999970395,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999990204866,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999982247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999947774,,,,,0.04999999999971394,,,-0.04999999999984508,,,,,,,,,,0.04999999999991557,,,,,,,,,,,,,,-0.04999999999951196,,,,,,,,,,,,,,,,,,-0.04999999999991112,,,,,,,,,,,,,,,,,,,0.049999999999929844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999995073215,0.04999999999804858,,,,,,,,,,,,,,,,,,,,,
2008-01-04,-0.049999999999199754,,,,,,,0.049999999999354935,,0.04999999999953739,,,,,,,,-0.049999999999885185,,,,-0.04999999999996672,-0.0499999999999339,,,,,,,,,,,,,,,-0.049999999997405085,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999970395,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999990204866,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999982247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999947774,,,,,0.04999999999971394,,,-0.04999999999984508,,,,,,,,,,0.04999999999991557,,,,,,,,,,,,,,-0.04999999999951196,,,,,,,,,,,,,,,,,,-0.04999999999991112,,,,,,,,,,,,,,,,,,,0.049999999999929844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999995073215,0.04999999999804858,,,,,,,,,,,,,,,,,,,,,
2008-01-07,-0.049999999999199754,,,,,,,0.049999999999354935,,0.04999999999953739,,,,,,,,-0.049999999999885185,,,,-0.04999999999996672,-0.0499999999999339,,,,,,,,,,,,,,,-0.049999999997405085,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999970395,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999990204866,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999982247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999947774,,,,,0.04999999999971394,,,-0.04999999999984508,,,,,,,,,,0.04999999999991557,,,,,,,,,,,,,,-0.04999999999951196,,,,,,,,,,,,,,,,,,-0.04999999999991112,,,,,,,,,,,,,,,,,,,0.049999999999929844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999995073215,0.04999999999804858,,,,,,,,,,,,,,,,,,,,,
2008-01-08,-0.049999999999199754,,,,,,,0.049999999999354935,,0.04999999999953739,,,,,,,,-0.049999999999885185,,,,-0.04999999999996672,-0.0499999999999339,,,,,,,,,,,,,,,-0.049999999997405085,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999970395,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999990204866,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999982247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999947774,,,,,0.04999999999971394,,,-0.04999999999984508,,,,,,,,,,0.04999999999991557,,,,,,,,,,,,,,-0.04999999999951196,,,,,,,,,,,,,,,,,,-0.04999999999991112,,,,,,,,,,,,,,,,,,,0.049999999999929844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999995073215,0.04999999999804858,,,,,,,,,,,,,,,,,,,,,
2008-01-09,-0.049999999999199754,,,,,,,0.049999999999354935,,0.04999999999953739,,,,,,,,-0.049999999999885185,,,,-0.04999999999996672,-0.0499999999999339,,,,,,,,,,,,,,,-0.049999999997405085,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999970395,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999990204866,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999982247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999947774,,,,,0.04999999999971394,,,-0.04999999999984508,,,,,,,,,,0.04999999999991557,,,,,,,,,,,,,,-0.04999999999951196,,,,,,,,,,,,,,,,,,-0.04999999999991112,,,,,,,,,,,,,,,,,,,0.049999999999929844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999995073215,0.04999999999804858,,,,,,,,,,,,,,,,,,,,,
