Date,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AET,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALLE,ALXN,AMAT,AMD,AMG,AMGN,AMT,AMZN,ANDV,ANSS,ANTM,AON,AOS,APA,APC,APD,APTV,ARE,ARNC,ATVI,AVGO,AVY,AWK,AXP,AYI,AZO,BA,BAC,BAX,BBT,BBY,BDX,BEN,BHF,BHGE,BIIB,BK,BLK,BLL,BMY,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBOE,CBS,CCI,CCL,CDNS,CELG,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COL,COO,COP,COST,COTY,CPB,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DE,DFS,DG,DGX,DHI,DIS,DISCA,DISH,DLR,DLTR,DOV,DRE,DRI,DTE,DUK,DVA,DVN,DWDP,DXC,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EOG,EQIX,EQT,ES,ESRX,ESS,ETFC,ETR,EVHC,EW,EXC,EXPD,EXPE,EXR,F,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FITB,FL,FLIR,FLR,FLS,FMC,FOX,FOXA,FTI,FTV,GD,GE,GGP,GILD,GIS,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GT,GWW,HAL,HAS,HBAN,HBI,HCA,HCP,HD,HES,HIG,HII,HLT,HOG,HOLX,HP,HPE,HPQ,HRB,HRL,HRS,HST,HSY,HUM,IBM,ICE,IDXX,ILMN,INCY,INFO,INTC,INTU,IP,IPG,IPGP,IQV,IRM,ISRG,IT,IVZ,JBHT,JCI,JEC,JNJ,JNPR,JWN,K,KEY,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KORS,KR,KSS,KSU,L,LB,LEG,LEN,LH,LKQ,LLL,LLY,LMT,LNC,LOW,LRCX,LUK,LUV,LYB,M,MA,MAA,MAC,MAR,MAS,MAT,MCD,MCK,MCO,MDLZ,MET,MGM,MKC,MLM,MMC,MNST,MO,MON,MOS,MPC,MRK,MRO,MS,MSFT,MSI,MTB,MTD,MU,MYL,NAVI,NCLH,NDAQ,NEE,NEM,NFLX,NFX,NI,NKE,NKTR,NLSN,NOC,NOV,NRG,NSC,NTAP,NTRS,NVDA,NWL,NWS,NWSA,O,OKE,OMC,ORCL,ORLY,OXY,PAYX,PBCT,PCG,PEG,PEP,PFE,PFG,PG,PGR,PHM,PKG,PKI,PM,PNC,PNR,PNW,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RHT,RJF,RL,RMD,ROK,ROP,ROST,RRC,RSG,RTN,SBAC,SBUX,SCG,SCHW,SEE,SHW,SIVB,SJM,SNPS,SO,SPGI,SRCL,SRE,STI,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYMC,SYY,T,TAP,TDG,TGT,TIF,TJX,TPR,TRIP,TRV,TSCO,TSN,TSS,TTWO,TWX,TXN,TXT,UA,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,V,VAR,VFC,VIAB,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WBA,WDC,WEC,WFC,WHR,WLTW,WM,WMB,WMT,WRK,WU,WY,WYN,WYNN,XEC,XEL,XOM,XRAY,XRX,XYL,YUM,ZBH,ZION,ZTS
2007-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,,,,,,,,,,0.04999999999833865,,0.049999999999018364,,,,,,,,,,,,,,-0.04999999999755279,-0.049999999999530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999833226,,,,,,,0.04999999999709851,,,,,,,,,,,,,,,,,,,,,0.04999999999616664,,,,,0.049999999998057716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999985416,,,,,,,,,,,0.04999999999392164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999842226,,,,,,,0.04999999999927453,,,,,,,,,,,,,,,0.04999999999977318,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999638052,,,,,,-0.049999999989033594,,0.049999999994892005,,,,,,,,,,,,,,,,,,,,,0.049999999999846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518277,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999988241,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-02,,,,,,,,,,,0.04999999999833865,,0.049999999999018364,,,,,,,,,,,,,,-0.04999999999755279,-0.049999999999530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999833226,,,,,,,0.04999999999709851,,,,,,,,,,,,,,,,,,,,,0.04999999999616664,,,,,0.049999999998057716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999985416,,,,,,,,,,,0.04999999999392164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999842226,,,,,,,0.04999999999927453,,,,,,,,,,,,,,,0.04999999999977318,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999638052,,,,,,-0.049999999989033594,,0.049999999994892005,,,,,,,,,,,,,,,,,,,,,0.049999999999846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518277,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999988241,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-03,,,,,,,,,,,0.04999999999833865,,0.049999999999018364,,,,,,,,,,,,,,-0.04999999999755279,-0.049999999999530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999833226,,,,,,,0.04999999999709851,,,,,,,,,,,,,,,,,,,,,0.04999999999616664,,,,,0.049999999998057716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999985416,,,,,,,,,,,0.04999999999392164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999842226,,,,,,,0.04999999999927453,,,,,,,,,,,,,,,0.04999999999977318,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999638052,,,,,,-0.049999999989033594,,0.049999999994892005,,,,,,,,,,,,,,,,,,,,,0.049999999999846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518277,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999988241,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-04,,,,,,,,,,,0.04999999999833865,,0.049999999999018364,,,,,,,,,,,,,,-0.04999999999755279,-0.049999999999530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999833226,,,,,,,0.04999999999709851,,,,,,,,,,,,,,,,,,,,,0.04999999999616664,,,,,0.049999999998057716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999985416,,,,,,,,,,,0.04999999999392164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999842226,,,,,,,0.04999999999927453,,,,,,,,,,,,,,,0.04999999999977318,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999638052,,,,,,-0.049999999989033594,,0.049999999994892005,,,,,,,,,,,,,,,,,,,,,0.049999999999846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518277,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999988241,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-07,,,,,,,,,,,0.04999999999833865,,0.049999999999018364,,,,,,,,,,,,,,-0.04999999999755279,-0.049999999999530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999833226,,,,,,,0.04999999999709851,,,,,,,,,,,,,,,,,,,,,0.04999999999616664,,,,,0.049999999998057716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999985416,,,,,,,,,,,0.04999999999392164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999842226,,,,,,,0.04999999999927453,,,,,,,,,,,,,,,0.04999999999977318,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999638052,,,,,,-0.049999999989033594,,0.049999999994892005,,,,,,,,,,,,,,,,,,,,,0.049999999999846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518277,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999988241,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-08,,,,,,,,,,,0.04999999999833865,,0.049999999999018364,,,,,,,,,,,,,,-0.04999999999755279,-0.049999999999530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999833226,,,,,,,0.04999999999709851,,,,,,,,,,,,,,,,,,,,,0.04999999999616664,,,,,0.049999999998057716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999985416,,,,,,,,,,,0.04999999999392164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999842226,,,,,,,0.04999999999927453,,,,,,,,,,,,,,,0.04999999999977318,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999638052,,,,,,-0.049999999989033594,,0.049999999994892005,,,,,,,,,,,,,,,,,,,,,0.049999999999846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518277,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999988241,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-09,,,,,,,,,,,0.04999999999833865,,0.049999999999018364,,,,,,,,,,,,,,-0.04999999999755279,-0.049999999999530705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999833226,,,,,,,0.04999999999709851,,,,,,,,,,,,,,,,,,,,,0.04999999999616664,,,,,0.049999999998057716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999985416,,,,,,,,,,,0.04999999999392164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999842226,,,,,,,0.04999999999927453,,,,,,,,,,,,,,,0.04999999999977318,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999638052,,,,,,-0.049999999989033594,,0.049999999994892005,,,,,,,,,,,,,,,,,,,,,0.049999999999846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999518277,,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999988241,,,,,,,,,,,,,,,,,,,,,,,,,
