,ticker,date_,category,value,instrument_id,data_vendor_id
0,CSJ,2008-04-22,Open,102.540001,52,2
1,CSJ,2008-04-23,Open,102.629997,52,2
2,CSJ,2008-04-24,Open,102.480003,52,2
3,CSJ,2008-04-25,Open,102.279999,52,2
4,CSJ,2008-04-28,Open,102.32,52,2
5,CSJ,2008-04-29,Open,102.709999,52,2
6,CSJ,2008-04-30,Open,102.800003,52,2
7,CSJ,2008-05-01,Open,102.650002,52,2
8,CSJ,2008-05-02,Open,102.309998,52,2
9,CSJ,2008-05-05,Open,102.300003,52,2
10,CSJ,2008-05-06,Open,102.349998,52,2
11,CSJ,2008-05-07,Open,102.129997,52,2
12,CSJ,2008-05-08,Open,102.559998,52,2
13,CSJ,2008-05-09,Open,102.839996,52,2
14,CSJ,2008-05-12,Open,102.629997,52,2
15,CSJ,2008-05-13,Open,102.230003,52,2
16,CSJ,2008-05-14,Open,102.349998,52,2
17,CSJ,2008-05-15,Open,102.190002,52,2
18,CSJ,2008-05-16,Open,102.400002,52,2
19,CSJ,2008-05-19,Open,102.379997,52,2
20,CSJ,2008-05-20,Open,102.75,52,2
21,CSJ,2008-05-21,Open,102.889999,52,2
22,CSJ,2008-05-22,Open,102.68,52,2
23,CSJ,2008-05-23,Open,102.32,52,2
24,CSJ,2008-05-27,Open,102.449997,52,2
25,CSJ,2008-05-28,Open,102.279999,52,2
26,CSJ,2008-05-29,Open,101.800003,52,2
27,CSJ,2008-05-30,Open,101.75,52,2
28,CSJ,2008-06-02,Open,101.839996,52,2
29,CSJ,2008-06-03,Open,102.25,52,2
30,CSJ,2008-06-04,Open,102.389999,52,2
31,CSJ,2008-06-05,Open,102.16999799999999,52,2
32,CSJ,2008-06-06,Open,102.150002,52,2
33,CSJ,2008-06-09,Open,102.029999,52,2
34,CSJ,2008-06-10,Open,101.849998,52,2
35,CSJ,2008-06-11,Open,101.610001,52,2
36,CSJ,2008-06-12,Open,101.440002,52,2
37,CSJ,2008-06-13,Open,101.379997,52,2
38,CSJ,2008-06-16,Open,101.43,52,2
39,CSJ,2008-06-17,Open,101.550003,52,2
40,CSJ,2008-06-18,Open,101.559998,52,2
41,CSJ,2008-06-19,Open,101.470001,52,2
42,CSJ,2008-06-20,Open,101.58000200000001,52,2
43,CSJ,2008-06-23,Open,101.529999,52,2
44,CSJ,2008-06-24,Open,101.480003,52,2
45,CSJ,2008-06-25,Open,101.5,52,2
46,CSJ,2008-06-26,Open,101.860001,52,2
47,CSJ,2008-06-27,Open,101.730003,52,2
48,CSJ,2008-06-30,Open,101.720001,52,2
49,CSJ,2008-07-01,Open,101.82,52,2
50,CSJ,2008-07-02,Open,101.58000200000001,52,2
51,CSJ,2008-07-03,Open,101.779999,52,2
52,CSJ,2008-07-07,Open,101.809998,52,2
53,CSJ,2008-07-08,Open,101.480003,52,2
54,CSJ,2008-07-09,Open,101.790001,52,2
55,CSJ,2008-07-10,Open,102.050003,52,2
56,CSJ,2008-07-11,Open,101.82,52,2
57,CSJ,2008-07-14,Open,101.599998,52,2
58,CSJ,2008-07-15,Open,101.870003,52,2
59,CSJ,2008-07-16,Open,101.519997,52,2
60,CSJ,2008-07-17,Open,101.410004,52,2
61,CSJ,2008-07-18,Open,101.25,52,2
62,CSJ,2008-07-21,Open,101.139999,52,2
63,CSJ,2008-07-22,Open,101.239998,52,2
64,CSJ,2008-07-23,Open,101.010002,52,2
65,CSJ,2008-07-24,Open,101.260002,52,2
66,CSJ,2008-07-25,Open,101.510002,52,2
67,CSJ,2008-07-28,Open,101.5,52,2
68,CSJ,2008-07-29,Open,101.540001,52,2
69,CSJ,2008-07-30,Open,101.25,52,2
70,CSJ,2008-07-31,Open,101.589996,52,2
71,CSJ,2008-08-01,Open,101.699997,52,2
72,CSJ,2008-08-04,Open,101.43,52,2
73,CSJ,2008-08-05,Open,101.489998,52,2
74,CSJ,2008-08-06,Open,101.0,52,2
75,CSJ,2008-08-07,Open,101.370003,52,2
76,CSJ,2008-08-08,Open,101.529999,52,2
77,CSJ,2008-08-11,Open,101.489998,52,2
78,CSJ,2008-08-12,Open,101.57,52,2
79,CSJ,2008-08-13,Open,101.709999,52,2
80,CSJ,2008-08-14,Open,101.769997,52,2
81,CSJ,2008-08-15,Open,101.809998,52,2
82,CSJ,2008-08-18,Open,101.809998,52,2
83,CSJ,2008-08-19,Open,101.949997,52,2
84,CSJ,2008-08-20,Open,101.940002,52,2
85,CSJ,2008-08-21,Open,101.309998,52,2
86,CSJ,2008-08-22,Open,101.800003,52,2
87,CSJ,2008-08-25,Open,101.790001,52,2
88,CSJ,2008-08-26,Open,101.970001,52,2
89,CSJ,2008-08-27,Open,101.910004,52,2
90,CSJ,2008-08-28,Open,102.029999,52,2
91,CSJ,2008-08-29,Open,101.879997,52,2
92,CSJ,2008-09-02,Open,101.16999799999999,52,2
93,CSJ,2008-09-03,Open,101.66999799999999,52,2
94,CSJ,2008-09-04,Open,102.050003,52,2
95,CSJ,2008-09-05,Open,101.629997,52,2
96,CSJ,2008-09-08,Open,101.800003,52,2
97,CSJ,2008-09-09,Open,101.769997,52,2
98,CSJ,2008-09-10,Open,101.849998,52,2
99,CSJ,2008-09-11,Open,101.839996,52,2
100,CSJ,2008-09-12,Open,101.339996,52,2
101,CSJ,2008-09-15,Open,101.739998,52,2
102,CSJ,2008-09-16,Open,100.260002,52,2
103,CSJ,2008-09-17,Open,98.870003,52,2
104,CSJ,2008-09-18,Open,97.519997,52,2
105,CSJ,2008-09-19,Open,97.120003,52,2
106,CSJ,2008-09-22,Open,99.800003,52,2
107,CSJ,2008-09-23,Open,98.449997,52,2
108,CSJ,2008-09-24,Open,97.760002,52,2
109,CSJ,2008-09-25,Open,98.910004,52,2
110,CSJ,2008-09-26,Open,98.019997,52,2
111,CSJ,2008-09-29,Open,98.0,52,2
112,CSJ,2008-09-30,Open,97.489998,52,2
113,CSJ,2008-10-01,Open,97.489998,52,2
114,CSJ,2008-10-02,Open,97.589996,52,2
115,CSJ,2008-10-03,Open,100.029999,52,2
116,CSJ,2008-10-06,Open,99.16999799999999,52,2
117,CSJ,2008-10-07,Open,97.889999,52,2
118,CSJ,2008-10-08,Open,96.93,52,2
119,CSJ,2008-10-09,Open,95.769997,52,2
120,CSJ,2008-10-10,Open,95.489998,52,2
121,CSJ,2008-10-13,Open,90.08000200000001,52,2
122,CSJ,2008-10-14,Open,94.290001,52,2
123,CSJ,2008-10-15,Open,96.0,52,2
124,CSJ,2008-10-16,Open,96.199997,52,2
125,CSJ,2008-10-17,Open,94.760002,52,2
126,CSJ,2008-10-20,Open,96.610001,52,2
127,CSJ,2008-10-21,Open,96.389999,52,2
128,CSJ,2008-10-22,Open,97.519997,52,2
129,CSJ,2008-10-23,Open,97.279999,52,2
130,CSJ,2008-10-24,Open,96.239998,52,2
131,CSJ,2008-10-27,Open,95.82,52,2
132,CSJ,2008-10-28,Open,96.410004,52,2
133,CSJ,2008-10-29,Open,95.839996,52,2
134,CSJ,2008-10-30,Open,96.93,52,2
135,CSJ,2008-10-31,Open,96.959999,52,2
136,CSJ,2008-11-03,Open,95.75,52,2
137,CSJ,2008-11-04,Open,97.07,52,2
138,CSJ,2008-11-05,Open,96.269997,52,2
139,CSJ,2008-11-06,Open,96.309998,52,2
140,CSJ,2008-11-07,Open,97.040001,52,2
141,CSJ,2008-11-10,Open,97.190002,52,2
142,CSJ,2008-11-11,Open,96.82,52,2
143,CSJ,2008-11-12,Open,98.07,52,2
144,CSJ,2008-11-13,Open,98.400002,52,2
145,CSJ,2008-11-14,Open,97.5,52,2
146,CSJ,2008-11-17,Open,97.5,52,2
147,CSJ,2008-11-18,Open,96.760002,52,2
148,CSJ,2008-11-19,Open,97.25,52,2
149,CSJ,2008-11-20,Open,96.949997,52,2
150,CSJ,2008-11-21,Open,96.07,52,2
151,CSJ,2008-11-24,Open,97.010002,52,2
152,CSJ,2008-11-25,Open,97.620003,52,2
153,CSJ,2008-11-26,Open,97.5,52,2
154,CSJ,2008-11-28,Open,98.07,52,2
155,CSJ,2008-12-01,Open,98.150002,52,2
156,CSJ,2008-12-02,Open,98.559998,52,2
157,CSJ,2008-12-03,Open,98.260002,52,2
158,CSJ,2008-12-04,Open,97.260002,52,2
159,CSJ,2008-12-05,Open,97.629997,52,2
160,CSJ,2008-12-08,Open,97.760002,52,2
161,CSJ,2008-12-09,Open,98.050003,52,2
162,CSJ,2008-12-10,Open,98.33000200000001,52,2
163,CSJ,2008-12-11,Open,98.360001,52,2
164,CSJ,2008-12-12,Open,97.16999799999999,52,2
165,CSJ,2008-12-15,Open,98.33000200000001,52,2
166,CSJ,2008-12-16,Open,99.089996,52,2
167,CSJ,2008-12-17,Open,99.489998,52,2
168,CSJ,2008-12-18,Open,99.650002,52,2
169,CSJ,2008-12-19,Open,100.120003,52,2
170,CSJ,2008-12-22,Open,100.260002,52,2
171,CSJ,2008-12-23,Open,100.309998,52,2
172,CSJ,2008-12-24,Open,100.25,52,2
173,CSJ,2008-12-26,Open,100.970001,52,2
174,CSJ,2008-12-29,Open,100.190002,52,2
175,CSJ,2008-12-30,Open,100.239998,52,2
176,CSJ,2008-12-31,Open,100.16999799999999,52,2
177,CSJ,2009-01-02,Open,100.230003,52,2
178,CSJ,2009-01-05,Open,99.870003,52,2
179,CSJ,2009-01-06,Open,101.08000200000001,52,2
180,CSJ,2009-01-07,Open,100.779999,52,2
181,CSJ,2009-01-08,Open,100.720001,52,2
182,CSJ,2009-01-09,Open,100.739998,52,2
183,CSJ,2009-01-12,Open,101.709999,52,2
184,CSJ,2009-01-13,Open,101.25,52,2
185,CSJ,2009-01-14,Open,101.400002,52,2
186,CSJ,2009-01-15,Open,101.099998,52,2
187,CSJ,2009-01-16,Open,101.610001,52,2
188,CSJ,2009-01-20,Open,101.029999,52,2
189,CSJ,2009-01-21,Open,101.5,52,2
190,CSJ,2009-01-22,Open,101.199997,52,2
191,CSJ,2009-01-23,Open,101.699997,52,2
192,CSJ,2009-01-26,Open,101.389999,52,2
193,CSJ,2009-01-27,Open,101.389999,52,2
194,CSJ,2009-01-28,Open,101.16999799999999,52,2
195,CSJ,2009-01-29,Open,101.290001,52,2
196,CSJ,2009-01-30,Open,101.290001,52,2
197,CSJ,2009-02-02,Open,100.949997,52,2
198,CSJ,2009-02-03,Open,100.989998,52,2
199,CSJ,2009-02-04,Open,100.91999799999999,52,2
200,CSJ,2009-02-05,Open,100.839996,52,2
201,CSJ,2009-02-06,Open,100.779999,52,2
202,CSJ,2009-02-09,Open,100.730003,52,2
203,CSJ,2009-02-10,Open,100.940002,52,2
204,CSJ,2009-02-11,Open,100.639999,52,2
205,CSJ,2009-02-12,Open,101.379997,52,2
206,CSJ,2009-02-13,Open,101.220001,52,2
207,CSJ,2009-02-17,Open,101.150002,52,2
208,CSJ,2009-02-18,Open,101.139999,52,2
209,CSJ,2009-02-19,Open,100.690002,52,2
210,CSJ,2009-02-20,Open,100.639999,52,2
211,CSJ,2009-02-23,Open,100.0,52,2
212,CSJ,2009-02-24,Open,100.190002,52,2
213,CSJ,2009-02-25,Open,100.050003,52,2
214,CSJ,2009-02-26,Open,99.790001,52,2
215,CSJ,2009-02-27,Open,99.779999,52,2
216,CSJ,2009-03-02,Open,99.459999,52,2
217,CSJ,2009-03-03,Open,98.480003,52,2
218,CSJ,2009-03-04,Open,98.959999,52,2
219,CSJ,2009-03-05,Open,97.959999,52,2
220,CSJ,2009-03-06,Open,98.300003,52,2
221,CSJ,2009-03-09,Open,97.980003,52,2
222,CSJ,2009-03-10,Open,97.849998,52,2
223,CSJ,2009-03-11,Open,97.91999799999999,52,2
224,CSJ,2009-03-12,Open,97.459999,52,2
225,CSJ,2009-03-13,Open,97.720001,52,2
226,CSJ,2009-03-16,Open,97.480003,52,2
227,CSJ,2009-03-17,Open,97.790001,52,2
228,CSJ,2009-03-18,Open,98.269997,52,2
229,CSJ,2009-03-19,Open,100.110001,52,2
230,CSJ,2009-03-20,Open,98.720001,52,2
231,CSJ,2009-03-23,Open,98.650002,52,2
232,CSJ,2009-03-24,Open,98.66999799999999,52,2
233,CSJ,2009-03-25,Open,98.379997,52,2
234,CSJ,2009-03-26,Open,98.260002,52,2
235,CSJ,2009-03-27,Open,98.66999799999999,52,2
236,CSJ,2009-03-30,Open,98.629997,52,2
237,CSJ,2009-03-31,Open,98.730003,52,2
238,CSJ,2009-04-01,Open,98.510002,52,2
239,CSJ,2009-04-02,Open,98.510002,52,2
240,CSJ,2009-04-03,Open,98.510002,52,2
241,CSJ,2009-04-06,Open,98.510002,52,2
242,CSJ,2009-04-07,Open,98.510002,52,2
243,CSJ,2009-04-08,Open,98.82,52,2
244,CSJ,2009-04-09,Open,99.040001,52,2
245,CSJ,2009-04-13,Open,99.550003,52,2
246,CSJ,2009-04-14,Open,99.769997,52,2
247,CSJ,2009-04-15,Open,99.68,52,2
